"ID" "SDG2_TSS" "SDG2_TSS2" "SDG2_TES" "SDG2_mid" "S2Lb_TSS" "S2Lb_TSS2" "S2Lb_TES" "S2Lb_mid"
"4410" "AT1G50480" -0.88251 5.10604 1.9592 2.4845 0.48623 12.48422 1.51325 1.3116
"4411" "AT1G50490" 1.89956 0.36065 1.98177 0.528200000000002 -1.67393 -0.18686 1.51441 -3.1265
"4412" "AT1G50500" -0.7753 1.65065 -2.25962 -34.128 0.208559999999999 1.14629 -1.8891 -24.7801
"4413" "AT1G50510" -0.62175 0.0892099999999996 -0.1046 -8.9676 0.67063 2.68927 -0.41328 -11.4226
"4414" "AT1G50520" 0.33033 0.906180000000001 -5.10506 -3.108 0.19399 0.59094 3.06595 0.9437
"4416" "AT1G50560" 0.78468 -1.10886 -0.57641 -6.8861 -0.619129999999999 1.61439 -0.366210000000001 -10.7259
"4417" "AT1G50570" 3.36686 10.2666 -0.00539999999999985 0.400200000000002 3.83986 13.85708 -0.283810000000001 8.3616
"4418" "AT1G50575" -1.07973 2.29347 0.50716 1.9167 1.4923 2.72111 -1.49253 -3.7764
"4419" "AT1G50580" -1.49626 -0.56211 -1.09866 -2.56073 0.30201 -2.02226 -2.30245 -7.03206
"4420" "AT1G50590" 1.72345 -1.38974 -1.17047 -3.3907 -3.79438 -1.63656 -4.40399 -3.4722
"4421" "AT1G50600" 5.35715 12.87999 -0.0369100000000002 3.0443 7.45111 17.82552 -1.55533 8.2296
"4422" "AT1G50610" -2.25161 -2.77558 -0.79735 -9.2341 -1.66839 -2.70776 -1.17301 0.820399999999999
"4423" "AT1G50620" 2.09337 4.21394 -0.298179999999999 4.7221 -0.45433 2.16827 -3.82233 -2.7661
"4424" "AT1G50630" -0.244549999999999 1.64773 -0.7581 -6.2627 -1.34986 1.42095 -4.56762 -9.3344
"4425" "AT1G50640" -1.04527 23.60029 3.99949 40.161 0.417899999999999 20.80735 3.64526 43.1984
"4427" "AT1G50660" 1.41901 3.8207 0.24252 -9.3266 -0.77976 0.71284 0.0757699999999994 8.16589999999999
"4428" "AT1G50670" 0.20979 4.5443 0.46448 -2.2573 1.2188 2.6089 0.460299999999999 -3.1434
"4429" "AT1G50680" -2.06751 1.59461 -0.841530000000001 0.11253 -1.5133 -1.24766 -3.87844 -0.41346
"4430" "AT1G50690" 2.08681 -0.26301 -1.08677 -1.6898 -0.69784 0.29163 0.41372 -0.80654
"4431" "AT1G50700" 0.725 3.51894 -3.82422 -4.6912 -1.5525 1.69009 -4.00956 -8.2151
"4432" "AT1G50710" -1.69976 0.0872700000000002 -4.7443 -4.7014 -1.26746 0.7043 -3.67326 -9.1655
"4433" "AT1G50730" 0.12561 -4.04593 -2.02384 -12.2098 0.17808 -0.18686 -2.29509 -15.4466
"4434" "AT1G50732" 0.32623 9.88038 1.69215 6.81793 0.20923 10.31972 1.73667 11.60575
"4436" "AT1G50740" -0.16523 3.96163 -0.66811 3.27198 -1.16662 3.60993 -1.71478 1.85391
"4437" "AT1G50745" -0.38817 1.26325 -0.2698 -0.389000000000001 -3.14421 -2.72048 -0.82479 -7.43651
"4438" "AT1G50750" -0.86821 -1.06495 -0.0917599999999998 -4.3116 0.217090000000001 0.99421 -1.98073 -0.26723
"4439" "AT1G50770" -1.99958 -1.43973 -2.3193 -6.8636 1.37137 0.0670400000000004 -1.43391 -1.7977
"4440" "AT1G50780" -0.26712 1.0287 0.0394899999999998 -0.374200000000002 -0.14783 -0.90534 0.19516 -1.4881
"4441" "AT1G50790" -2.82893 0.50132 -3.77062 -13.4945 0.40199 2.18166 -3.32793 -1.7913
"4443" "AT1G50820" -1.29635 -1.36623 -2.05877 -0.8232 0.25058 -1.76652 -4.57198 -2.08051
"4444" "AT1G50830" 0.12561 0.49285 -0.32047 -5.2879 -0.93601 -2.48501 -1.33578 -12.2942
"4445" "AT1G50840" -1.87148 4.91594 -2.09201 -6.36219999999999 -2.43027 2.20981 -1.17884 -7.27909999999999
"4448" "AT1G50870" 1.07651 -0.0973299999999995 -0.14097 0.87855 -0.84139 2.77604 -0.18869 1.45832
"4449" "AT1G50880" -0.26736 -3.08777 -3.31723 0.0275999999999996 1.087 -0.9601 0.400329999999999 -1.14284
"4450" "AT1G50890" 4.45359 3.64799 -2.36052 -5.1677 2.69597 2.53806 -0.6203 -5.5895
"4451" "AT1G50900" 6.82813 14.37715 0.888949999999999 2.0167 5.4264 13.60932 1.40037 3.63051
"4452" "AT1G50910" 1.20797 -1.28884 9.30082 -9.075 -1.30395 -1.54979 10.74645 -12.8922
"4453" "AT1G50920" 3.68924 8.10745 -1.50472 -7.6533 1.50268 8.73798 -1.31182 -1.6443
"4454" "AT1G50930" -0.10046 -0.0393499999999998 -1.95084 -1.72181 -0.86399 0.4772 0.25863 -1.13565
"4455" "AT1G50940" 0.20955 2.6457 -3.16151 -7.0197 -0.46723 0.94597 0.00288999999999984 2.1322
"4456" "AT1G50950" -1.23182 -0.15409 -0.88568 5.6566 -1.41954 -0.41212 1.58945 -7.5067
"4457" "AT1G50960" -0.70012 -0.87576 0.31144 -5.2446 -1.40344 3.97922 -1.35354 -3.9995
"4458" "AT1G50970" 2.21344 -0.0883500000000002 -2.68266 -6.9766 -0.15356 2.08433 0.0488 -3.3377
"4459" "AT1G50980" -0.65353 -1.28086 -1.48242 -2.0101 -2.19394 -1.49001 0.38761 -4.55
"4460" "AT1G50990" -2.50388 -2.40905 -0.0951200000000001 -12.1968 0.8793 0.72808 -1.62268 -5.2792
"4461" "AT1G51040" 0.589169999999999 -2.20457 -5.53676 -7.579 -1.06413 -1.1574 -1.49118 -3.4024
"4462" "AT1G51055" -1.05669 -0.76707 -0.45876 0.0926100000000005 -0.90369 -0.948049999999999 -0.85643 -3.05327
"4463" "AT1G51060" 8.19596 21.47264 1.07695 3.39306 14.56011 52.60992 9.52869 12.00978
"4464" "AT1G51070" -0.99048 0.0300099999999999 -1.47369 -1.15 6.18229 2.22486 -3.80205 -1.7423
"4465" "AT1G51080" 0.497229999999999 1.73507 -1.7575 0.56589 1.88353 3.07884 -3.88077 -0.18083
"4466" "AT1G51090" -1.66482 -3.28569 -1.70533 -1.24276 -0.15472 -0.59535 -0.393870000000001 -2.63709
"4467" "AT1G51100" 3.05321 4.71021 3.14151 2.53025 2.78526 8.97534 5.66462 1.68321
"4468" "AT1G51110" 2.7745 1.68219 0.18383 0.307100000000002 4.93201 2.72363 -1.81543 -4.5246
"4469" "AT1G51120" -3.10694 -2.13955 -0.58053 -0.12983 -3.05763 0.124490000000001 -0.26508 -2.41435
"4470" "AT1G51130" 1.01707 -0.34403 -0.950690000000001 -7.4373 0.0675300000000005 2.09607 0.425280000000001 -3.9098
"4471" "AT1G51140" -0.01142 -1.13989 0.476129999999999 -1.1313 -1.16128 -2.2348 -1.57026 -9.8047
"4472" "AT1G51150" -2.18757 -0.78794 -1.02515 -0.66855 -1.13013 -4.33449 -1.76486 -1.79436
"4473" "AT1G51160" 0.00529999999999964 1.32973 -0.94074 -0.0919000000000025 3.35769 1.70988 2.25398 -6.638
"4474" "AT1G51170" 0.71556 4.91424 -0.359050000000001 7.16861 -0.00565000000000015 6.07993 0.754390000000001 0.7485
"4475" "AT1G51172" -2.80324 -0.9056 -2.00202 -3.4617 -0.28032 -2.2678 -4.82957 -1.3849
"4477" "AT1G51190" 0.00747999999999927 -0.15602 0.38688 -2.6839 -3.28542 -0.37727 -0.3825 -10.4828
"4478" "AT1G51200" 0.91206 9.13283 -4.82484 -0.9239 -1.2559 10.97962 -2.9866 -0.4252
"4479" "AT1G51210" -0.39277 -1.08728 -2.0515 -0.9321 0.20002 -3.22342 -1.41013 0.165059999999999
"4480" "AT1G51220" -1.38804 -2.50509 -1.05357 -5.3824 -1.757 -1.20263 -2.51666 -2.6954
"4481" "AT1G51260" -0.0856700000000004 -0.30692 1.60967 -3.259 -4.28625 -2.14687 -1.28687 -7.0969
"4482" "AT1G51270" 0.81211 0.12561 -2.91699 -11.211 -2.59389 -3.24553 1.47773 -6.5939
"4483" "AT1G51290" -0.00997999999999966 -0.369750000000001 -1.41789 -1.44966 -0.03816 -1.13547 -1.53727 -1.67693
"4484" "AT1G51300" -0.59969 -1.24205 0.35776 -6.1959 -1.71042 4.32455 -1.83387 -7.8702
"4485" "AT1G51310" -0.0315800000000008 3.98056 -3.90208 -12.2492 1.26568 1.64526 -2.4098 -7.5421
"4486" "AT1G51320" 0.95474 -0.349600000000001 0.28326 -1.39338 0.16885 -0.765490000000001 -1.9546 -1.29492
"4487" "AT1G51330" -0.26977 -1.9525 -3.93749 -3.84675 -1.69469 -2.33982 -0.877879999999999 -1.38217
"4488" "AT1G51340" 0.827129999999999 -1.11759 -1.01496 -8.8841 -1.52737 -1.30696 -3.7046 -2.3273
"4489" "AT1G51350" 1.12042 7.47455 -3.21898 -7.1357 -0.27245 2.70116 0.37035 -1.2912
"4490" "AT1G51355" 0.84847 0.78346 1.38917 1.60507 -2.73891 2.70721 0.34355 -0.92495
"4491" "AT1G51370" -1.38757 -1.34683 -4.17352 -1.6959 0.20874 0.174580000000001 -2.21521 -3.432
"4492" "AT1G51380" -2.06167 0.17462 0.298319999999999 -10.9841 -3.37685 -2.09311 -3.10015 -6.5225
"4493" "AT1G51390" -0.37312 1.57739 48.2246 16.6391 -0.86129 3.83082 58.7458 13.2015
"4494" "AT1G51402" 50.62855 21.8704 2.25661 1.71057 55.8535 27.04433 2.26941 2.48614
"4495" "AT1G51405" 0.0363299999999995 1.9034 -2.80858 -8.0265 0.36045 -0.9827 -3.13936 -0.433499999999999
"4496" "AT1G51410" -3.22846 -0.80517 -0.43616 -3.7572 -3.31521 0.0469499999999998 -1.05694 -6.244
"4497" "AT1G51420" -2.99873 -4.86049 0.67868 0.264699999999998 -2.02613 -1.34414 -4.8284 -9.296
"4498" "AT1G51430" 1.40617 3.84373 -3.56223 -4.51269 0.35259 2.98674 -1.00599 -1.5206
"4499" "AT1G51440" -2.18319 -0.531759999999999 -0.751300000000001 -1.393 0.92569 -1.28251 0.35025 -5.3567
"4500" "AT1G51450" 1.33364 5.04912 -2.45902 -5.586 -1.46642 2.75478 -1.52719 -2.1331
"4501" "AT1G51460" -2.44906 -2.65136 -2.15485 -8.6683 -2.73842 0.495450000000001 -1.80369 -8.00060000000001
"4502" "AT1G51470" -1.46906 0.61245 1.80882 -2.4083 0.31055 -2.47395 -0.16861 -10.67
"4503" "AT1G51480" -2.71954 -4.2509 -0.36707 -11.9921 -0.52364 -0.17579 -0.29556 -8.1096
"4504" "AT1G51490" -0.86339 1.38894 1.20239 -5.5149 0.1774 -0.69667 -0.486470000000001 1.1532
"4505" "AT1G51500" -0.26273 5.62688 -0.60187 9.0436 0.0370499999999998 8.61796 1.75541 20.0202
"4506" "AT1G51510" 0.0809900000000003 0.46471 -3.90524 -1.8202 0.273200000000001 0.56649 -1.93734 -4.5663
"4507" "AT1G51520" 1.34332 0.442860000000001 -2.7171 -8.6306 -2.61079 0.997409999999999 -3.28105 -7.1057
"4508" "AT1G51530" -1.8288 -2.87067 -0.36391 -6.9336 -2.09146 -1.51563 -0.71376 -10.6526
"4509" "AT1G51538" -2.02672 -1.54305 0.471039999999999 -4.3697 -0.57274 0.19768 -0.7553 -5.0681
"4510" "AT1G51540" 1.31518 1.95386 -2.54635 -4.0759 -0.84574 2.64171 -2.13329 3.8214
"4511" "AT1G51550" 3.48451 7.12207 -0.75182 -1.6245 -1.02444 6.79089 1.05099 -4.0861
"4512" "AT1G51560" -0.73649 -0.40952 -0.6118 -3.1657 0.83242 1.59294 -4.81132 -2.4108
"4513" "AT1G51570" 0.73061 5.29095 -0.53539 17.3922 -1.21135 10.42571 1.52529 20.2044
"4514" "AT1G51580" 0.59936 1.23729 -0.16744 -6.6191 0.217090000000001 1.52597 2.45129 1.7948
"4515" "AT1G51590" 4.3289 3.30349 0.56028 -10.1301 -1.18924 1.54188 2.22971 -23.3525
"4516" "AT1G51600" 3.5187 3.95534 -1.47294 -12.6209 -0.822939999999999 3.84926 -1.10684 -1.4381
"4517" "AT1G51610" -1.14958 2.48097 -3.05817 -9.8384 1.6013 3.91574 -0.69163 -9.2726
"4518" "AT1G51620" -1.51273 -2.00032 -2.82265 1.5271 -0.0361200000000004 -4.17018 -3.22846 -4.3698
"4519" "AT1G51630" -0.97615 1.50897 -1.08001 -5.4899 -0.92194 5.00719 -0.927960000000001 -7.1316
"4520" "AT1G51640" -0.52714 -0.28751 0.472729999999999 -4.7356 -0.1852 1.61875 -0.3006 -5.015
"4522" "AT1G51650" 1.60021 4.97461 1.19681 -2.1692 -0.78159 4.08302 0.97344 4.5596
"4523" "AT1G51660" 2.03539 5.3009 -1.0191 -1.5718 3.04517 7.82492 -2.00887 2.9646
"4524" "AT1G51670" -1.7245 -1.48389 -0.20819 -12.0842 -0.70085 -1.78729 -1.86163 -8.6835
"4525" "AT1G51680" 0.26002 3.41317 -0.0742799999999999 -2.7175 -0.54662 2.89529 -2.10214 -2.9357
"4526" "AT1G51690" -2.1422 -6.75132 -1.34899 -9.2445 -2.7885 -3.46527 -0.43774 -6.40390000000001
"4527" "AT1G51700" 0.32017 4.7056 2.54745 5.28747 -2.42056 5.79356 4.72152 8.77669
"4528" "AT1G51710" 0.06427 1.84447 -3.49406 -13.8257 0.2303 4.70445 -2.06195 -20.7489
"4529" "AT1G51720" -0.243100000000001 2.93651 -1.08096 -11.8314 1.57266 5.37768 0.2466 -7.90219999999999
"4530" "AT1G51730" 3.80227 1.2931 -1.47733 1.2049 1.48161 3.79065 -1.1939 -2.73
"4531" "AT1G51740" 5.8537 4.77908 -0.06311 -4.9232 3.42089 9.62872 -0.86332 -4.2991
"4532" "AT1G51745" 0.93119 6.92007 1.19437 -8.0354 2.10442 8.11478 -0.90971 0.513599999999997
"4534" "AT1G51760" 1.55267 2.94599 0.32524 -2.932 0.20874 5.71782 -0.0831900000000001 1.4831
"4535" "AT1G51770" 0.51372 0.46108 -2.61694 -1.3114 -1.2857 -0.55682 1.7919 -3.3701
"4536" "AT1G51780" -0.48567 0.19691 -0.92619 -1.2312 -3.03017 -2.79317 -1.66151 -2.7292
"4537" "AT1G51790" -0.87572 -2.71614 -1.26288 -13.8302 -1.88996 0.0889699999999998 -2.52705 -10.1214
"4538" "AT1G51800" -0.58101 -0.535670000000001 0.676979999999999 -14.6991 -1.8558 -3.14974 -3.37636 -10.4306
"4539" "AT1G51805" 0.0506700000000002 1.89637 -0.734310000000001 -1.1079 0.978969999999999 8.54642 0.91181 -4.0558
"4540" "AT1G51810" -0.56014 -1.24055 -2.57279 -13.0036 -1.65383 -1.25037 -2.1296 -6.535
"4541" "AT1G51820" -1.25197 -2.2458 -1.40817 -8.35250000000001 0.78904 -1.26008 -1.18136 -10.5815
"4542" "AT1G51830" -1.91685 -0.83209 -1.65609 -7.7873 -3.23098 -2.82617 -0.86197 -5.7187
"4543" "AT1G51840" 0.22556 0.89262 -0.35151 -1.38274 -4.08311 -0.50976 -2.380378 -3.06298
"4544" "AT1G51850" -2.23706 -2.52232 1.19828 -13.6304 -4.20337 -2.30866 -1.85279 -8.0935
"4545" "AT1G51860" -1.4938 -4.60099 -1.20103 -9.30410000000001 -2.19879 -1.58901 -0.44512 -6.6669
"4546" "AT1G51870" -0.74427 -0.2851 -0.0834999999999999 -9.9126 -0.94135 -2.78598 0.11693 -10.9839
"4547" "AT1G51880" -0.06433 -0.8743 -0.402 -14.0192 -1.3485 1.10708 -1.85746 -6.9216
"4548" "AT1G51890" -2.86143 0.0137700000000001 -2.86775 -10.0658 -1.23009 -0.43959 -1.52252 -7.45419999999999
"4549" "AT1G51900" 0.91008 -1.61584 1.0168 -3.9953 -0.84304 -1.46857 -4.33431 -1.4573
"4550" "AT1G51910" -0.41726 -0.488119999999999 -2.24555 -16.247 -1.20146 1.95756 -2.14386 -10.1288
"4551" "AT1G51940" 7.22303 26.4019 0.0234900000000007 7.1392 3.21618 19.65912 -2.21521 7.5966
"4552" "AT1G51950" 1.44668 12.7869 1.94781 30.6766 2.18314 18.14402 0.45662 63.7839
"4553" "AT1G51960" 0.71022 -0.52765 -0.14827 2.1957 -4.02702 -2.9928 -2.85984 -6.11581
"4554" "AT1G51965" 0.664849999999999 2.98382 1.37191 1.6934 0.248250000000001 2.99528 -3.6227 -0.683500000000002
"4555" "AT1G51980" 2.20689 5.15125 -1.78734 -6.634 5.11322 12.52208 -1.95694 -4.7416
"4556" "AT1G51990" -1.19715 -1.32646 -0.802960000000001 -3.728 -1.09393 2.66383 1.38612 -2.4581
"4557" "AT1G52000" -0.97832 -1.46349 -1.32425 -6.0101 1.86276 0.67616 -1.1904 -0.596700000000006
"4560" "AT1G52030" 1.03477 -1.56779 -2.07016 -5.7883 -0.16559 -3.06801 -0.0404900000000001 -1.2623
"4561" "AT1G52040" 3.00326 -0.77605 -1.42954 -6.0781 -0.137449999999999 -1.85629 0.35627 -2.9237
"4562" "AT1G52050" 0.259749999999999 -1.87563 -0.580760000000001 -4.0264 -0.27361 -3.17469 1.38126 -0.9361
"4563" "AT1G52060" 1.7295 -1.62407 -1.46227 -2.4036 -1.28503 -1.35753 0.13587 -5.0534
"4564" "AT1G52070" -1.14112 -2.47186 -1.14498 -7.4959 -0.108809999999999 -0.826639999999999 -3.37199 -6.592
"4565" "AT1G52080" 0.446060000000001 0.0499300000000007 -0.54511 -15.2792 -2.42289 0.0896600000000003 -1.00851 -7.2019
"4567" "AT1G52100" 1.85589 0.53699 1.8913 -0.975200000000001 1.93108 0.54387 -0.99144 -1.7658
"4568" "AT1G52110" -1.5923 -0.42189 -3.25514 -1.3563 0.7177 0.174580000000001 -3.01861 2.0159
"4569" "AT1G52120" -0.295500000000001 -2.38139 -0.60575 -5.3472 0.56261 -0.47995 -1.20564 -2.2935
"4570" "AT1G52130" -4.01899 0.4395 -0.92714 -3.4271 -1.0318 -1.553 -0.85293 -7.089
"4571" "AT1G52140" 2.13847 9.02166 3.28173 4.07734 3.88324 10.74296 2.80534 4.59571
"4572" "AT1G52150" 2.87421 8.09921 -4.70572 -11.6618 0.26416 8.78695 0.872109999999999 1.7546
"4573" "AT1G52155" 0.30974 0.1079 -1.60612 -7.6166 -0.99949 0.297829999999999 -3.30299 1.6698
"4574" "AT1G52160" 1.68076 3.71544 0.11616 -8.2305 0.552899999999999 3.23695 -1.42254 -8.5076
"4575" "AT1G52180" -0.64115 -2.07063 -3.294 -1.03848 -1.63792 -1.50543 -5.47132 -2.01341
"4576" "AT1G52190" 3.05491 9.88082 -0.959899999999999 3.8509 4.00485 18.38363 1.77685 22.5644
"4577" "AT1G52191" -2.56308 -2.67611 -2.26666 -2.3313 -1.89181 -2.62002 1.53082 -4.1738
"4578" "AT1G52200" -0.0516899999999998 2.22724 -2.30183 0.2676 -2.47666 -1.1475 -2.90924 1.0532
"4581" "AT1G52220" 18.99744 38.10184 2.19352 17.92499 26.41712 53.50042 3.82436 23.25426
"4582" "AT1G52230" 23.51534 56.78065 28.75511 9.96021 34.21349 94.24643 53.241 18.79818
"4583" "AT1G52240" -0.63243 -3.95496 38.17999 32.8531 0.14625 -0.3334 71.7617 79.9335
"4584" "AT1G52245" 1.36443 7.90462 3.50562 6.46183 0.32211 7.06555 0.540179999999999 5.35255
"4585" "AT1G52260" -0.89853 3.17181 -3.0553 -12.1891 0.0271599999999999 3.58246 -3.02513 -2.9085
"4586" "AT1G52280" 0.56589 2.35533 -0.76439 -3.6569 0.56378 5.60898 -1.61966 0.2035
"4587" "AT1G52290" -0.92011 -0.384539999999999 -1.68858 -5.6871 0.408 1.08883 -2.06098 -2.7397
"4588" "AT1G52300" 5.19246 7.20362 -0.243840000000001 -0.774849999999999 7.10025 12.61302 0.129350000000001 -1.05823
"4589" "AT1G52310" 1.18057 3.85733 -0.323160000000001 -9.1033 -0.58263 3.98961 -1.53892 -0.6235
"4590" "AT1G52315" -1.4618 -1.87369 -0.18974 -6.5623 -0.63253 0.0280300000000002 -0.556150000000001 -4.2341
"4591" "AT1G52320" 1.77657 2.07369 -1.61679 -7.1938 -0.88206 0.72827 -0.48413 -4.126
"4592" "AT1G52330" -1.93843 -2.24141 -0.20649 1.38676 -1.11722 -3.45003 -0.98087 -0.75714
"4593" "AT1G52340" 4.27093 0.32816 -0.16064 -9.0006 5.71932 4.91978 -0.88138 2.4467
"4594" "AT1G52342" -1.62309 3.72852 5.57717 15.61019 0.41422 5.92035 11.45368 34.75033
"4595" "AT1G52343" 0.774 -1.27671 -2.45609 -5.5836 -0.69803 -1.65014 0.50398 -1.8948
"4597" "AT1G52360" 4.51011 7.02219 -0.36268 -28.0629 1.08933 6.49659 -2.81044 -25.3712
"4598" "AT1G52370" 0.761629999999999 -1.14913 0.82057 -0.626900000000003 -1.73555 -0.18316 -2.31284 -6.0445
"4599" "AT1G52380" 0.694929999999999 2.93192 -2.48206 -8.8733 -1.9253 1.43552 -0.840520000000001 -1.7273
"4600" "AT1G52400" 0.0198499999999999 -0.68194 -1.24202 -5.7737 0.759729999999999 1.2148 -0.14599 1.9536
"4601" "AT1G52410" -1.36741 -2.18271 -0.33189 -12.7342 -0.2279 -1.20748 -4.39747 -18.7765
"4602" "AT1G52420" -0.44976 0.605650000000001 0.0962499999999995 -14.7983 0.3556 -0.0731199999999994 1.7787 -10.9463
"4603" "AT1G52430" -0.56255 -0.2419 0.34295 -20.0245 -1.1673 -0.57003 -0.283810000000001 -6.4884
"4604" "AT1G52440" -2.09612 0.11857 0.91957 -4.8337 -3.07589 -2.42474 -1.47195 -1.8293
"4605" "AT1G52450" -1.56684 -2.71519 2.7626 -9.77499999999999 -0.39989 -1.38316 -0.48112 -9.972
"4606" "AT1G52460" -2.56308 -0.14341 -0.90121 -2.3779 -1.2234 -2.92448 -1.16343 -7.8584
"4607" "AT1G52470" -0.76924 -1.63304 -0.52255 -3.5999 -0.30293 0.6028 -0.34815 -2.5318
"4608" "AT1G52500" 0.87711 -0.19969 -4.69287 -2.4702 1.71737 1.53015 1.10659 -4.19
"4609" "AT1G52510" -0.9388 -2.00542 0.86883 -9.1469 0.0839400000000001 2.53504 0.444879999999999 -3.5127
"4610" "AT1G52520" -1.05934 0.28837 -1.8271 -2.0443 -1.20281 -0.0598999999999998 -1.10499 -2.8645
"4611" "AT1G52530" -2.00878 -1.31188 -4.67565 -5.5218 -0.66989 -0.92476 -0.70571 -2.60054
"4612" "AT1G52540" 1.25649 3.84689 -4.67565 -5.184 1.79123 5.09196 -0.70571 -1.0803
"4613" "AT1G52550" 0.00167000000000028 0.863499999999999 0.824949999999999 -0.0265099999999991 -0.53372 1.02469 -0.88409 0.0822799999999999
"4614" "AT1G52560" -3.20831 -0.27538 -2.20576 0.217270000000001 -1.06112 -2.54197 -1.57677 -6.37099
"4615" "AT1G52565" -2.5662 -0.30569 1.05201 1.36443 -5.85388 -2.73707 -0.57458 1.99038
"4616" "AT1G52570" -2.80491 -1.55712 -0.58852 -1.722 0.31959 -0.15638 -3.51836 -17.2174
"4617" "AT1G52580" -1.41013 -1.51008 -3.39584 -5.42721 0.93191 -3.45071 -1.00969 -3.0372
"4618" "AT1G52590" -1.55468 -1.48484 -3.78711 -2.59849 -1.39692 -0.985910000000001 -0.29924 -1.71693
"4619" "AT1G52600" 0.59889 3.34161 -1.75457 1.284 -0.6595 1.16774 -1.141 -6.1125
"4622" "AT1G52620" -0.0315800000000008 0.693700000000001 -1.94791 -11.1188 -2.30147 -1.82815 -1.36792 -3.8476
"4623" "AT1G52630" 0.37958 2.65563 -1.57775 -12.9524 -1.52252 1.63952 -2.35555 -6.0001
"4624" "AT1G52640" -2.45779 -0.40224 -0.95627 -2.9869 -0.24517 -1.3123 -2.46676 0.8027
"4625" "AT1G52650" 0.457920000000001 0.502540000000001 0.449660000000001 1.1111 1.13873 -1.33996 -0.32001 -2.1126
"4626" "AT1G52660" 1.55896 -3.39876 -2.21378 -5.304 2.0361 1.27944 -1.44546 -0.456099999999999
"4627" "AT1G52670" 2.68743 5.04912 -1.30267 -8.1388 2.14412 8.30038 -1.90871 -1.7914
"4628" "AT1G52680" -2.20018 -0.00539999999999985 0.63236 -0.27049 -0.66921 -2.54782 -1.87356 -0.92698
"4629" "AT1G52690" -0.52109 -1.10668 -2.8983 -1.54791 -3.50982 -3.3425 -2.49675 -0.876040000000001
"4630" "AT1G52695" 2.10792 -1.0955 -0.27901 -5.7421 0.58756 0.61521 -3.29697 -6.2154
"4632" "AT1G52700" -2.05123 -2.81365 -0.4869 -1.4183 0.0589899999999997 0.66878 1.05953 -7.3533
"4633" "AT1G52710" -0.82672 -3.48777 -0.40102 -8.0809 -1.57881 1.50016 0.88668 -1.23209
"4634" "AT1G52720" -1.25 3.70038 2.85113 5.76632 -2.9662 3.16678 5.08409 9.06945
"4635" "AT1G52730" 0.0441099999999999 4.00799 8.91936 -8.7438 -0.23712 3.2619 4.9171 -3.5134
"4636" "AT1G52740" 10.21298 27.63423 -1.24035 7.81288 6.00173 31.91049 -0.198220000000001 11.71833
"4637" "AT1G52750" 0.28935 0.57435 -1.12221 -2.4634 -1.06277 3.56676 -0.253150000000002 -6.0442
"4638" "AT1G52760" -0.28966 2.59839 -1.41085 -0.215199999999999 -2.95582 1.18162 -3.77662 3.5421
"4639" "AT1G52770" -1.89017 1.52814 -2.51818 -2.3935 -1.64093 -1.2666 -3.52457 -8.2919
"4640" "AT1G52780" 2.5089 6.7303 -0.0332999999999997 -2.4829 -1.72953 6.11145 0.53231 -19.7272
"4641" "AT1G52790" -2.23631 -2.34088 -0.0878800000000002 -0.69648 -0.920579999999999 1.00546 0.58541 1.48307
"4642" "AT1G52800" -1.21897 -3.45963 -2.25331 -0.271800000000001 -2.45638 -3.22293 -1.54077 -3.77303
"4643" "AT1G52810" -3.5957 -0.70885 -1.5227 -1.7769 -1.12275 -0.0488400000000002 0.40635 0.14877
"4644" "AT1G52820" -0.81679 -2.9927 0.89092 -0.0752800000000011 -1.16158 -4.84097 0.51223 -3.94123
"4645" "AT1G52830" 1.01901 -3.43513 -2.05415 -0.56258 -0.63437 2.10946 0.82873 0.36985
"4648" "AT1G52870" 1.81198 2.19183 -0.662030000000001 -3.6732 0.83912 -1.02357 -2.10417 3.8017
"4649" "AT1G52880" 0.52296 4.13387 1.0304 3.6748 4.22254 7.32245 1.19618 -1.0064
"4650" "AT1G52890" -0.67029 2.27842 -1.17993 0.0627399999999998 3.48531 1.1823 -1.00231 1.1578
"4651" "AT1G52900" -0.179060000000001 -2.35495 -2.30108 -1.338764 0.28561 1.2349 -1.81795 -0.62921
"4652" "AT1G52905" 9.06023 16.75049 2.26435 1.80399 9.68016 18.75836 3.83289 2.27088
"4653" "AT1G52910" 0.134110000000001 0.14403 -3.09456 0.0833700000000004 -0.76181 -1.06075 -2.5684 -4.272
"4654" "AT1G52920" -1.09428 -2.39716 -2.95897 -2.9392 -1.03666 -0.0795100000000009 -2.53423 -4.0701
"4655" "AT1G52930" 0.0671600000000003 -0.69431 -2.03451 -11.4484 0.50884 0.35093 -0.26809 -5.6744
"4656" "AT1G52940" 1.81708 -0.963505 -1.24833 -2.5869 -0.70171 -2.255269 1.02419 -21.5645
"4657" "AT1G52950" 0.4259 -2.85514 -0.2208 1.8813 1.52713 -3.54632 -4.20619 -2.4967
"4659" "AT1G52980" 3.0821 6.06499 -4.01828 -4.44499999999999 2.21313 2.74992 -2.75464 -6.3006
"4660" "AT1G52990" -0.554320000000001 2.21344 -3.37352 0.171799999999998 -2.77879 -2.03216 -1.44662 -8.792
"4661" "AT1G53000" 0.13217 0.0132900000000005 2.37742 -5.3186 0.247570000000001 0.45157 0.00288999999999984 -5.0291
"4663" "AT1G53023" 1.01853 -3.90208 -2.83839 -6.9612 -0.43541 -2.4887 -1.41868 -1.55684
