"ID" "SDG2_TSS" "SDG2_TSS2" "SDG2_TES" "SDG2_mid" "S2Lb_TSS" "S2Lb_TSS2" "S2Lb_TES" "S2Lb_mid"
"14697" "AT3G26900" 0.56225 0.512969999999999 -0.56014 -11.4712 2.12451 4.67141 2.632 -5.7857
"14698" "AT3G26910" 2.74007 6.02885 -2.09418 -13.341 1.56364 5.02192 1.14794 -6.2312
"14699" "AT3G26920" 1.65962 -0.432589999999999 -0.10144 -3.0969 1.18832 2.50205 -0.68377 2.5619
"14700" "AT3G26922" 0.60347 -0.44323 -1.31406 -5.8474 -0.88409 -1.03531 -2.66088 -4.7283
"14701" "AT3G26930" -1.26798 -2.27104 -0.696960000000001 -5.8874 -1.28367 -3.71364 -2.71028 -2.7566
"14702" "AT3G26932" 0.99743 10.85215 -0.38937 16.0367 -1.31551 9.28802 -0.53052 25.9468
"14703" "AT3G26934" -1.8448 0.0945499999999999 -0.46967 -4.4969 -1.14954 -2.24033 -3.30852 -6.7877
"14704" "AT3G26935" 0.34539 3.7552 -0.41872 -3.0429 0.92151 4.73192 1.87382 -0.722700000000003
"14705" "AT3G26940" 0.60177 0.77812 -2.97035 -6.9182 -1.1209 -0.485980000000001 -2.88982 -2.3256
"14706" "AT3G26950" -1.53187 2.39683 -2.47695 -0.209299999999999 -2.78064 0.16633 -1.62685 -1.9635
"14707" "AT3G26960" -3.19547 -1.07538 0.59257 -0.508509999999999 -3.14741 -1.91491 0.44721 -0.80485
"14708" "AT3G26980" -0.38501 1.46605 -3.63937 -9.1268 0.01193 5.62862 -3.48672 7.045
"14709" "AT3G26990" -0.63341 4.07664 -0.585389999999999 -16.9335 3.22337 2.74925 -0.0582500000000001 -7.5362
"14710" "AT3G27000" 0.758 0.71916 -2.01826 -0.791900000000005 -0.33175 0.47486 1.22801 -5.2447
"14711" "AT3G27010" 0.61659 -1.52317 -4.15 1.598 -1.0087 -0.774719999999999 2.02356 0.0242000000000004
"14712" "AT3G27020" -0.17978 5.76857 -2.47988 -13.926 -1.42187 2.2679 -2.7394 -9.1517
"14713" "AT3G27025" 0.4327 -2.08328 -3.11931 -5.4522 0.408189999999999 -2.48182 -1.23563 -4.6399
"14714" "AT3G27030" -0.33652 3.44496 2.93457 0.29077 -0.22151 2.45818 -0.0903799999999997 -1.28367
"14715" "AT3G27040" 0.2081 -1.23161 0.10376 -2.5076 0.07423 0.2198 -0.91438 -2.1022
"14716" "AT3G27050" 1.20144 0.75314 -3.5295 -7.6389 0.66025 -0.79431 -0.62263 -1.3203
"14717" "AT3G27060" 0.22508 3.52139 1.4377 12.91221 -0.77606 1.03458 0.2367 16.0764
"14718" "AT3G27070" -2.288 -1.41013 -0.8311 -3.4433 -4.56713 -4.60799 -2.80423 -6.16628
"14719" "AT3G27080" -0.91137 2.58819 -1.6937 -6.229 0.2799 -2.27111 -3.80274 -6.1021
"14720" "AT3G27090" 8.17296 14.80964 -0.58902 -1.2153 6.73348 25.75372 0.78185 2.2492
"14722" "AT3G27100" -0.60476 -2.74405 -2.13469 -5.5903 -0.0411700000000002 3.18152 -2.33914 -3.9628
"14723" "AT3G27110" -1.13526 -1.48871 0.50692 -9.912 0.79875 1.29468 0.239710000000001 -6.3585
"14724" "AT3G27120" 0.4087 -2.49055 0.20394 -13.5715 -1.49757 0.13973 0.6713 -8.1365
"14725" "AT3G27140" -1.32473 0.962449999999999 -1.85962 -2.48917 1.51374 -1.56873 1.29585 -0.995420000000001
"14726" "AT3G27150" -0.514060000000001 -1.77908 0.350960000000001 -6.4211 -1.46875 0.7244 -5.99656 -6.7616
"14727" "AT3G27160" 4.88901 22.64982 -1.91784 11.5463 3.1629 25.80259 -3.00436 15.7529
"14728" "AT3G27170" -0.45995 1.27297 -0.69285 -8.3786 -1.51348 0.15381 -0.62128 -5.5178
"14729" "AT3G27180" -2.68291 0.53166 -3.6372 -6.0123 -0.0178799999999999 1.62127 -1.24465 -2.3597
"14730" "AT3G27185" -5.1671 -0.967449999999999 -0.0903 -0.0740500000000006 -0.858280000000001 -1.6188 0.94597 1.21161
"14731" "AT3G27190" -0.45802 -3.43422 -0.58148 -12.5844 -1.73739 2.26591 -1.35354 0.414200000000001
"14732" "AT3G27200" -1.27185 0.37013 0.34128 -0.28942 -1.01103 -2.18288 -3.53145 -0.23478
"14733" "AT3G27210" -0.26175 2.01986 0.0800000000000001 -8.7413 -2.43764 0.297829999999999 -2.87643 -1.9606
"14734" "AT3G27220" 0.18505 -0.93105 0.34586 -6.9034 0.33298 -2.9568 -1.19292 -8.636
"14735" "AT3G27230" 1.48549 0.65489 -1.48654 -10.6949 0.64549 -0.0285599999999988 -1.63219 -8.4743
"14736" "AT3G27240" 4.72623 3.36193 -1.69272 -1.9321 1.46919 9.94735 -2.56858 -0.996399999999998
"14737" "AT3G27250" -3.28278 -2.85392 0.55497 -6.1443 -1.7997 -0.199759999999999 -1.36257 -0.770299999999999
"14738" "AT3G27260" 6.44001 12.18238 -0.85438 -11.8367 5.84025 7.98739 -1.62618 1.1613
"14739" "AT3G27270" -1.18111 -0.0864199999999995 0.6714 0.895029999999999 0.1114 -0.44308 3.11651 3.69049
"14740" "AT3G27280" 0.00190000000000001 -2.2948 -1.59301 -9.0845 -1.67877 -2.95428 -2.2611 -1.9569
"14741" "AT3G27290" -0.28771 0.0322199999999997 0.65829 -8.5063 -1.1673 -0.463850000000001 0.73712 -3.0451
"14742" "AT3G27300" -1.48919 1.73167 1.05007 -0.0762999999999963 -0.31952 0.92035 0.23854 -11.6806
"14743" "AT3G27310" -0.30324 3.30232 1.126 0.3828 1.40252 4.99805 1.49666 -1.9105
"14744" "AT3G27320" 1.15461 6.22192 -1.92582 -5.889 2.0592 5.89535 -0.413959999999999 0.817399999999999
"14745" "AT3G27325" 0.16153 2.75098 -1.77666 -23.8732 0.0479400000000001 2.17361 -2.14553 -27.2957
"14747" "AT3G27330" 0.16201 -1.0904 0.37302 -11.7429 -0.96882 -1.06209 2.12102 -8.1498
"14748" "AT3G27340" -0.0337400000000003 -1.39702 -1.88263 -3.3876 -1.06849 0.5462 0.14625 -6.7722
"14749" "AT3G27350" 1.10101 7.9005 -0.49853 15.1535 0.31473 12.59959 4.16946 20.2341
"14750" "AT3G27355" -0.50579 1.86119 0.49455 0.76045 2.90649 0.56279 1.57187 0.19915
"14751" "AT3G27360" 5.01682 15.26622 6.88346 3.490352 5.27448 20.66582 12.80271 3.140103
"14752" "AT3G27380" -0.0325300000000004 1.23879 13.17249 3.36920000000001 -1.14856 0.99304 19.78992 5.2563
"14753" "AT3G27390" 0.5375 5.88695 -2.73579 -17.4336 1.58489 10.09495 -0.35853 -0.0579000000000036
"14754" "AT3G27400" 0.393409999999999 0.24398 -3.23985 -9.629 -1.5793 0.49195 0.56697 0.328099999999999
"14755" "AT3G27410" -1.59593 -1.1125 0.24615 -0.34131 -1.10198 0.320939999999999 -1.63773 0.433445
"14756" "AT3G27415" -0.53856 -2.16963 -0.65452 -1.52484 -0.37193 -1.15906 -3.10956 -1.12109
"14757" "AT3G27420" -0.14994 -2.05296 0.904509999999999 -1.8721 -2.77695 -0.15939 0.10723 -4.5869
"14758" "AT3G27430" 2.72865 6.23015 -0.89659 -4.1971 4.23846 2.72731 2.72294 -4.2908
"14759" "AT3G27440" -1.02685 0.13213 -1.06495 -15.5672 1.84383 -0.39503 -0.99309 -7.819
"14760" "AT3G27460" 0.3733 0.50645 -5.2309 -1.5612 -2.74463 0.34706 0.94966 -9.7018
"14761" "AT3G27470" -0.0216099999999999 2.07492 -1.56877 -7.2438 -2.86488 -0.96931 -2.38971 -6.384
"14762" "AT3G27473" 0.53217 -1.17363 0.0193699999999999 -4.7245 0.29882 -1.68111 -2.79035 0.8569
"14763" "AT3G27475" -1.9074 -1.37204 -0.0201899999999995 -0.15602 -2.89284 1.30003 -0.560510000000001 0.80059
"14764" "AT3G27480" -1.64154 0.980639999999999 -0.39861 -1.4868 -1.28619 -0.98522 -0.203440000000001 -12.8736
"14765" "AT3G27490" 2.35146 -1.64446 -1.8482 -1.6272 -0.62516 -2.3703 -2.10233 -8.5064
"14766" "AT3G27500" -1.85985 -0.9182 2.79146 -4.2118 -1.16225 0.329 -3.48739 3.3937
"14767" "AT3G27510" -1.24663 -0.26229 -9.7171 -3.7555 -0.85576 -1.6553 30.1992 -4.7366
"14768" "AT3G27520" 1.1648 0.74319 -1.21703 -1.42445 -2.69338 -1.03463 1.54674 0.57134
"14769" "AT3G27530" 0.97486 3.3569 -0.87865 -8.9769 0.83961 4.87102 1.32884 -14.9903
"14770" "AT3G27540" -0.98753 3.59925 0.79144 -1.0712 1.00509 3.3438 0.250769999999999 -0.488600000000002
"14771" "AT3G27550" -1.76232 -0.49248 -1.96005 -6.6882 1.60469 -0.353490000000001 -2.67844 -9.4132
"14772" "AT3G27560" 0.15522 7.86801 -1.13795 -1.6933 0.4117 6.66932 0.15313 6.5417
"14773" "AT3G27570" -0.16425 7.21668 -0.485440000000001 -5.4762 -1.67712 6.40015 -2.01556 3.3879
"14774" "AT3G27580" -0.42647 -0.89635 -1.88338 -6.7862 -0.64242 3.13242 0.470499999999999 -0.455300000000001
"14775" "AT3G27590" 0.36432 0.470789999999999 -1.03097 -1.60984 -0.234599999999999 -0.31448 -2.06748 -4.38921
"14776" "AT3G27600" 0.188890000000001 -2.61404 -0.29526 -0.651389999999999 2.629 -0.61157 -0.92292 -0.206939999999999
"14777" "AT3G27610" 1.05347 0.23524 -1.36015 -4.8784 -1.33394 -2.5252 -2.44618 -11.5677
"14778" "AT3G27620" -2.6584 -2.33894 -1.8271 0.9649 -1.41149 -1.65064 -1.96868 -8.9911
"14779" "AT3G27640" -1.51515 -2.14271 -1.69588 -14.8128 -0.64727 -0.22888 -3.0424 -15.023
"14780" "AT3G27650" -1.51368 -1.30339 1.68389 3.7502 -0.11619 -3.27786 -2.33797 -5.0104
"14781" "AT3G27660" 0.203239999999999 -0.0427499999999998 1.20725 -1.4927 -2.00954 -3.87727 -2.46075 -1.9221
"14782" "AT3G27670" 0.19888 0.49309 -3.05477 -34.19 -2.36311 0.38645 -1.50777 -18.0272
"14783" "AT3G27690" 120.19605 280.17714 23.99536 94.8092 190.0295 506.8663 73.4613 229.1177
"14784" "AT3G27700" 2.46232 6.31193 59.74964 4.6024 1.13941 6.42529 159.1772 42.1578
"14785" "AT3G27710" -0.44951 -3.56563 0.26386 -0.8392 -1.50795 -0.869149999999999 0.29047 -1.4391
"14786" "AT3G27720" -1.11661 -1.48775 -2.33554 -9.7829 0.00589999999999957 -0.736190000000001 -0.24916 -3.3101
"14787" "AT3G27730" 0.0113500000000002 0.73421 -3.32597 -17.4249 -0.8377 -0.52315 -0.556150000000001 -19.4224
"14788" "AT3G27740" -0.41821 3.43816 -0.64941 1.9436 0.19982 2.62967 0.6487 4.0225
"14789" "AT3G27750" 0.87613 1.73918 0.33081 -0.06311 -0.19859 -2.40543 1.41513 0.18312
"14790" "AT3G27770" 2.43248 12.89162 0.44871 2.542 0.26281 9.99982 0.5002 3.0612
"14791" "AT3G27785" -1.58404 -0.90971 -4.21814 -6.7461 -1.14468 0.95703 -4.7063 -6.0098
"14792" "AT3G27809" -0.78257 -0.0618799999999999 -2.72147 -1.95298 -0.23023 -1.38887 -1.07937 0.72907
"14793" "AT3G27810" -1.55396 -1.87271 0.61391 -9.8566 -2.13901 -0.78946 0.99838 -5.0376
"14794" "AT3G27820" -1.1195 3.01535 -0.30957 -12.6655 -1.16429 5.09075 0.16885 4.0613
"14795" "AT3G27830" 6.02108 23.86289 3.87937 5.86414 6.89385 27.92675 8.76266 5.18523
"14796" "AT3G27850" 4.30757 24.88899 6.35922 6.63407 7.52759 24.8299 10.49669 7.76308
"14797" "AT3G27860" 1.8464 -2.02771 1.84059 -1.5525 4.08239 -1.13596 6.17839 -0.811399999999999
"14798" "AT3G27870" -1.07365 -0.0303800000000001 -2.70499 -7.91149999999999 -3.36345 -0.06175 -1.38635 -24.5887
"14799" "AT3G27880" 1.84691 7.01583 1.18614 3.00758 0.34889 3.75963 0.41004 1.79476
"14803" "AT3G27890" -0.0485600000000002 3.13811 -0.63729 -0.486699999999999 1.16337 4.09142 -1.25707 0.465339999999999
"14804" "AT3G27906" -0.35759 5.32757 -0.75372 -0.219999999999999 -0.71376 5.11273 1.22801 10.3627
"14805" "AT3G27910" -0.612539999999999 -2.25962 -1.00891 1.14927 1.09602 1.28915 -1.95277 0.18846
"14806" "AT3G27920" -0.17057 -1.19351 -2.97375 -2.4622 0.15363 1.72493 -1.44197 1.0323
"14807" "AT3G27925" 1.89082 9.7676 -4.52452 -1.9723 1.43668 11.02429 1.71086 4.9732
"14808" "AT3G27930" -0.38596 -0.43912 -0.86651 -2.3436 0.71401 2.23592 -1.22407 -7.54130000000001
"14809" "AT3G27940" -0.63001 -1.91954 -3.22772 -5.9171 -2.83471 -1.55668 -2.12426 -9.8382
"14810" "AT3G27950" -4.45879 -4.37583 -1.70825 -3.1643 -1.53475 -1.76099 -2.13096 -12.9407
"14811" "AT3G27960" -0.52884 3.51191 -0.74012 -6.9744 0.57581 2.59348 -3.71315 5.9159
"14812" "AT3G27970" -0.108239999999999 1.35811 -2.7154 -4.4552 -0.0220600000000006 -0.31128 -1.85212 -5.4307
"14813" "AT3G27980" -1.97945 -3.52998 -2.81439 -0.992100000000001 -0.71726 -3.02076 -1.60473 -7.182
"14816" "AT3G28007" -1.8465 0.45914 0.746580000000001 0.622299999999999 -0.69736 -0.37863 -2.96786 -2.8503
"14817" "AT3G28020" 0.0872700000000002 -2.16623 1.90996 -2.08917 -1.90686 1.37893 -3.6093 -0.7685
"14818" "AT3G28030" -0.73356 -0.38842 -0.50192 -15.7403 1.34138 4.80623 0.458279999999999 -26.1666
"14819" "AT3G28040" 4.44316 13.90394 -0.53927 12.779 3.00179 17.24298 1.83529 21.1004
"14820" "AT3G28050" 0.3095 5.88209 -0.818490000000001 -3.7145 -1.01355 2.57913 -1.68246 0.886400000000002
"14821" "AT3G28060" -4.35374 -2.76733 -5.31292 -1.20151 -0.61126 -1.05238 -1.18855 -0.7749
"14822" "AT3G28070" -0.34593 -3.28183 -1.73663 -1.0882 -2.1916 1.53568 -2.22307 -1.3279
"14823" "AT3G28080" -0.598240000000001 -0.374820000000001 -2.04688 -3.0502 -0.68561 0.63966 -3.81331 -2.1989
"14824" "AT3G28100" -0.1446 -0.36173 -2.26543 -6.241 -1.04588 0.857559999999999 -0.12775 -9.4707
"14826" "AT3G28130" -0.38501 0.96613 -2.41218 -3.5539 -1.78679 -0.296720000000001 0.0527799999999998 -8.0674
"14827" "AT3G28140" 2.6178 7.39614 -1.34342 0.15106 3.70738 9.85875 0.909479999999999 3.2845
"14828" "AT3G28150" -0.91963 -1.50036 -0.6053 -2.2634 -0.33291 -1.49806 0.43216 -2.0055
"14830" "AT3G28155" -0.23922 0.519769999999999 -1.58332 0.17557 0.57852 -3.53661 -0.51529 -3.75149
"14832" "AT3G28170" -2.26859 -3.69953 -2.4447 -9.878 2.82359 -1.11353 0.861730000000001 -3.397
"14833" "AT3G28180" 3.54613 21.7416 -0.63511 37.7678 5.95681 20.98269 -1.71829 34.0187
"14834" "AT3G28190" -1.61679 0.1792 -2.5905 -0.163502 -0.29303 1.79928 0.45759 -0.150728
"14835" "AT3G28200" 12.52124 56.9866 2.16903 42.5545 8.31054 41.78229 4.24923 50.6946
"14836" "AT3G28210" -1.53526 -1.57265 -1.82567 -3.49019 -2.19278 0.0171599999999996 -1.02541 -1.39858
"14837" "AT3G28220" -0.53248 1.45221 -0.1946 7.9437 -0.66737 6.72859 0.36733 19.4328
"14838" "AT3G28223" -1.07052 -0.508 -2.10193 -0.612340000000001 0.474 -0.20092 -0.89244 -2.20998
"14839" "AT3G28230" -0.944129999999999 -0.27755 -1.22481 -1.51223 -1.54581 1.51423 1.89643 0.16935
"14841" "AT3G28270" -0.17855 -0.57955 -2.88569 -2.806 0.0846200000000001 1.67971 1.05768 -0.0583999999999989
"14842" "AT3G28280" -1.14475 -0.574719999999999 -1.3262 -2.04589 -0.77102 -3.33396 -2.12242 -1.95781
"14843" "AT3G28290" -1.88215 -1.00334 -1.04286 -8.5676 -0.53691 1.22315 -2.22326 -3.7976
"14844" "AT3G28300" -0.65061 0.0256600000000002 -1.2932 -5.8273 0.23098 -1.05122 -1.05374 -7.2725
"14846" "AT3G28320" 0.20564 -1.83587 -3.88995 -1.77493 -0.8377 1.14697 0.82271 0.50749
"14847" "AT3G28330" -0.94583 -0.81947 -0.0422800000000008 -0.10558 -0.445790000000001 -1.36422 -3.83389 -2.18755
"14848" "AT3G28335" -1.97361 -4.82192 -1.0625 -1.4865 0.28358 -1.15906 -0.6528 -1.127292
"14849" "AT3G28340" -0.36656 1.65888 -1.75141 -1.8437 0.64366 5.34835 -1.27415 -0.1219
"14850" "AT3G28345" -1.54716 -2.22129 -0.19531 -23.1514 -1.47797 -0.24547 -3.5857 -25.6755
"14852" "AT3G28360" -0.56839 1.54468 0.65319 -20.7589 -2.74881 -0.2574 -0.71996 -10.3863
"14853" "AT3G28370" 0.80772 -1.02954 1.58176 -7.5411 -0.619129999999999 -1.73052 -2.9434 -2.1739
"14854" "AT3G28380" -0.44347 -1.62165 -0.36707 -11.5853 -2.53024 -0.47074 1.82442 -5.2846
"14855" "AT3G28390" -2.99169 0.259749999999999 -1.52171 -8.6819 0.0589899999999997 -2.19812 1.30003 -4.35
"14857" "AT3G28410" -0.844930000000001 -1.27552 0.5717 -2.9321 0.51204 0.286960000000001 -0.27847 -3.843
"14859" "AT3G28415" -0.90291 -0.82165 -2.1228 -6.1103 0.0712299999999999 -1.61512 0.76545 -10.9737
"14860" "AT3G28420" 0.39898 0.8812 2.02785 1.70669 -0.933 -0.14697 1.06069 1.40019
"14861" "AT3G28430" -0.35443 2.71822 -1.23766 -9.22789999999999 3.3148 7.61721 -2.31604 -22.003
"14862" "AT3G28450" 0.87688 4.97608 -0.67562 1.8874 -0.4257 1.94417 1.3997 -2.7992
"14863" "AT3G28455" -0.31103 -0.78502 -1.41887 -2.7603 -0.8278 -1.61764 -0.27042 3.7858
"14864" "AT3G28460" -1.73153 -0.49588 0.03681 0.950400000000002 -1.69033 -0.49618 1.30255 -2.3024
"14865" "AT3G28470" -1.67672 -2.34088 -4.69651 -1.65126 -2.37699 -1.60559 -1.59017 0.00473999999999997
"14866" "AT3G28480" -1.01594 0.57557 -1.20419 -6.9179 -0.4225 3.13311 -2.39407 -2.1879
"14867" "AT3G28490" -2.62857 -3.20396 -0.53104 -2.0038 -1.62034 -2.01507 -0.29003 -0.9704
"14868" "AT3G28500" 0.21731 -0.12716 -1.62893 -0.18171 -0.5148 -3.21789 -3.10519 -0.60777
"14869" "AT3G28510" 2.50306 -3.37643 1.04691 -4.0815 1.01313 -2.22608 -3.98179 -4.1555
"14870" "AT3G28520" -1.72256 1.03791 -1.46108 -2.7586 -0.55867 1.23471 -1.44798 -0.2395
"14871" "AT3G28540" -1.42855 1.67369 0.45016 -0.089500000000001 -1.30899 -2.03332 0.20671 -1.0898
"14872" "AT3G28550" -1.79606 -1.53605 -3.76308 -2.2741 -2.17483 -4.22912 -1.35888 -3.4307
"14873" "AT3G28560" -1.68809 -0.56887 -2.07356 -2.09543 -1.56842 -1.42537 -0.164429999999999 -2.3293
"14874" "AT3G28570" -0.60503 -2.24338 -0.48302 -2.92114 -0.27361 -1.95996 -0.9432 -3.23866
"14875" "AT3G28580" -2.41874 -1.25611 -1.00721 -4.9412 1.99271 -2.05108 0.47419 -8.4313
"14876" "AT3G28600" 1.16018 -0.31395 -0.31225 0.3361 -0.8804 -2.18638 -4.24976 -0.8529
"14877" "AT3G28610" -0.82505 0.969259999999999 -2.06774 -0.6257 -1.18554 -2.4264 -2.9568 -1.39636
"14879" "AT3G28620" -1.2573 0.41981 -2.69286 1.2502 -2.83422 -3.03551 -3.07908 -0.18237
"14880" "AT3G28630" -0.74158 -2.35131 -0.97302 -6.2745 2.49934 1.28547 -0.21248 -3.1408
"14881" "AT3G28635" -1.63016 -2.79159 -2.22105 -5.4644 -2.68951 -1.72566 2.25233 -2.0449
"14882" "AT3G28640" 0.12878 3.49879 -2.27274 -0.0813000000000006 0.94413 2.09306 -2.38184 0.72662
"14883" "AT3G28650" -1.36355 -2.8253 0.19933 2.4805 0.61755 -1.69887 5.57182 -4.1852
"14884" "AT3G28660" 0.17995 3.12305 -2.04763 -7.0268 -2.16832 -0.447939999999999 2.67723 -0.531100000000002
"14885" "AT3G28670" 0.61224 3.09905 0.99885 -7.6853 0.64114 2.03327 -4.60593 -12.417
"14886" "AT3G28680" -0.57808 -3.48145 -0.776520000000001 -0.28408 -1.4999 -1.95209 -3.24019 -1.37984
"14887" "AT3G28690" -0.47086 8.6588 -2.17494 -1.3964 0.17905 8.01578 -2.51568 -1.4509
"14888" "AT3G28700" 1.15267 1.4515 -0.40466 -8.2499 1.43601 -0.94301 -1.86871 -6.4854
"14890" "AT3G28710" 0.57367 3.60506 -3.07564 -15.8917 -2.54266 1.35749 0.94179 -2.0981
"14891" "AT3G28715" 2.15887 10.15713 0.77741 0.753399999999999 1.47153 9.90585 -3.48235 -2.9655
"14892" "AT3G28720" 1.13251 4.83637 -2.06506 4.4647 1.18881 5.04025 -1.4803 1.9544
"14893" "AT3G28730" 1.59923 7.0263 -2.42846 -10.6193 4.20152 14.42852 -4.31925 -7.56489999999999
"14894" "AT3G28740" 2.20103 10.92294 -2.4583 3.6244 6.43499 18.07892 -3.59959 8.2297
"14895" "AT3G28750" -2.31638 1.06387 -1.02176 -1.42665 -0.40124 1.12435 -3.50681 -1.78692
"14896" "AT3G28760" -2.81388 0.1108 -3.10887 -9.8824 -2.28304 -3.37433 -1.39858 -7.2268
"14897" "AT3G28770" 0.23307 0.64956 -0.0065900000000001 15.4243 0.77146 1.26237 -2.01139 39.5031
"14898" "AT3G28780" -3.80407 -2.4464 0.127549999999999 -3.2439 -0.473260000000001 -1.39003 -2.1261 -1.8834
"14899" "AT3G28790" -0.72242 0.33374 -0.2904 -5.4515 -2.96067 -2.12863 -0.740539999999999 -3.1833
"14901" "AT3G28810" -1.80868 -3.44873 -1.16004 -3.6596 -0.66552 -0.69465 0.435659999999999 -2.2657
"14902" "AT3G28820" 0.00167000000000028 -3.99207 -2.47356 -9.558 0.26951 0.228149999999999 -1.55601 -0.5443
"14903" "AT3G28830" -1.98163 -0.87916 -0.42624 -0.7942 -0.68629 -4.29664 -2.42523 -9.0415
"14904" "AT3G28840" 2.1123 -0.0235799999999999 -1.17095 -0.812000000000001 0.40451 1.16153 -3.31639 -4.7238
"14905" "AT3G28850" -2.73286 1.00396 -2.43886 -2.0434 -1.29842 -0.25567 -3.8463 -5.9947
"14906" "AT3G28857" 0.64426 1.78455 -2.52522 -0.76585 -2.05427 -1.84038 -0.19373 -0.63369
"14907" "AT3G28860" 9.32276 38.0391 -0.17981 23.962 6.71315 35.53622 1.10009 51.953
"14909" "AT3G28870" -1.72402 1.02359 -0.611320000000001 0.318899999999999 -2.01507 -0.69047 -0.505570000000001 0.97077
"14910" "AT3G28880" -4.30354 -3.76672 -2.79183 -2.0272 -2.13281 -1.88744 -4.27839 -4.6318
"14911" "AT3G28890" -0.33771 0.711650000000001 -2.33554 -9.3575 -0.590979999999999 0.76846 -3.78399 -5.2507
"14912" "AT3G28900" 3.08668 4.04459 -1.79434 -7.3771 2.49516 4.32355 0.12063 -5.9386
"14913" "AT3G28910" 1.25673 14.58525 -1.01302 26.2854 1.54422 17.99793 0.74382 25.4192
"14915" "AT3G28917" -0.0885600000000002 -1.20055 -0.96208 -0.51746 -1.74962 -0.68727 -1.17049 -0.25352
"14916" "AT3G28920" 5.0297 16.82791 3.9602 18.83929 4.07115 13.58055 5.3477 15.4674
"14917" "AT3G28925" -3.0356 -2.19777 -1.88776 -2.0193 -1.55115 -2.58265 -0.421340000000001 -2.6154
"14918" "AT3G28930" -0.15164 2.5312 -0.78308 0.14329 -2.28808 -1.00532 -0.58497 1.44308
"14919" "AT3G28940" 0.980466 1.05758 -1.62869 6.5515 -0.53022 0.51136 -1.66102 10.4989
"14921" "AT3G28950" 0.62703 -1.25754 -1.95519 -2.14688 -0.25604 3.05822 1.39029 -0.640700000000001
"14923" "AT3G28956" -0.94825 -0.23171 -0.12934 -4.456 -2.46676 1.53684 -0.369409999999999 -2.2147
"14924" "AT3G28958" -1.4397 -0.19436 -2.60603 0.10284 -2.87458 -2.03031 -2.80724 -0.432091
"14925" "AT3G28960" -1.65802 -0.39398 -3.72234 2.9841 0.0943299999999998 -0.00633000000000017 0.3521 -2.229
"14926" "AT3G28970" 0.10233 3.91337 0.865699999999999 0.9131 -0.5081 8.89178 -2.56877 -1.4847
"14927" "AT3G28980" -0.74182 0.33784 -2.93371 -6.5237 1.64905 0.0213299999999998 2.32784 -2.6537
"14928" "AT3G29000" -2.6448 -1.15882 0.55327 -0.057741 -1.23446 1.46852 -0.21033 -0.316695
"14929" "AT3G29010" 0.76456 -1.29272 0.91032 -2.6558 -1.14303 -2.686 -0.59633 -4.68145
"14930" "AT3G29030" -0.66784 0.49455 -0.27124 -3.3023 -1.93218 -1.12809 -1.19292 -3.983
"14932" "AT3G29033" -2.19362 -0.59534 0.48897 -0.79372 -0.29623 1.89545 -2.54229 -0.39774
"14933" "AT3G29034" -1.90835 -0.92402 -1.99131 -0.17734 -2.70124 -2.42086 -0.6759 -0.54798
"14934" "AT3G29035" 1.41513 5.86559 9.57257 6.0693 2.53787 3.73286 5.23182 3.0733
"14935" "AT3G29040" 0.774249999999999 -1.38757 -0.84782 -1.40485 -3.04424 -1.94539 -1.63742 -0.995420000000001
"14936" "AT3G29050" -2.09565 -1.21972 0.148409999999999 -3.48631 -0.57458 -0.83149 -6.31897 -3.0752
"14937" "AT3G29060" -0.43158 -2.5073 -1.50594 -9.8901 -1.38887 -1.68713 -1.34549 -11.2784
"14938" "AT3G29070" -0.38209 2.32016 -3.00457 0.384440000000001 -2.63778 -0.80955 -0.41746 0.40014
"14939" "AT3G29075" -0.321940000000001 5.3436 -3.73593 -1.1979 0.00959000000000021 -0.03226 -0.537710000000001 3.1288
"14942" "AT3G29080" -0.29478 0.32911 -0.602110000000001 -5.917 -1.35636 -1.19359 1.14144 -3.5477
"14943" "AT3G29090" -1.42733 2.47418 1.05612 -4.3026 0.21408 -1.76584 -1.64326 -7.76303
"14944" "AT3G29100" 1.424611 2.15061 -1.04408 -8.7521 -0.36959 0.2429 -1.89414 -1.4355
"14945" "AT3G29110" -2.97885 -1.47321 -1.90934 -8.4385 2.59231 0.55407 -1.26979 -3.8664
"14946" "AT3G29130" -0.62562 0.37448 -1.5906 -3.0238 -1.13983 -0.37796 -1.28202 -2.1469
"14950" "AT3G29160" -0.0504999999999995 19.07603 -1.07321 11.0042 0.7904 27.61422 1.61709 33.0569
"14951" "AT3G29170" -0.46528 -0.28096 -0.0694300000000005 -1.1577 -0.38115 3.22152 -0.52063 -2.7314
"14953" "AT3G29180" 0.805299999999999 6.20423 -1.96681 -5.1681 -0.08805 2.5697 -0.93165 -8.1269
"14954" "AT3G29185" 5.3004 11.88325 0.80432 0.0973000000000006 3.17513 9.15386 2.54426 -6.8201
"14956" "AT3G29190" 0.3403 -3.22239 0.0909199999999997 -6.1683 1.07777 -2.54063 -3.38539 -10.5165
"14957" "AT3G29200" -0.0184899999999999 5.33894 0.103520000000001 -6.1276 -1.20699 8.39682 -0.90904 -7.0426
"14961" "AT3G29230" 0.99308 1.26543 0.62773 -1.6718 -1.26813 0.86057 0.36316 -1.8916
"14962" "AT3G29240" 10.60931 93.44188 11.96945 77.0003 10.52299 120.6423 26.69146 137.7023
