"ID" "ATX1_ChIP8TSS" "ATX2_ChIP8TSS" "ATXR7_ChIP8TES" "ATX1_ChIP7TSS" "ATX2_ChIP7TSS" "ATXR7_soiTES"
"9524" "AT2G13150" -2.86137 -3.84588 -4.21785 -0.42192 -1.27312 -1.49824
"9538" "AT2G13290" 0.746370000000001 1.57622 -1.2573 0.94924 3.9601 -0.91499
"9539" "AT2G13295" -3.43182 -3.59354 -1.44831 -0.47938 -3.73646 -1.06702
"9544" "AT2G13350" -2.05051 -3.02054 -2.68984 -0.617789999999999 -2.43505 -1.249
"9545" "AT2G13360" -0.23197 -0.3451 24.81459 -0.74328 0.167330000000001 4.58662
"9546" "AT2G13370" -0.22598 2.83907 27.50453 5.63504 6.42459 17.46677
"9552" "AT2G13430" -4.18938 -5.10032 -3.18329 -1.36588 -2.85085 -3.31525
"9554" "AT2G13440" 0.98212 2.5304 9.50249 1.89894 5.39999 6.26035
"9555" "AT2G13450" -1.84321 -2.74294 -1.63937 -0.28974 -0.52562 0.90201
"9557" "AT2G13463" -0.92354 -2.016494 -1.9736 -1.503816 -1.63304 -3.22172
"9562" "AT2G13500" -3.57013 -5.14451 -2.546634 -1.47267 -3.01712 -2.2372
"9563" "AT2G13510" -3.89794 -4.43846 -3.53345 -0.32135 -1.27305 -0.31055
"9566" "AT2G13540" 3.87274 7.06634 20.94684 0.53977 8.83408 5.06474
"9567" "AT2G13547" -2.62262 -3.71202 -3.16735 -2.59863 -2.96167 -4.91665
"9568" "AT2G13550" 2.3407 4.72979 -2.68985 -0.127830000000001 2.74354 -0.13874
"9569" "AT2G13555" 0.71421 3.1662 0.55721 0.6394 5.0695 -0.389379999999999
"9570" "AT2G13560" 3.42308 5.74774 45.90453 -0.15275 3.4077 31.24159
"9571" "AT2G13570" -0.12599 -1.33765 44.16958 -0.93244 -1.24426 31.1867
"9574" "AT2G13600" 0.47097 3.55485 2.76968 2.69685 4.32118 1.62712
"9575" "AT2G13610" -1.13622 -0.15848 1.97385 1.59628 -0.19229 1.00148
"9576" "AT2G13620" -2.86181 -3.3802 -2.96044 1.62836 -0.41452 -5.14977
"9577" "AT2G13630" -0.62446 -1.50081 -2.33968 -2.14651 -2.62856 -3.03239
"9578" "AT2G13640" 0.0110999999999999 -0.30463 -2.37154 -0.64846 0.13911 0.55189
"9579" "AT2G13650" 2.11182 4.66489 7.33777 1.96791 5.59406 6.06962
"9580" "AT2G13660" 0.00978000000000012 1.27596 1.28941 2.00528 3.93316 5.66835
"9582" "AT2G13680" -0.27117 1.99091 8.14964 2.25001 3.43541 8.04971
"9583" "AT2G13690" 0.651479999999999 5.01744 7.86314 3.47748 10.46727 8.61539
"9586" "AT2G13720" -1.59997 -2.84313 -2.86495 0.04982 -1.10699 -3.44976
"9589" "AT2G13760" -0.37451 -0.413724 -0.397912 -0.31465 -0.304399 0.456089
"9590" "AT2G13770" -0.742584 -0.862244 -0.875405 -0.132181 -0.193715 -0.388833
"9591" "AT2G13790" -0.00265000000000004 3.4234 2.24439 1.47703 5.6775 61.77754
"9592" "AT2G13800" 3.31067 5.41159 3.1039 2.08047 4.62569 26.73912
"9593" "AT2G13810" -2.04708 -3.0479 -3.75626 -1.69968 -4.84395 -0.29812
"9594" "AT2G13820" -2.47727 -3.51018 0.7164 -1.41663 -2.40733 -1.54572
"9596" "AT2G13840" 2.94558 3.06762 3.16757 3.18105 2.38309 -1.32135
"9597" "AT2G13845" -1.76013 -2.91241 -2.467052 -0.73035 -1.85434 -1.08314
"9604" "AT2G13895" -3.19967 -3.231762 -3.42204 -1.409468 -1.688418 -3.02731
"9605" "AT2G13900" -3.1558 -3.81852 -4.05869 -1.02009 -2.04769 -2.30446
"9606" "AT2G13905" -1.10406 -2.22045 -3.27878 -1.84384 -2.62941 -0.657
"9611" "AT2G13950" -0.7351 -1.025082 -0.36601 0.301728 -0.055165 -3.46728
"9612" "AT2G13960" 1.21638 1.48234 0.70039 1.65996 1.88348 -1.56183
"9615" "AT2G13980" -1.26528 -1.899466 -1.114144 -0.69874 -1.605317 -0.664347
"9616" "AT2G13985" -1.8959 -2.48428 -2.5307 -0.61732 -1.9095 -0.61461
"9618" "AT2G14000" -4.28593 -4.51712 -3.07187 -2.290205 -2.10357 -4.02058
"9622" "AT2G14045" 1.05682 0.46583 16.697 0.73516 2.71436 17.04291
"9623" "AT2G14050" 2.38845 3.15179 0.73228 1.60251 3.40732 -2.90664
"9624" "AT2G14060" -4.1078 -4.67608 3.42225 1.1753 -1.46648 -1.26793
"9625" "AT2G14070" -0.795100000000001 -0.665590000000001 -2.05314 0.42004 -2.26892 -4.97797
"9626" "AT2G14080" -1.70234 -0.60262 71.56265 -2.02678 -1.1613 125.64171
"9628" "AT2G14095" -2.1505 -3.27531 -0.90716 -2.10245 -4.26223 0.56659
"9629" "AT2G14100" -0.46534 -0.62172 -3.3106 -1.29068 -1.10614 -4.5702
"9630" "AT2G14110" 2.95994 3.13851 4.96624 2.60297 3.46227 2.4794
"9632" "AT2G14120" 1.8277 2.09289 18.24094 0.95546 2.68649 9.15851
"9636" "AT2G14160" -2.42097 -4.48751 -5.45933 -1.86347 -4.40064 -1.16564
"9637" "AT2G14170" 1.89148 13.85383 13.19529 3.72892 18.13733 14.81501
"9641" "AT2G14210" 1.73281 1.88925 -0.17498 -1.33568 -3.1817 -0.89013
"9645" "AT2G14247" -2.37383 -1.00146 -2.21233 -0.6494 -0.46898 -2.55143
"9646" "AT2G14255" 1.11312 5.96524 34.0146 2.85394 7.72704 19.86788
"9647" "AT2G14260" 2.80577 4.60144 35.30395 3.62788 4.48712 20.80129
"9648" "AT2G14265" 0.369135 -0.282615 -0.30234 0.729409 -0.0274409999999999 1.37421
"9650" "AT2G14285" 1.24782 3.61989 12.44713 1.1753 3.96053 6.42336
"9651" "AT2G14288" -2.21623 -3.06861 -2.83311 -1.36588 -2.29707 -3.95332
"9652" "AT2G14290" -1.77687 -0.27825 -2.26008 -1.85771 -1.49271 -1.71894
"9659" "AT2G14365" -3.24487 -4.26349 -5.34793 -0.1202 -1.99281 -2.40167
"9662" "AT2G14390" -3.66264 -5.14257 -4.042789 -0.32758 -1.328497 -4.95027
"9663" "AT2G14395" -1.74727 -2.378906 -1.543899 0.13172 -1.051746 -0.558381
"9670" "AT2G14440" -1.29101 -3.07136 -2.48294 -1.68052 -2.49071 -1.99672
"9673" "AT2G14460" -1.86356 -1.48785 2.4513 -1.88215 -1.85349 2.01596
"9677" "AT2G14500" -1.89783 -3.44397 -3.94726 0.55892 -1.38344 -7.41412
"9678" "AT2G14510" -2.25049 -3.47764 -2.03727 -1.55457 -1.96481 -2.04646
"9679" "AT2G14520" 1.67968 4.13449 -0.954870000000001 2.57137 6.86817 -1.74014
"9680" "AT2G14530" 0.580380000000001 2.35137 4.71151 2.20643 4.93014 3.28335
"9682" "AT2G14540" -3.02753 -3.40205 -3.613039 -0.32758 -0.8301 -1.73873
"9684" "AT2G14560" -2.26741 -1.0437 -1.00265 -1.863 -1.05083 -3.73772
"9686" "AT2G14580" -2.56783 -3.28276 -4.20194 -7.59431 -8.08248 -3.33645
"9690" "AT2G14610" -4.1774 -5.15632 -4.04277 -3.93337 -6.25519 -0.60585
"9691" "AT2G14620" -4.11529 -4.48702 -3.40612 -0.41617 -3.07229 -1.95942
"9695" "AT2G14660" 1.08828 2.07896 1.24166 2.67818 6.53604 -0.22351
"9697" "AT2G14670" -1.30704 -1.17546 -3.62895 -1.863 -2.37989 -1.6028
"9698" "AT2G14680" 6.38908 7.90038 14.61184 2.97414 7.50473 8.91804
"9699" "AT2G14690" -1.06918 -1.8671 9.67764 0.44589 0.27767 3.15706
"9700" "AT2G14692" -1.36854 -2.71332 -2.849 -1.11491 -3.23778 -1.75991
"9701" "AT2G14695" -3.37015 -5.21184 -1.8781 -0.65515 -2.32473 -1.59037
"9702" "AT2G14700" -3.45023 -5.23337 -1.559812 -0.65515 -2.32473 -2.016511
"9703" "AT2G14710" -2.60016 -4.30541 3.72467 1.74186 0.22201 2.96403
"9704" "AT2G14720" -0.53239 -1.16818 18.36823 0.86688 2.60403 13.68209
"9706" "AT2G14740" 1.50904 0.53818 4.99802 -0.15227 1.2198 8.81635
"9707" "AT2G14750" 1.30606 1.71428 8.32468 0.88556 3.43491 10.67288
"9708" "AT2G14755" -1.71838 -2.50889 -2.228299 -0.51005 -1.43918 -0.96473
"9709" "AT2G14760" -2.8678 -3.75863 -3.99502 -1.66137 -2.18646 -4.42185
"9710" "AT2G14765" -2.91212 -3.02086 -2.68986 -1.51674 -2.60175 -2.89279
"9714" "AT2G14775" -1.03834 0.5097 -1.0186 1.01821 1.55142 -1.08314
"9720" "AT2G14800" 0.62796 -0.10862 0.92323 0.59053 1.57908 1.90772
"9721" "AT2G14810" 0.428599999999999 -0.75251 -1.76664 -0.40994 1.41338 -0.599909999999999
"9722" "AT2G14820" 0.65343 -0.21124 -3.13549 0.60921 2.35458 -0.75929
"9723" "AT2G14825" 1.50049 5.31303 1.1143 1.03689 5.81572 -1.2541
"9724" "AT2G14830" -1.60129 -2.15408 -3.77217 -0.12689 -0.967859999999999 -1.36741
"9725" "AT2G14835" 1.1688 7.06274 21.01044 2.94876 9.24937 10.36005
"9728" "AT2G14850" 1.70603 1.02895 6.38279 4.18822 4.34811 3.48879
"9729" "AT2G14860" 3.34855 11.18535 6.35099 3.38266 16.03324 3.48879
"9731" "AT2G14880" 1.87606 6.20178 27.998 -2.07754 5.31838 18.84745
"9732" "AT2G14890" -0.54332 0.54288 43.5329 0.891780000000001 3.71187 58.08726
"9733" "AT2G14900" -1.37004 -3.16848 -3.62891 0.82951 -0.44217 0.0542700000000007
"9734" "AT2G14910" 3.96673 1.77692 18.68665 0.87933 1.7735 57.63481
"9735" "AT2G14920" -2.20274 -3.74455 -2.116881 -1.27153 -2.40783 -0.39024
"9738" "AT2G14945" -3.4697 -4.04433 -3.979122 -2.41616 -2.62948 -2.96005
"9740" "AT2G14960" -3.95302 -4.80493 -3.78811 -3.05263 -4.40021 -3.10473
"9744" "AT2G15000" 2.35162 2.3632 0.79594 3.22558 5.26219 0.9817
"9745" "AT2G15010" -2.04901 -3.61425 -2.67391 -3.67524 -5.97859 -1.19418
"9746" "AT2G15020" -1.55161 -1.95952 -4.05867 -4.12782 -1.07798 -4.26246
"9747" "AT2G15025" -3.48899 -4.33325 -3.18327 -2.54928 -5.59101 -3.5221
"9750" "AT2G15042" -1.38563 -1.84314 -0.19087 0.54694 -0.0273699999999999 2.67381
"9752" "AT2G15050" -1.8411 -2.52702 -2.02134 -1.72506 -4.42837 -1.04583
"9755" "AT2G15080" -2.63205 -2.04402 -0.28641 -1.88837 -3.29337 0.55924
"9756" "AT2G15090" -0.76021 -2.5411 -0.44556 0.766290000000001 -1.66013 4.15313
"9758" "AT2G15110" -4.26409 -4.05841 -3.18328 -2.516738 -2.574177 -1.78111
"9760" "AT2G15130" -1.9477 -1.81967 -3.66079 -0.68006 -1.6051 -3.288977
"9765" "AT2G15170" -3.00955 -3.52539 -0.795816 -5.79496 -6.00624 -1.518032
"9766" "AT2G15180" -2.595843 -2.48461 -0.875403 0.08142 -0.636457 -0.300385
"9767" "AT2G15185" -0.73853 -1.31239 -0.3660793 -1.409468 -1.466907 -0.194417
"9771" "AT2G15220" -1.67855 -2.35705 -4.07459 -1.05123 -1.49428 -3.66679
"9772" "AT2G15230" 0.20527 4.56309 40.09489 1.23181 7.36632 11.44036
"9773" "AT2G15240" 3.06294 8.47284 40.03119 3.07471 10.32911 11.44036
"9775" "AT2G15260" -2.60166 -4.23613 -4.39293 -2.32228 -4.09645 -4.45688
"9776" "AT2G15270" -0.401999999999999 1.16864 16.80845 2.79167 4.29294 11.29201
"9777" "AT2G15280" 4.48659 5.56529 20.37384 1.03019 9.99723 7.5227
"9778" "AT2G15290" 2.96911 3.94571 19.46649 -0.42999 4.6544 7.16381
"9780" "AT2G15300" -1.58649 -1.39511 -4.02683 -1.79403 -3.68102 -1.13202
"9781" "AT2G15310" -2.83292 -2.82841 -0.65249 1.31993 -0.16507 -1.19418
"9782" "AT2G15318" -2.98366 -2.99238 -3.16733 0.45787 -2.13059 -1.98569
"9783" "AT2G15320" -1.45611 -2.6769 -1.95763 -0.42287 -2.71187 -2.28467
"9784" "AT2G15325" -2.30273 -2.92422 -3.07186 -0.692979999999999 -1.96466 -2.17362
"9785" "AT2G15327" -1.99183 -1.77322 -2.38743 -2.37927 -3.70839 -2.04787
"9787" "AT2G15340" -0.87219 -2.42521 -3.02408 0.91094 -1.30013 -2.36068
"9788" "AT2G15345" -1.61733 -3.32614 -3.23102 -0.81224 -2.18646 -6.2688
"9789" "AT2G15350" -2.32565 -3.09759 -2.16462 0.621659999999999 -1.63247 -5.08987
"9790" "AT2G15370" -2.52906 -3.34377 -2.84902 0.35154 -0.38686 -4.5702
"9792" "AT2G15390" -2.46589 -1.09808 0.52539 -2.39842 -4.28954 -0.11528
"9793" "AT2G15400" 0.0630700000000006 1.25005 -2.27601 -0.44824 1.85703 -0.61828
"9795" "AT2G15420" -3.4712 -3.97505 -1.62346 -0.91904 -1.74358 -4.15142
"9796" "AT2G15430" 0.732 0.954660000000001 8.92948 4.32614 1.41358 -0.0305
"9797" "AT2G15440" 0.8594 1.01762 -1.30508 -2.05839 0.86017 -1.36741
"9798" "AT2G15450" 0.06766 -0.05989 -0.366075 0.0943482 0.0553777 -0.862441
"9799" "AT2G15460" 0 0 -0.159161 0 0 0.2828656
"9800" "AT2G15470" 0.0323323 0 0 0 0 0
"9801" "AT2G15480" -1.51478 3.36545 -1.25732 -3.19057 2.90914 1.31063
"9802" "AT2G15490" -0.79554 -1.35367 -1.00268 1.0934 0.19499 -0.60218
"9803" "AT2G15500" -1.11886 -2.7172 -3.08777 -1.19633 -3.21049 -2.63112
"9806" "AT2G15530" 2.10538 3.12637 13.7047 1.86687 6.45286 7.02647
"9807" "AT2G15535" -0.91095 -2.67884 -3.45384 -0.39749 -1.74301 -2.79558
"9811" "AT2G15560" 1.76364 0.25411 4.48874 0.69733 2.68678 2.82811
"9812" "AT2G15570" 1.88505 2.11506 5.04578 2.52108 4.68073 4.92712
"9813" "AT2G15580" -2.3963 -2.9778 17.9385 -0.4473 -0.24838 11.94252
"9814" "AT2G15590" -1.37109 -1.67691 -3.54934 -1.15227 -3.34897 -0.28201
"9815" "AT2G15610" -1.25163 -3.13563 -3.35833 -0.47938 -2.46278 -3.85611
"9816" "AT2G15620" 0.81121 -0.81952 12.24028 -1.83809 1.66296 7.18129
"9817" "AT2G15630" 3.26635 10.23998 -3.07182 1.29409 9.19455 2.32002
"9818" "AT2G15640" -1.83167 -2.28082 -3.23098 0.2821 -0.71884 1.95238
"9820" "AT2G15660" -3.48406 -3.95789 -1.76668 0.61543 -2.46321 -0.91499
"9821" "AT2G15670" -2.58818 -3.54854 -5.20465 -1.05792 -2.0199 0.342219999999999
"9822" "AT2G15680" -1.79079 -1.07705 6.52603 -5.27293 -3.70804 1.82522
"9823" "AT2G15690" 4.13549 3.78419 -1.48012 4.64036 4.34896 -1.99305
"9824" "AT2G15695" 0.170990000000001 0.87631 31.16544 -0.134069999999999 1.35895 14.12207
"9826" "AT2G15710" -2.1372 -2.47328 -2.84902 -0.0129299999999999 -0.47032 -3.80497
"9828" "AT2G15730" 0.0258000000000003 2.63155 6.09629 -0.22794 3.43508 4.67648
"9829" "AT2G15740" -3.02347 -4.40285 -3.48566 -1.83139 -2.68465 -3.05726
"9831" "AT2G15760" -3.66652 -3.39089 -3.21507 -1.05792 -1.24461 -3.70408
"9832" "AT2G15770" -3.99089 -5.17704 -2.91269 -0.0957600000000003 -3.79177 -1.95433
"9833" "AT2G15780" -2.00532 -2.35593 -4.0905 -2.9013 -5.39744 -3.29406
"9834" "AT2G15790" 4.7339 7.9518 3.97934 3.716 20.10354 2.0445
"9837" "AT2G15820" -1.06857 -0.71658 0.0478900000000007 1.88602 4.15439 2.34121
"9838" "AT2G15830" -3.19201 -2.11929 1.98975 1.76007 0.250450000000001 0.45554
"9841" "AT2G15860" 0.5958 5.88664 10.31436 1.86064 8.05878 4.53918
"9843" "AT2G15880" -1.05448 -2.49709 9.88461 1.31277 -2.60069 36.36079
"9844" "AT2G15890" -0.67414 -0.882490000000001 53.2423 -0.0770799999999996 1.91234 22.99696
"9845" "AT2G15900" 4.47609 5.65699 15.02574 3.52107 6.86825 14.25151
"9846" "AT2G15910" -0.45037 0.888129999999999 6.43054 2.15661 5.20642 2.13018
"9849" "AT2G15960" -2.0032 -0.61913 16.87215 -0.0521700000000003 -0.85626 15.41073
"9850" "AT2G15970" -3.08858 -1.83942 15.50325 1.04887 0.80471 7.22962
"9851" "AT2G15980" 4.56524 2.22107 13.86381 1.77827 4.43221 5.13855
"9853" "AT2G16005" -1.59098 -1.8166 -2.72169 -1.37257 -4.15176 -1.4098
"9854" "AT2G16018" -2.25754 -2.81027 -3.644871 -2.74326 -1.88184 -2.38047
"9855" "AT2G16030" -2.389425 -2.24586 -2.37154 0.767235 0.443163 -1.83961
"9856" "AT2G16040" -1.35135 -1.853656 -2.45111 -0.66091 -1.522353 -3.79621
"9857" "AT2G16050" -2.40273 -3.07412 -1.05038 -0.79356 -1.52172 -0.0627300000000002
"9858" "AT2G16060" -1.7137 -1.4414 -1.49608 -0.27823 -0.13678 -1.16056
"9859" "AT2G16070" 2.14072 5.05939 6.06449 3.4521 5.34511 3.91492
"9861" "AT2G16090" 0.889620000000001 3.58122 11.68313 3.46503 6.09233 4.37977
"9864" "AT2G16120" -2.2978 -2.65376 -2.38746 -2.53636 -4.34541 -0.31422
"9865" "AT2G16130" -2.07597 -2.52459 -2.84901 -0.24615 -1.41117 -2.95129
"9870" "AT2G16190" -2.59118 -3.04288 -4.29743 -2.97696 -5.17572 -2.1787
"9871" "AT2G16210" -0.89659 -1.1133 -3.07186 -1.77534 -3.79156 -1.04583
"9872" "AT2G16220" -2.57531 -3.22481 -3.51752 2.06226 -0.82975 -3.34888
"9873" "AT2G16230" -1.37841 -3.22805 -2.84901 -2.73798 -3.32053 -1.75624
"9875" "AT2G16250" 5.33258 7.54658 7.0832 1.80365 6.39787 4.42215
"9877" "AT2G16270" 1.05983 0.32728 -1.48012 0.83526 0.47216 -2.58506
"9878" "AT2G16280" 0.044220000000001 1.46566 5.90529 0.621189999999999 4.04428 6.59293
"9879" "AT2G16290" -1.23489 -1.36452 -3.29467 0.48995 -0.46996 -2.06397
"9880" "AT2G16300" -1.88603 -1.99578 -1.830382 -2.00141 -4.34576 -1.420822
"9884" "AT2G16360" -0.10563 -1.07186 20.43744 1.06133 -3.07158 10.18913
"9885" "AT2G16365" 1.95059 3.38633 -1.79852 4.37691 5.23415 0.8859
"9886" "AT2G16370" 1.3294 2.78549 13.00429 1.11831 2.355 0.39931
"9887" "AT2G16380" -0.404120000000001 -0.25349 5.47553 0.48325 0.167330000000001 2.88942
"9888" "AT2G16385" -2.90807 -1.95014 -3.35836 -1.55457 -1.07877 -0.72934
"9889" "AT2G16390" 6.46984 5.66354 25.43545 4.62161 7.89291 10.11448
"9890" "AT2G16400" 1.46473 2.21995 25.9925 1.77252 5.23456 10.11448
"9891" "AT2G16405" 2.82612 1.79926 21.23334 0.28833 2.77002 9.49765
"9894" "AT2G16430" -2.01263 1.65196 9.24788 -1.42956 2.77091 10.19786
"9895" "AT2G16440" 1.3536 2.1657 4.93444 2.39417 3.76827 0.95261
"9896" "AT2G16450" 1.05128 1.11637 -1.36874 1.28833 0.139690000000001 0.70251
"9897" "AT2G16460" 1.70409 1.45902 8.94544 1.26918 5.15172 6.50456
"9898" "AT2G16485" 3.5777 7.93598 33.4735 3.30077 4.18261 23.67741
"9899" "AT2G16490" -3.91186 -4.4506 -3.67667 -0.32758 -0.55321 -1.65904
"9900" "AT2G16500" -0.53045 2.62346 4.55234 3.24473 4.01584 8.82821
"9901" "AT2G16505" -3.06673 -4.134 -2.43519 -0.08284 -2.7123 -1.58161
"9902" "AT2G16510" 2.6571 1.42811 12.63825 3.16187 3.40787 2.65997
"9903" "AT2G16520" -0.496619999999999 -1.16931 -4.40882 -3.10868 -2.24113 -2.38555
"9904" "AT2G16530" 5.47689 4.88709 -0.68431 4.32614 5.84384 -1.64293
"9905" "AT2G16535" -1.59592 -3.08351 -0.73208 -0.92574 -2.04769 -1.65904
"9907" "AT2G16570" 2.15824 4.09055 -1.92583 1.70931 5.12417 -0.58607
"9908" "AT2G16575" -0.536 -1.20994 -3.27877 -2.63694 -5.01001 -3.462202
"9909" "AT2G16580" -1.95202 -2.53916 -1.8622 -0.86347 -2.60077 -2.68086
"9910" "AT2G16586" -5.71393 -6.65566 -4.18602 -1.99471 -2.601832 -1.81842
"9911" "AT2G16592" -1.96444 -3.11879 -2.18048 -0.42909 -3.26572 -3.76908
"9912" "AT2G16595" 1.14651 5.3915 1.57589 1.23756 6.34247 1.01392
"9913" "AT2G16600" -0.0330499999999994 0.633360000000001 12.86104 0.70309 0.94298 8.75356
"9915" "AT2G16620" -2.57531 -4.27368 -3.294721 -0.227 -1.05154 -0.858767
"9916" "AT2G16630" -0.16581 0.29361 20.19869 -2.83855 -0.994739999999999 9.44421
"9917" "AT2G16640" 3.61809 4.46599 22.85684 3.44541 9.9696 11.5514
"9918" "AT2G16650" 1.21462 2.03396 2.35585 3.50197 3.40747 0.78588
"9919" "AT2G16660" -2.7657 -1.76707 5.98494 -0.62401 2.60425 3.23078
"9921" "AT2G16676" -2.14363 -2.85802 -2.59432 -0.8247 -0.52527 1.05264
"9924" "AT2G16700" -1.59936 -0.64374 10.88734 -0.81271 -0.33077 6.82831
"9925" "AT2G16710" 0.74443 1.53429 8.97724 2.45211 3.76675 6.38978
"9926" "AT2G16720" -1.41329 -0.82811 -1.78253 -0.25908 1.16428 -0.14891
"9927" "AT2G16730" -2.72949 -3.28276 -3.31061 -3.24085 -5.20372 -1.69634
"9928" "AT2G16740" -2.39718 -2.93799 -1.81443 0.18729 -2.96111 -1.78478
"9929" "AT2G16750" 0.24552 0.78794 -0.60469 -2.14604 -0.60781 -1.99813
"9930" "AT2G16760" -1.98628 -0.981549999999999 -2.91266 4.06179 1.13691 0.499340000000001
"9931" "AT2G16770" 1.91888 4.87769 0.4299 4.10632 9.05533 1.90631
"9932" "AT2G16780" 3.5376 2.4977 3.1676 2.74091 1.35842 2.72128
"9933" "AT2G16790" 1.75616 -0.21237 1.35308 2.06849 2.49299 1.67178
"9934" "AT2G16800" -0.51398 0.31433 4.83894 2.13076 2.77058 2.35224
"9935" "AT2G16810" -2.95925 -3.54384 4.83884 -0.27776 -1.88171 2.37343
"9940" "AT2G16850" -3.3387 -2.52363 13.21124 -3.03395 -3.12632 8.32751
"9941" "AT2G16860" 0.0759400000000001 0.15781 30.48109 2.16284 2.54837 10.47931
"9942" "AT2G16870" 3.11024 8.46184 0.28665 2.64656 11.54789 3.19489
"9943" "AT2G16880" 3.37383 4.66799 3.56551 2.8731 4.59792 0.51911
"9944" "AT2G16890" -2.71856 -2.26674 -1.51199 -2.39842 -4.40029 -0.72057
"9946" "AT2G16900" 2.1473 6.9554 1.55999 4.01819 12.04581 1.75796
"9948" "AT2G16910" -2.82393 -3.71606 -2.05311 -2.25332 -3.34861 0.39336
"9949" "AT2G16920" 2.26062 2.97763 -1.41644 2.92961 4.73649 0.33854
"9950" "AT2G16930" 5.83197 8.08947 24.40079 4.41474 11.51939 14.14193
"9951" "AT2G16940" 1.8388 5.74774 27.15444 3.79167 8.25259 13.3467
"9952" "AT2G16950" 2.34862 6.88083 36.92744 2.86687 6.75754 14.36993
"9953" "AT2G16953" -1.33215 -2.50792 -1.95765 -1.34813 -4.78779 -2.95778
"9954" "AT2G16960" -1.62032 -2.3747 -3.62892 -5.93337 -6.31079 -4.09292
"9955" "AT2G16970" -2.1276 -3.60017 -3.804 -1.99565 -5.09276 -1.23149
"9956" "AT2G16980" -4.39879 -4.23031 -2.1646 0.0996300000000003 -1.99246 -3.93213
"9957" "AT2G16990" -1.37453 -3.22287 0.58901 -1.75043 -4.06816 3.41926
"9958" "AT2G17000" -2.14751 -1.81433 -5.17286 -0.22747 -0.63568 -1.73505
"9959" "AT2G17010" -0.15338 -0.25429 -3.50159 1.04311 -0.165 -4.2961
"9960" "AT2G17020" 5.56154 9.94514 8.69074 2.75337 8.44686 4.2379
"9961" "AT2G17030" 3.13125 5.28935 4.47279 3.43296 7.36674 5.82774
"9962" "AT2G17033" 1.78525 4.07955 -0.7002 6.72267 7.80957 1.28803
"9963" "AT2G17036" -1.28546 -0.0770600000000004 10.53714 -1.34766 -1.82562 13.0192
"9964" "AT2G17040" -0.12255 -0.0801300000000005 -1.17772 0.77206 -0.91192 0.9803
"9965" "AT2G17043" -1.24071 -0.96585 -3.53343 -2.09047 -5.67369 1.80175
"9966" "AT2G17050" -1.41584 -1.67966 -3.1355 -3.63117 -4.2896 -0.61969
"9967" "AT2G17055" -2.09438 -1.67335 -3.96317 0.11879 -0.91292 -1.92212
"9968" "AT2G17060" -2.7494 -1.81158 -2.16458 -2.0148 -3.90181 -1.50192
"9970" "AT2G17070" -4.13071 -4.48233 -3.31061 -0.46023 -2.2139 -1.21905
"9971" "AT2G17080" -3.02048 -4.35785 -2.94453 -1.40371 -3.09995 -3.81373
"9972" "AT2G17090" -3.87398 -4.65536 -4.07461 -1.39795 -5.12062 -0.48377
"9973" "AT2G17110" 1.7891 2.51145 7.56068 1.43919 4.26543 7.1163
"9975" "AT2G17120" 1.57715 3.97212 7.73574 0.0488800000000005 4.2103 11.37175
"9976" "AT2G17130" 5.58289 8.03759 7.70394 3.11208 9.55421 11.44775
"9977" "AT2G17140" 5.47989 9.65209 10.42569 3.87309 9.77579 6.93945
"9978" "AT2G17150" 0.86883 1.86692 9.39114 0.48325 3.65613 6.09451
"9979" "AT2G17160" -2.82842 -3.08868 -3.66075 -3.54928 -2.62842 -0.43263
"9980" "AT2G17170" -2.89609 -3.18613 -2.72168 -2.17764 -2.51815 -1.69775
"9981" "AT2G17180" 0.38983 -0.53416 -2.33968 -2.12783 -3.34825 -2.38696
"9982" "AT2G17190" 14.52849 17.30689 11.65134 11.82322 18.19352 8.27771
"9983" "AT2G17200" 7.65219 23.69209 21.23333 11.64752 25.86292 14.19443
"9984" "AT2G17210" 2.19101 3.20536 1.97385 -0.47362 1.66346 -1.77797
"9985" "AT2G17220" 1.19964 4.37874 6.20774 2.11878 8.61225 16.12841
"9986" "AT2G17230" 1.10908 1.48574 2.16482 -0.4607 3.0752 5.68676
"9987" "AT2G17240" 2.73575 1.54514 30.43334 0.87933 6.09295 21.51304
"9988" "AT2G17250" 4.36029 7.68189 10.68039 2.82858 5.37378 6.27136
"9989" "AT2G17260" 1.75228 3.68954 1.81464 2.95499 5.98225 2.49919
"9990" "AT2G17265" 3.92304 11.16464 4.34549 2.27539 15.25827 2.86174
"9991" "AT2G17270" 5.49189 10.46139 3.16762 6.48368 12.10138 1.97216
"9992" "AT2G17280" 1.12854 3.15489 0.11157 1.79743 5.89939 0.97662
"9993" "AT2G17290" 0.75342 1.01374 8.69074 0.91716 2.07798 25.86061
"9994" "AT2G17300" -1.33066 -0.55812 2.92882 -1.54305 0.0299999999999994 0.79831
"9995" "AT2G17305" -2.72843 -4.64321 -2.73761 -0.50428 -1.85391 -4.54025
"9996" "AT2G17310" 0.72751 -0.594370000000001 -3.91539 -0.80648 -0.88448 -1.73505
"9997" "AT2G17320" 0.95983 5.60533 8.75443 0.60252 5.53924 4.43826
"9999" "AT2G17340" 4.93479 8.97219 23.07975 2.22465 7.00755 4.75336
"10000" "AT2G17350" 5.58589 8.05639 -0.31819 1.96697 8.14251 -0.8418
"10001" "AT2G17360" 5.30134 8.46734 30.0672 2.54599 8.50211 14.2362
