ID	WT1	WT2	atx345_1	atx345_2	
AT1G49900	0	0	2	4
AT1G49910	24	11	26	13
AT1G49920	2	0	11	15
AT1G49930	1	1	1	1
AT1G49938	0	0	0	0
AT1G49940	1	1	1	0
AT1G49952	0	0	0	1
AT1G49950	35	25	109	138
AT1G49960	1	0	0	0
AT1G49970	372	349	632	674
AT1G49975	126	147	80	131
AT1G49980	111	59	69	79
AT1G49990	18	11	4	13
AT1G50000	38	40	40	56
AT1G50010	1540	1164	1431	1656
AT1G07603	0	0	0	0
AT1G50020	746	303	185	333
AT1G07607	8	2	1	1
AT1G50030	36	101	418	362
AT1G50040	2	22	46	19
AT1G50050	0	0	0	0
AT1G50055	34	6	12	20
AT1G50060	0	0	0	0
AT1G50070	0	0	0	0
AT1G50080	1	0	0	0
AT1G50090	0	0	0	0
AT1G50100	0	0	0	0
AT1G50110	33	38	17	49
AT1G50120	56	68	114	130
AT1G50130	0	2	3	1
AT1G50140	87	55	124	141
AT1G50160	0	0	0	0
AT1G50170	232	129	164	215
AT1G50180	7	5	20	75
AT1G50190	1	1	0	0
AT1G50200	310	397	1118	1193
AT1G50210	0	0	0	0
AT1G50220	0	0	0	0
AT1G50240	7	11	50	40
AT1G50250	1875	1781	1186	2397
AT1G50260	41	44	61	73
AT1G50270	15	4	15	15
AT1G50280	7	2	2	3
AT1G50290	55	31	8	10
AT1G50300	32	34	78	104
AT1G07617	0	0	0	0
AT1G50310	0	0	0	3
AT1G50320	1136	992	820	990
AT1G50325	0	0	0	0
AT1G07623	0	0	0	0
AT1G07627	0	0	0	0
AT1G50330	0	0	0	0
AT1G50340	0	0	0	0
AT1G50350	0	0	0	0
AT1G50360	28	40	71	67
AT1G50370	301	189	286	319
AT1G50380	148	138	212	303
AT1G50390	1	1	0	0
AT1G50400	1	1	14	16
AT1G50410	30	35	114	116
AT1G50420	105	45	73	182
AT1G50430	924	578	985	815
AT1G50440	90	67	95	72
AT1G07637	0	1	0	1
AT1G50450	121	133	199	284
AT1G50460	80	72	86	164
AT1G50470	0	0	0	0
AT1G50480	772	1233	1473	1183
AT1G50490	112	96	98	146
AT1G50500	31	40	124	127
AT1G50510	48	64	105	139
AT1G50520	0	2	5	1
AT1G50530	0	0	0	0
AT1G50550	0	0	0	0
AT1G50560	0	1	1	1
AT1G07647	0	0	0	0
AT1G50570	82	107	177	154
AT1G07653	0	0	0	0
AT1G50575	67	52	58	78
AT1G50580	0	0	0	0
AT1G50590	15	28	7	19
AT1G50600	158	203	235	252
AT1G50610	1	0	0	1
AT1G50620	14	8	18	23
AT1G50630	29	31	13	14
AT1G07657	0	0	0	0
AT1G50640	295	254	256	338
AT1G50650	0	0	0	0
AT1G50659	0	0	0	0
AT1G50660	50	10	68	100
AT1G07663	0	0	0	0
AT1G50670	200	150	182	188
AT1G50680	0	0	0	0
AT1G50690	0	0	0	0
AT1G50700	9	6	9	19
AT1G07667	0	0	0	0
AT1G50710	53	62	86	84
AT1G50720	0	0	0	0
AT1G07673	0	0	0	0
AT1G50730	68	71	113	96
AT1G50732	184	86	26	43
AT1G50735	0	0	0	0
AT1G50740	138	181	197	143
AT1G50745	5	0	1	4
AT1G50750	1	0	2	3
AT1G07683	0	0	0	0
AT1G50760	0	0	0	1
AT1G50770	0	0	0	0
AT1G50780	0	0	1	3
AT1G50790	4	0	1	6
AT1G50820	0	1	0	1
AT1G50810	0	0	0	0
AT1G50830	0	0	2	3
AT1G50840	78	76	182	246
AT1G50850	0	0	0	0
AT1G50860	0	0	0	0
AT1G50870	0	0	0	0
AT1G50880	0	0	0	0
AT1G50890	13	7	24	42
AT1G50900	257	224	213	324
AT1G07693	1	0	0	1
AT1G50910	1	1	6	4
AT1G07697	0	0	0	0
AT1G50920	125	60	379	491
AT1G50930	0	0	0	0
AT1G50940	101	76	99	100
AT1G07703	0	0	0	0
AT1G50950	23	15	21	19
AT1G07707	0	0	0	0
AT1G50960	1	0	0	0
AT1G50970	10	12	12	16
AT1G50980	0	0	0	0
AT1G50990	0	0	0	0
AT1G51000	0	0	0	0
AT1G51010	0	0	0	0
AT1G51020	0	0	0	0
AT1G51030	0	0	0	0
AT1G51035	1	0	0	0
AT1G51040	0	0	0	1
AT1G51050	0	0	0	0
AT1G51055	5	1	1	0
AT1G51060	1296	349	379	634
AT1G51070	110	76	177	294
AT1G51080	39	10	14	28
AT1G51085	0	0	0	0
AT1G51090	85	28	4	9
AT1G51100	37	16	23	37
AT1G51110	520	429	297	343
AT1G51120	0	0	0	0
AT1G51130	5	4	13	10
AT1G51140	111	45	29	48
AT1G51150	0	0	0	0
AT1G51160	406	236	246	216
AT1G51170	69	59	36	70
AT1G07717	0	0	0	0
AT1G07723	0	0	0	0
AT1G51172	0	0	0	0
AT1G51175	0	0	0	0
AT1G51190	0	0	0	0
AT1G51200	925	1030	951	1105
AT1G51210	0	0	0	0
AT1G51220	0	0	1	0
AT1G51230	0	0	0	0
AT1G51240	0	0	0	0
AT1G51250	0	0	0	0
AT1G51260	0	0	0	0
AT1G51270	10	41	88	89
AT1G51290	0	0	0	0
AT1G51300	1	0	3	3
AT1G51310	84	65	143	201
AT1G51320	0	0	0	0
AT1G51330	0	0	0	0
AT1G51340	264	102	59	219
AT1G51350	120	72	86	159
AT1G51355	6	5	6	3
AT1G51360	34	46	59	44
AT1G51370	13	6	15	15
AT1G51380	3	4	15	15
AT1G51390	104	69	98	110
AT1G07733	0	0	0	0
AT1G51400	0	0	1	0
AT1G07737	0	0	0	0
AT1G51402	0	0	0	0
AT1G07743	0	0	1	1
AT1G51405	3	3	7	10
AT1G51410	0	0	0	0
AT1G51420	0	0	1	1
AT1G51430	54	46	80	52
AT1G51440	30	11	9	19
AT1G51450	23	7	33	31
AT1G51460	12	17	28	31
AT1G51470	0	0	0	0
AT1G51480	0	0	0	0
AT1G51490	0	0	0	0
AT1G51500	1112	1078	859	1005
AT1G51510	76	98	199	246
AT1G51520	2	4	5	6
AT1G51530	0	0	0	0
AT1G51538	0	0	1	0
AT1G51540	11	21	33	51
AT1G51550	25	38	24	13
AT1G07753	0	0	0	0
AT1G51560	127	104	125	112
AT1G51570	351	439	578	710
AT1G51580	79	109	136	152
AT1G51590	148	86	183	197
AT1G07757	0	0	0	0
AT1G51600	34	39	93	100
AT1G51610	30	61	127	66
AT1G51620	1	1	15	16
AT1G51630	153	154	153	203
AT1G51645	1	1	0	0
AT1G51640	0	0	0	0
AT1G51650	898	573	674	848
AT1G51660	353	181	177	237
AT1G51670	8	6	1	3
AT1G51680	283	129	247	675
AT1G51690	202	249	352	360
AT1G07763	0	0	0	0
AT1G51700	205	134	113	254
AT1G51710	77	147	260	303
AT1G51720	62	101	167	173
AT1G51730	102	134	194	337
AT1G51740	12	30	40	63
AT1G51745	43	23	43	65
AT1G51750	0	0	0	0
AT1G51760	322	444	470	552
AT1G51770	0	1	0	0
AT1G51780	0	1	0	1
AT1G51790	2	16	115	60
AT1G51800	4	11	85	116
AT1G51802	0	0	0	0
AT1G51805	182	378	321	329
AT1G51810	0	0	0	0
AT1G07767	0	0	0	0
AT1G51820	4	5	15	54
AT1G51823	0	0	0	0
AT1G51830	0	0	0	2
AT1G51840	0	0	1	0
AT1G51850	3	1	41	33
AT1G51860	1	0	47	74
AT1G51870	0	0	0	1
AT1G51880	0	0	0	0
AT1G51890	4	7	179	151
AT1G51900	0	0	0	0
AT1G51910	0	0	0	0
AT1G51913	2	1	1	5
AT1G51915	0	0	6	2
AT1G51920	4	0	20	34
AT1G51930	0	0	0	0
AT1G51940	30	85	127	65
AT1G07773	0	0	0	0
AT1G51950	169	136	127	167
AT1G51960	0	0	0	0
AT1G51965	28	25	45	70
AT1G51970	0	0	0	0
AT1G51980	766	820	1178	1478
AT1G51990	0	0	0	0
AT1G52000	211	44	288	707
AT1G52010	0	0	0	0
AT1G52020	0	0	0	0
AT1G52030	85	28	245	351
AT1G52040	108	33	317	291
AT1G07777	0	0	0	0
AT1G52050	0	0	1	0
AT1G52060	0	0	0	0
AT1G52070	0	0	0	0
AT1G52080	9	3	7	17
AT1G52085	0	0	0	0
AT1G07783	0	0	0	0
AT1G52087	0	0	0	0
AT1G52090	0	0	0	0
AT1G52100	1	1	35	16
AT1G52110	0	0	0	0
AT1G52120	0	1	0	0
AT1G52130	0	0	0	0
AT1G52140	35	35	47	34
AT1G52150	130	139	213	252
AT1G52155	33	19	6	16
AT1G52160	55	25	110	125
AT1G52170	0	0	0	0
AT1G52180	0	0	0	0
AT1G07787	0	0	0	0
AT1G07793	1	0	0	0
AT1G52190	478	661	443	305
AT1G52191	0	0	0	0
AT1G52200	20	72	258	59
AT1G52210	0	0	0	1
AT1G52211	0	0	0	0
AT1G52220	1921	1954	971	603
AT1G52230	8157	7246	3049	2997
AT1G52240	6	2	3	3
AT1G52245	15	8	6	9
AT1G52260	31	29	64	58
AT1G52270	34	4	2	11
AT1G52280	102	66	52	75
AT1G52290	42	60	153	207
AT1G52300	1276	858	1751	2152
AT1G52310	118	92	168	203
AT1G52315	3	0	13	10
AT1G52320	39	26	82	58
AT1G52325	0	0	0	0
AT1G52330	3	2	0	0
AT1G52340	173	92	87	110
AT1G07803	0	0	0	0
AT1G52342	685	226	137	170
AT1G52343	0	1	2	0
AT1G52347	63	28	33	19
AT1G52350	0	0	0	0
AT1G52360	83	145	377	411
AT1G52370	45	45	73	92
AT1G52380	26	20	86	111
AT1G52390	1	0	0	0
AT1G52400	1286	693	2681	3309
AT1G52410	84	40	155	180
AT1G52415	0	0	0	0
AT1G52420	58	65	152	201
AT1G52430	1	0	5	1
AT1G52440	0	0	0	0
AT1G52450	2	0	5	3
AT1G52460	0	0	0	0
AT1G52470	0	0	0	0
AT1G52490	0	0	0	0
AT1G52495	0	0	0	0
AT1G52500	11	10	26	36
AT1G52510	398	520	320	362
AT1G07807	0	0	0	1
AT1G52520	17	19	30	55
AT1G52530	8	5	3	0
AT1G07813	0	0	0	0
AT1G52540	86	46	40	83
AT1G52550	151	86	44	93
AT1G52560	0	0	0	2
AT1G52565	24	14	4	36
AT1G52570	1	0	4	9
AT1G52580	0	0	0	0
AT1G07823	0	0	0	0
AT1G52590	304	144	106	154
AT1G52600	372	154	292	285
AT1G52603	0	0	0	0
AT1G07827	0	0	0	0
AT1G52610	0	0	0	0
AT1G07833	0	0	0	0
AT1G52615	1	0	1	1
AT1G52618	25	17	13	19
AT1G52620	19	13	25	41
AT1G52630	45	45	42	49
AT1G52640	3	1	3	7
AT1G52650	2	0	2	1
AT1G07837	0	0	0	0
AT1G52660	0	0	0	0
AT1G52670	153	184	231	275
AT1G52680	0	0	0	0
AT1G52690	0	0	0	0
AT1G52695	0	0	0	0
AT1G52696	0	0	0	0
AT1G52700	15	15	10	13
AT1G52710	50	29	5	6
AT1G52720	159	197	120	83
AT1G52730	128	92	149	204
AT1G52740	763	564	606	545
AT1G52750	1	7	4	5
AT1G52760	72	71	188	264
AT1G52770	10	12	42	81
AT1G52780	131	188	358	351
AT1G52790	2	0	0	0
AT1G52800	2	11	43	43
AT1G52810	0	0	5	1
AT1G52820	3	3	4	5
AT1G52825	25	14	13	20
AT1G52827	105	50	41	64
AT1G52830	6	2	3	3
AT1G52840	0	0	0	0
AT1G52850	0	0	0	0
AT1G52857	0	0	0	0
AT1G52855	11	4	25	18
AT1G52860	0	0	0	0
AT1G52870	2230	2298	1040	1374
AT1G52880	97	64	67	74
AT1G52890	11	30	103	56
AT1G07843	0	0	0	0
AT1G52900	1	0	3	3
AT1G52905	93	31	48	83
AT1G52910	26	21	18	14
AT1G07847	0	0	0	0
AT1G52920	2	5	5	2
AT1G52930	46	22	82	131
AT1G52940	0	0	0	0
AT1G52942	0	1	0	0
AT1G52950	0	0	0	0
AT1G52960	0	0	0	0
AT1G52970	0	0	0	0
AT1G52980	69	45	187	238
AT1G52990	3	2	0	1
AT1G53000	133	134	135	164
AT1G53010	0	0	0	0
AT1G53020	0	0	0	0
AT1G53023	0	0	0	0
AT1G53025	10	5	17	28
AT1G53030	38	36	12	11
AT1G53035	22	2	9	4
AT1G53040	54	53	52	67
AT1G53050	68	39	134	102
AT1G53060	7	13	4	7
AT1G53070	194	49	25	59
AT1G53080	0	1	3	3
AT1G53090	177	59	84	312
AT1G53100	0	1	0	0
AT1G07853	0	0	0	0
AT1G53110	2	5	17	18
AT1G53120	138	107	48	48
AT1G53130	0	0	0	0
AT1G07857	0	0	0	0
AT1G07863	0	0	0	0
AT1G53140	10	10	31	17
AT1G53160	8	41	14	14
AT1G53163	2	2	0	0
AT1G53165	18	29	65	56
AT1G07873	0	0	0	0
AT1G53170	458	283	150	155
AT1G53180	2	3	0	7
AT1G53190	100	141	135	193
AT1G53200	4	7	46	53
AT1G53210	1354	1525	1525	1330
AT1G53220	0	0	0	0
AT1G53230	6	6	6	4
AT1G53233	0	0	1	0
AT1G53240	2669	1419	1719	2658
AT1G53250	8	1	10	8
AT1G53260	2	0	0	2
AT1G53265	0	0	0	0
AT1G53270	2	1	5	2
AT1G53280	219	246	480	549
AT1G53282	0	0	0	0
AT1G53285	0	0	0	0
AT1G53290	38	75	32	53
AT1G53300	235	176	173	255
AT1G53310	321	510	1026	1115
AT1G53320	44	125	199	113
AT1G53325	0	0	0	0
AT1G53330	2	4	15	15
AT1G53340	3	0	1	0
AT1G53345	10	7	16	16
AT1G53350	17	29	59	80
AT1G53360	0	0	0	0
AT1G53366	0	0	0	0
AT1G53370	0	0	0	0
AT1G53380	108	68	102	138
AT1G53390	29	56	147	113
AT1G53400	20	57	51	52
AT1G07877	1	1	0	1
AT1G53410	1	2	12	3
AT1G53420	0	0	0	0
AT1G53430	48	162	210	101
AT1G53440	21	66	149	74
AT1G53450	59	56	53	59
AT1G53460	12	17	39	44
AT1G53470	1	1	2	2
AT1G07883	0	0	0	0
AT1G53480	0	0	0	0
AT1G07887	0	0	0	0
AT1G53490	3	2	6	9
AT1G53500	41	21	37	82
AT1G07893	0	0	0	0
AT1G53510	45	47	103	145
AT1G53520	266	155	119	94
AT1G53530	81	37	63	75
AT1G53540	0	0	0	0
AT1G53541	0	0	0	0
AT1G07897	1	0	0	0
AT1G53542	1	0	0	0
AT1G07903	0	0	0	0
AT1G07907	0	0	0	0
AT1G53550	0	0	0	0
AT1G53560	177	194	32	44
AT1G53570	87	112	182	172
AT1G53580	335	392	373	298
AT1G53590	16	19	63	72
AT1G53600	5	2	9	12
AT1G07913	0	0	0	0
AT1G53610	1	0	0	0
AT1G07917	0	0	0	0
AT1G53620	2	1	14	18
AT1G53625	8	7	82	71
AT1G53630	0	0	0	0
AT1G53633	9	5	0	1
AT1G07923	0	0	0	0
AT1G07927	0	0	0	0
AT1G53635	0	0	0	0
AT1G53640	0	0	0	0
AT1G53645	36	14	141	166
AT1G53650	29	23	34	39
AT1G53655	0	0	0	0
AT1G53660	0	0	0	0
AT1G53670	550	511	272	471
AT1G53680	5	5	4	4
AT1G53690	8	17	4	1
AT1G53700	5	3	3	9
AT1G53705	0	0	0	0
AT1G53708	0	0	0	0
AT1G07933	0	0	0	0
AT1G53710	34	52	132	104
AT1G53720	27	13	49	53
AT1G53730	79	136	194	259
AT1G53750	233	369	732	1021
AT1G53760	43	24	85	80
AT1G53770	47	64	86	93
AT1G53780	53	107	240	191
AT1G53790	10	3	27	34
AT1G53800	9	6	17	21
AT1G53801	0	0	0	0
AT1G53810	0	0	0	0
AT1G53815	0	0	0	0
AT1G53820	0	0	0	0
AT1G07937	0	0	0	0
AT1G53830	0	1	2	2
AT1G53840	179	128	188	219
AT1G53850	221	219	395	365
AT1G53860	3	2	1	2
AT1G53870	0	0	0	0
AT1G53875	4	0	0	1
AT1G53880	0	0	0	0
AT1G53885	0	0	0	0
AT1G53887	4	2	2	3
AT1G53890	0	0	0	0
AT1G53900	0	0	0	0
AT1G53903	0	0	0	0
AT1G53910	187	424	617	562
AT1G53920	22	8	45	38
AT1G53930	0	0	0	0
AT1G53935	1	0	0	0
AT1G53940	0	0	0	0
AT1G53945	0	0	0	0
AT1G53950	0	0	1	2
AT1G53970	0	0	0	0
AT1G53980	0	0	0	0
AT1G53990	1	0	4	1
AT1G54000	39	12	151	170
AT1G54010	152	82	301	298
AT1G54020	29	4	40	54
AT1G54030	252	147	308	367
AT1G54035	0	0	0	0
AT1G54040	133	178	69	67
AT1G54050	107	25	29	94
AT1G54060	58	62	78	148
AT1G54070	0	1	0	0
AT1G54080	434	434	671	744
AT1G54090	45	82	91	109
AT1G54095	0	0	0	4
AT1G54100	133	332	499	387
AT1G54110	11	7	10	15
AT1G54115	224	173	200	158
AT1G54120	38	18	10	25
AT1G54130	196	519	524	332
AT1G54140	9	12	20	33
AT1G54150	46	79	119	102
AT1G54160	4	8	1	0
AT1G07943	0	0	0	0
AT1G54170	50	70	128	159
AT1G07947	0	0	0	0
AT1G54180	10	6	12	10
AT1G54200	19	7	14	14
AT1G54210	100	71	107	64
AT1G54215	1	1	2	2
AT1G54217	26	11	19	6
AT1G54220	68	34	40	57
AT1G54230	0	0	0	0
AT1G54240	0	0	0	0
AT1G54250	130	54	129	115
AT1G54260	8	6	11	20
AT1G54270	335	325	594	930
AT1G07957	0	0	0	0
AT1G54280	0	2	0	0
AT1G54290	219	99	81	102
AT1G54300	0	0	0	0
AT1G54310	47	60	67	93
AT1G54320	148	171	269	319
AT1G07963	0	0	0	0
AT1G54330	0	1	2	1
AT1G54340	68	86	153	168
AT1G54350	167	185	207	252
AT1G54355	0	1	1	0
AT1G54360	54	70	206	203
AT1G54370	161	153	179	154
AT1G07967	0	0	0	0
AT1G54380	21	10	39	63
AT1G54385	36	17	25	38
AT1G54390	30	40	81	99
AT1G54400	1	0	0	0
AT1G54410	2661	447	596	639
AT1G54420	0	0	0	0
AT1G54430	0	0	0	0
AT1G07973	0	0	0	0
AT1G54440	25	38	76	116
AT1G54445	0	0	0	0
AT1G54450	20	17	2	5
AT1G54460	33	18	64	61
AT1G54470	1	0	0	0
AT1G54475	0	0	1	0
AT1G54490	69	50	211	180
AT1G54500	702	618	347	732
AT1G54510	12	18	26	22
AT1G54520	343	321	372	444
AT1G54530	6	1	0	2
AT1G54540	0	0	0	0
AT1G54550	0	0	0	0
AT1G54560	0	0	0	0
AT1G54570	47	49	55	67
AT1G54575	29	31	49	58
AT1G54580	873	605	615	797
AT1G54590	0	0	0	0
AT1G54600	0	0	0	0
AT1G54610	76	51	141	162
AT1G54620	0	0	0	0
AT1G54630	692	374	546	771
AT1G54640	0	0	0	0
AT1G54650	34	16	37	31
AT1G54660	1	2	0	5
AT1G07977	0	0	0	0
AT1G54670	1	0	0	0
AT1G54680	14	9	5	4
AT1G54690	72	23	50	84
AT1G07983	0	0	0	0
AT1G54700	0	0	0	0
AT1G54710	117	97	179	230
AT1G07987	0	0	0	0
AT1G54720	0	0	0	0
AT1G54730	93	100	54	64
AT1G54740	41	73	83	151
AT1G54750	0	0	0	0
AT1G54760	0	0	0	0
AT1G54770	27	20	34	55
AT1G54773	0	0	1	3
AT1G54775	0	0	0	0
AT1G54780	834	1084	813	1054
AT1G07993	0	0	0	0
AT1G54790	26	13	11	16
AT1G07997	0	0	0	0
AT1G54820	50	54	62	58
AT1G54830	12	23	48	52
AT1G08003	0	0	0	0
AT1G54840	14	5	4	16
AT1G54850	18	23	11	19
AT1G54860	0	0	0	0
AT1G54870	0	0	0	0
AT1G54890	1	0	0	0
AT1G54905	0	0	0	0
AT1G54920	73	91	161	191
AT1G54923	0	0	0	0
AT1G54926	0	0	0	0
AT1G54930	0	1	1	4
AT1G54940	0	0	0	0
AT1G08007	0	0	0	0
AT1G54950	0	0	0	0
AT1G08013	0	0	0	0
AT1G54955	0	0	0	0
AT1G54953	0	0	0	0
AT1G08017	0	0	0	0
AT1G08023	0	0	0	0
AT1G08027	0	0	0	0
AT1G54957	0	0	0	0
AT1G54960	4	4	12	15
AT1G54970	0	0	0	0
AT1G54980	0	0	0	0
AT1G54985	0	0	0	0
AT1G54990	162	85	143	240
AT1G55000	116	216	234	260
AT1G55010	28	8	4	4
AT1G55020	12	5	25	55
AT1G55030	0	0	0	0
AT1G55035	0	0	0	0
AT1G55040	9	5	24	29
AT1G55050	0	0	2	0
AT1G55060	0	0	0	0
AT1G55070	0	0	0	0
AT1G55080	22	4	9	16
AT1G55090	95	206	338	317
AT1G55100	0	0	0	0
AT1G55110	55	29	45	72
AT1G55120	53	53	6	8
AT1G55130	53	80	124	128
AT1G55140	337	137	188	185
AT1G55150	57	91	173	154
AT1G55160	69	68	73	83
AT1G55152	0	0	0	0
AT1G55170	9	26	38	53
AT1G08033	0	0	0	0
AT1G55175	0	0	0	0
AT1G55180	9	6	21	19
AT1G08037	0	0	0	0
AT1G55190	0	0	0	0
AT1G55200	8	4	12	20
AT1G55205	49	12	25	24
AT1G55207	0	0	0	0
AT1G55210	638	251	623	1017
AT1G55220	0	0	0	1
AT1G55221	0	0	1	0
AT1G55230	0	0	4	4
AT1G55240	0	0	1	1
AT1G55250	22	11	79	62
AT1G55260	123	128	126	157
AT1G55265	0	0	0	0
AT1G08043	0	0	0	0
AT1G55270	92	112	98	122
AT1G08047	0	0	0	0
AT1G55280	60	57	28	26
AT1G55290	0	0	0	0
AT1G55300	81	64	73	64
AT1G55310	66	73	220	227
AT1G55320	76	28	38	135
AT1G55325	58	104	258	244
AT1G55330	0	0	0	0
AT1G55335	0	0	0	0
AT1G55340	51	46	93	144
AT1G55350	116	144	398	589
AT1G55360	524	486	363	600
AT1G55365	0	0	0	0
AT1G55370	99	141	109	148
AT1G55380	6	5	4	7
AT1G55390	0	0	2	4
AT1G55400	0	0	0	0
AT1G55410	0	0	0	0
AT1G55420	1	2	4	3
AT1G55430	0	0	2	0
AT1G55440	0	0	0	0
AT1G55450	134	334	496	283
AT1G55460	51	53	74	130
AT1G55470	0	0	0	0
AT1G55475	52	24	22	28
AT1G55480	542	377	354	705
AT1G55490	291	474	1933	2464
AT1G55500	66	25	87	103
AT1G55510	58	62	44	25
AT1G55520	144	79	87	110
AT1G55525	0	0	0	0
AT1G55530	142	116	215	354
AT1G55535	66	18	22	55
AT1G55540	25	26	98	65
AT1G55546	0	0	0	0
AT1G08057	0	0	0	0
AT1G55550	1	3	3	5
AT1G55560	0	0	0	0
AT1G55570	0	0	0	0
AT1G55580	0	1	1	1
AT1G55590	47	79	147	142
AT1G55600	0	0	0	0
AT1G55604	0	0	0	0
AT1G55610	5	10	24	31
AT1G55620	70	92	113	102
AT1G55625	0	0	0	0
AT1G55630	38	10	20	34
AT1G55640	0	0	0	0
AT1G55650	0	0	0	0
AT1G08063	0	0	0	0
AT1G55660	0	0	0	0
AT1G55670	288	267	205	173
AT1G55673	0	0	0	0
AT1G55675	138	48	6	5
AT1G55680	755	441	593	655
AT1G55690	28	29	47	53
AT1G55700	0	0	0	0
AT1G55710	0	0	0	0
AT1G55720	0	0	0	0
AT1G55730	101	77	88	79
AT1G55740	7	4	12	4
AT1G55750	14	14	36	36
AT1G55755	0	0	0	0
AT1G55760	27	22	11	11
AT1G55770	3	1	0	1
AT1G55775	0	0	9	16
AT1G55790	0	0	0	0
AT1G55800	1	0	1	0
AT1G55803	0	0	1	0
AT1G55805	64	90	105	130
AT1G55810	53	58	82	119
AT1G55820	14	2	23	38
AT1G55830	21	17	45	36
AT1G55840	333	219	349	429
AT1G55850	212	168	300	355
AT1G55860	40	104	500	573
AT1G08073	0	0	0	0
AT1G55865	1	0	2	0
AT1G55870	22	31	65	65
AT1G55880	32	44	54	62
AT1G55890	28	19	89	82
AT1G55900	43	33	112	141
AT1G55910	762	106	184	460
AT1G55915	31	18	14	37
AT1G55917	0	0	0	0
AT1G55920	218	192	165	270
AT1G55928	0	0	0	0
AT1G55930	34	23	45	63
AT1G55940	1	1	2	1
AT1G55945	0	0	0	0
AT1G55947	0	1	0	0
AT1G08077	0	0	0	0
AT1G55950	0	0	0	1
AT1G55960	1033	202	183	1348
AT1G55964	0	1	0	0
AT1G55970	13	10	32	32
AT1G55980	16	24	15	14
AT1G55990	3	0	0	4
AT1G56000	61	47	33	41
AT1G56010	15	34	33	26
AT1G08087	0	0	0	0
AT1G56020	18	15	20	30
AT1G56030	0	0	0	0
AT1G56040	0	0	0	0
AT1G56045	294	172	455	633
AT1G56050	277	112	290	331
AT1G56060	9	11	56	51
AT1G56070	3839	3402	8491	10253
AT1G56080	9	7	14	12
AT1G56085	0	0	0	0
AT1G56090	7	26	30	30
AT1G56100	0	0	0	0
AT1G56105	0	0	0	0
AT1G56110	175	30	325	636
AT1G56120	24	27	291	448
AT1G56130	5	0	13	12
AT1G56140	19	65	155	74
AT1G56145	5	11	72	67
AT1G56150	73	131	199	253
AT1G56160	0	0	0	0
AT1G56165	0	2	0	2
AT1G56170	0	0	0	0
AT1G56180	195	117	152	168
AT1G56190	1796	1787	1580	2095
AT1G56200	588	523	807	999
AT1G56210	23	3	5	17
AT1G56220	416	2097	2003	1022
AT1G56225	0	0	0	0
AT1G56230	39	75	58	56
AT1G56233	0	0	0	0
AT1G08093	0	0	0	0
AT1G08097	0	0	0	0
AT1G08103	0	0	1	0
AT1G08107	0	0	0	0
AT1G08113	0	0	0	0
AT1G08117	0	0	0	0
AT1G08123	0	0	1	0
AT1G56240	0	1	0	0
AT1G56242	0	0	0	0
AT1G08127	0	0	0	0
AT1G56250	1	5	2	3
AT1G56260	15	6	8	18
AT1G56270	0	1	0	0
AT1G56280	1493	1653	1725	2128
AT1G56290	8	2	18	18
AT1G56300	0	11	47	0
AT1G56310	35	26	48	48
AT1G56320	5	1	2	3
AT1G56330	1030	414	612	769
AT1G56340	264	130	759	797
AT1G56345	23	18	27	38
AT1G56350	7	13	24	37
AT1G56360	0	0	0	0
AT1G56380	0	0	0	0
AT1G56385	0	0	0	0
AT1G56390	0	0	0	0
AT1G56400	0	0	0	0
AT1G56410	0	0	1	2
AT1G56415	0	0	0	0
AT1G56418	0	0	0	0
AT1G56420	9	10	17	21
AT1G56423	109	73	69	129
AT1G56430	58	45	25	81
AT1G56440	24	8	34	53
AT1G56450	597	408	685	676
AT1G56460	25	15	53	43
AT1G56470	0	0	0	0
AT1G56480	0	0	0	0
AT1G56490	0	0	0	0
AT1G56500	906	695	481	518
AT1G56510	98	84	164	249
AT1G56520	40	41	71	97
AT1G56530	0	0	0	0
AT1G56540	4	18	30	31
AT1G56550	0	2	24	18
AT1G56553	0	0	0	0
AT1G56555	0	1	0	0
AT1G56560	83	74	117	196
AT1G56570	0	3	16	17
AT1G56580	0	0	0	0
AT1G56590	117	121	130	128
AT1G56600	87	49	18	48
AT1G56605	0	0	0	0
AT1G56610	29	20	11	15
AT1G56612	11	23	27	16
AT1G56620	0	0	0	0
AT1G56630	0	0	0	0
AT1G56640	0	0	0	0
AT1G56650	53	14	6	41
AT1G56660	15	2	18	48
AT1G56670	64	22	12	16
AT1G56675	0	0	0	0
AT1G56680	1	0	0	0
AT1G56690	13	6	15	25
AT1G56700	353	229	206	226
AT1G56710	8	10	16	12
AT1G08133	0	0	0	0
AT1G08137	0	0	0	0
AT1G56720	22	50	39	53
AT1G08143	0	0	0	0
AT1G08147	0	0	0	0
AT1G56730	0	0	0	0
AT1G56740	0	0	0	0
AT1G56750	0	0	0	0
AT1G56760	0	0	0	0
AT1G56770	0	0	0	0
AT1G56780	0	0	0	0
AT1G56790	0	0	0	0
AT1G56800	0	0	0	0
AT1G56810	0	0	0	0
AT1G56820	0	0	0	0
AT1G56830	0	0	0	0
AT1G56840	0	0	0	0
AT1G56850	0	0	0	0
AT1G56860	0	0	0	0
AT1G56870	0	0	0	0
AT1G56880	0	0	0	0
AT1G56890	0	0	0	0
AT1G56900	0	0	0	0
AT1G56910	0	0	0	0
AT1G56920	0	0	0	0
AT1G56930	0	0	0	0
