ID	WT1	WT2	atx345_1	atx345_2	
AT5G07390	0	0	0	1
AT5G07400	5	6	4	9
AT5G07410	0	0	0	0
AT5G07420	0	0	0	0
AT5G01395	0	0	0	0
AT5G07430	0	0	0	1
AT5G07440	65	121	360	295
AT5G07450	1	1	0	0
AT5G07460	153	179	114	282
AT5G07470	171	260	387	423
AT5G07475	2	0	4	1
AT5G01405	0	0	0	0
AT5G07480	0	0	0	0
AT5G07490	0	0	0	0
AT5G01415	0	0	0	0
AT5G07500	0	1	0	0
AT5G07505	0	0	0	0
AT5G07510	0	2	0	0
AT5G07520	2	10	1	0
AT5G07530	0	0	0	0
AT5G07540	0	0	0	0
AT5G07545	0	0	0	0
AT5G07550	0	0	1	0
AT5G07560	3	1	0	0
AT5G07570	0	0	2	0
AT5G07571	0	0	0	0
AT5G07572	0	0	0	0
AT5G07580	76	166	123	123
AT5G07590	38	49	71	73
AT5G07600	1	1	1	0
AT5G07610	11	15	39	33
AT5G07620	2	6	13	4
AT5G07630	92	61	87	100
AT5G07625	0	0	0	0
AT5G07640	0	3	3	4
AT5G07650	0	0	2	6
AT5G07660	2	0	8	5
AT5G07670	121	78	95	111
AT5G07675	0	0	0	0
AT5G07680	6	5	3	1
AT5G01425	0	0	0	0
AT5G07685	0	0	0	0
AT5G07690	101	48	56	124
AT5G07700	9	9	1	13
AT5G07710	29	35	56	83
AT5G07720	7	3	3	1
AT5G07730	19	20	35	17
AT5G07740	113	61	221	298
AT5G07760	2	0	14	2
AT5G07770	32	16	237	212
AT5G07780	1	1	14	14
AT5G07790	11	9	34	21
AT5G07800	17	11	9	15
AT5G07810	1	2	7	7
AT5G07820	10	7	34	19
AT5G07830	33	124	195	91
AT5G07840	73	110	82	66
AT5G07850	0	0	0	0
AT5G07860	80	76	95	86
AT5G07870	32	46	52	60
AT5G07880	0	1	0	0
AT5G07890	26	37	39	50
AT5G07900	9	25	18	42
AT5G01435	0	0	0	0
AT5G07910	114	82	84	102
AT5G07920	50	24	65	85
AT5G07930	0	0	0	0
AT5G07940	40	29	110	122
AT5G07950	34	32	36	37
AT5G07960	194	124	197	159
AT5G07970	25	31	107	130
AT5G07980	17	29	102	110
AT5G01455	0	0	0	0
AT5G01465	0	0	0	0
AT5G07990	104	35	18	111
AT5G08000	68	69	95	146
AT5G08005	0	0	0	0
AT5G08010	11	8	14	15
AT5G08020	15	4	21	35
AT5G08030	9	2	2	3
AT5G08040	516	186	267	369
AT5G08050	334	186	236	372
AT5G08055	0	0	0	0
AT5G08060	187	273	380	461
AT5G08070	33	10	14	30
AT5G08075	0	0	0	0
AT5G08080	78	61	107	147
AT5G08090	0	0	0	0
AT5G08100	158	158	106	126
AT5G08110	8	8	16	15
AT5G08120	22	15	49	44
AT5G08130	68	33	100	98
AT5G01475	0	0	0	0
AT5G08139	87	63	86	75
AT5G08141	0	0	0	0
AT5G01485	0	0	0	0
AT5G08150	4	2	3	0
AT5G08160	288	242	332	308
AT5G08170	145	227	202	212
AT5G08180	239	67	205	465
AT5G01495	0	0	1	2
AT5G01505	1	1	3	2
AT5G01515	3	0	1	0
AT5G08190	18	16	36	62
AT5G08200	39	37	49	52
AT5G08230	19	19	65	58
AT5G01535	0	0	0	0
AT5G08240	4	9	72	40
AT5G08250	1	0	1	2
AT5G08260	294	220	308	358
AT5G08270	14	13	8	5
AT5G08280	448	555	1070	1094
AT5G01545	0	0	1	2
AT5G08290	635	576	614	619
AT5G08300	381	383	718	841
AT5G08305	2	1	4	3
AT5G08310	6	4	16	29
AT5G08315	0	0	0	0
AT5G08320	39	61	86	53
AT5G08330	132	419	363	217
AT5G08335	38	40	24	23
AT5G08340	38	28	51	39
AT5G08350	0	0	0	0
AT5G08360	13	3	6	8
AT5G08370	31	43	46	59
AT5G08380	134	89	305	346
AT5G08391	7	1	3	1
AT5G08390	36	57	98	84
AT5G08400	28	16	53	63
AT5G08410	914	689	405	395
AT5G08415	43	56	68	85
AT5G08420	98	29	122	150
AT5G08430	70	53	82	131
AT5G08440	40	43	79	108
AT5G08450	138	45	148	158
AT5G08460	1	0	0	0
AT5G08470	52	61	152	142
AT5G08480	0	0	0	0
AT5G08490	0	0	8	2
AT5G08500	73	108	134	156
AT5G08505	0	0	0	0
AT5G08510	21	17	32	45
AT5G08520	26	84	97	58
AT5G08530	1322	1401	1743	2254
AT5G08535	8	35	50	61
AT5G08540	89	126	293	331
AT5G08550	22	24	58	79
AT5G01555	0	0	0	0
AT5G08560	95	160	232	265
AT5G08565	28	47	48	18
AT5G08570	102	192	276	305
AT5G08580	55	69	112	120
AT5G08590	116	177	256	312
AT5G08600	0	1	0	0
AT5G08610	159	31	391	514
AT5G08620	56	32	152	194
AT5G08630	30	5	48	33
AT5G08640	499	40	25	334
AT5G08650	1217	1095	918	1196
AT5G08660	45	76	180	164
AT5G08670	2086	1899	2669	3065
AT5G08680	1057	931	1453	1677
AT5G08690	2497	1815	2760	3516
AT5G08695	0	0	0	0
AT5G08710	99	96	112	146
AT5G01565	0	0	0	0
AT5G01575	0	0	0	0
AT5G01585	0	0	0	0
AT5G08720	111	124	116	213
AT5G08730	0	0	0	0
AT5G08740	229	220	226	320
AT5G08750	66	55	50	69
AT5G08760	856	402	376	1056
AT5G08770	23	20	21	35
AT5G08780	8	4	8	8
AT5G08790	144	165	458	566
AT5G01605	0	0	0	0
AT5G09210	0	0	0	0
AT5G09220	2422	3382	1508	1601
AT5G09225	180	92	74	111
AT5G09230	59	65	49	88
AT5G01615	0	0	0	0
AT5G09240	37	35	8	18
AT5G09250	44	55	59	94
AT5G09260	13	5	19	17
AT5G09270	39	19	64	47
AT5G09280	0	0	0	0
AT5G09290	0	4	91	66
AT5G09300	9	21	36	29
AT5G09310	162	145	160	135
AT5G09315	16	16	33	30
AT5G09320	0	0	1	1
AT5G09330	250	249	447	590
AT5G09340	0	0	0	0
AT5G09345	0	0	0	0
AT5G09350	13	15	20	25
AT5G09360	0	1	0	0
AT5G09370	0	0	0	1
AT5G09380	16	28	36	48
AT5G09390	33	39	88	109
AT5G09400	57	128	217	193
AT5G09410	48	83	166	174
AT5G09420	16	6	82	112
AT5G09430	1	0	0	0
AT5G09440	219	181	126	174
AT5G09443	0	0	0	0
AT5G09445	0	0	0	0
AT5G09450	31	36	59	45
AT5G09460	152	105	137	197
AT5G09470	4	5	6	4
AT5G09480	3	1	1	3
AT5G09490	0	0	0	0
AT5G09500	0	0	1	0
AT5G09510	313	251	632	827
AT5G09513	0	0	0	0
AT5G09520	4	1	0	6
AT5G09530	6	0	3	4
AT5G09540	5	4	16	10
AT5G09550	0	0	0	0
AT5G09560	0	0	0	0
AT5G09570	3	4	432	379
AT5G09580	12	4	21	30
AT5G09585	3	3	6	6
AT5G09590	109	31	236	588
AT5G09600	421	290	293	407
AT5G09610	0	0	1	0
AT5G09620	153	40	118	117
AT5G09630	16	27	30	19
AT5G09640	0	0	0	0
AT5G09650	1191	723	982	1237
AT5G09655	0	0	0	0
AT5G09660	4148	6882	2976	4166
AT5G09670	93	79	107	198
AT5G09680	145	100	127	135
AT5G09690	12	21	39	26
AT5G09700	1	0	3	2
AT5G09710	2	2	16	4
AT5G09711	0	0	0	0
AT5G09720	0	0	0	0
AT5G09730	18	17	42	43
AT5G09740	21	11	40	36
AT5G09750	0	0	0	0
AT5G09755	0	0	0	0
AT5G09760	113	87	104	192
AT5G09770	59	85	176	187
AT5G09780	0	0	0	1
AT5G09790	11	23	47	45
AT5G09795	0	0	0	0
AT5G09800	37	6	18	16
AT5G09805	7	2	2	3
AT5G09810	1442	2440	2709	3083
AT5G09820	38	27	28	49
AT5G09830	78	80	93	145
AT5G09840	5	1	18	27
AT5G09850	110	75	118	170
AT5G09860	50	29	68	90
AT5G09870	722	526	428	980
AT5G09876	0	0	0	4
AT5G09880	56	46	117	182
AT5G09890	74	88	167	212
AT5G09900	128	161	383	377
AT5G09910	0	0	0	0
AT5G01635	0	0	0	0
AT5G09920	255	127	196	226
AT5G09930	2	1	3	23
AT5G09940	0	0	0	0
AT5G09950	1	0	6	9
AT5G09960	23	34	38	47
AT5G09970	2	3	8	4
AT5G09975	0	0	0	0
AT5G09976	5	6	2	6
AT5G09978	0	0	0	0
AT5G09980	7	3	5	3
AT5G09990	10	10	8	12
AT5G09995	53	32	59	70
AT5G01645	0	0	0	0
AT5G10000	0	0	0	0
AT5G10010	41	24	69	127
AT5G10020	75	81	103	143
AT5G10030	29	71	66	64
AT5G10040	1	0	4	5
AT5G10050	28	79	38	45
AT5G10060	19	24	76	76
AT5G10070	71	39	72	124
AT5G10080	15	6	16	26
AT5G10090	0	0	0	0
AT5G10100	6	1	2	4
AT5G01655	0	0	0	0
AT5G10110	17	15	24	29
AT5G01665	0	0	0	0
AT5G10120	0	0	0	0
AT5G10130	1	3	0	0
AT5G01675	0	0	0	0
AT5G10140	0	1	1	1
AT5G10150	70	23	40	68
AT5G10160	219	165	144	176
AT5G10170	37	40	19	39
AT5G10180	317	454	443	497
AT5G10190	50	99	188	156
AT5G10200	20	28	42	48
AT5G10210	1	2	2	0
AT5G10220	0	0	0	0
AT5G10230	0	0	0	0
AT5G10235	0	0	0	0
AT5G10240	100	101	138	141
AT5G10250	4	4	2	1
AT5G10260	9	4	5	4
AT5G10270	34	35	84	67
AT5G01685	0	0	0	0
AT5G10278	0	0	0	0
AT5G01695	0	0	0	0
AT5G10280	0	0	1	2
AT5G10290	71	74	167	288
AT5G10300	14	17	33	66
AT5G10310	27	32	8	14
AT5G10320	32	34	17	23
AT5G01725	0	0	0	0
AT5G01705	0	0	0	0
AT5G10330	94	79	91	133
AT5G10336	0	2	6	1
AT5G10340	2	0	1	3
AT5G10350	95	81	147	216
AT5G10360	508	398	1317	1819
AT5G10370	14	20	45	65
AT5G10380	72	76	725	739
AT5G10390	103	51	112	148
AT5G10400	103	49	133	159
AT5G10410	26	9	11	19
AT5G10420	0	0	0	0
AT5G10430	2	2	3	5
AT5G10435	0	0	0	0
AT5G10440	12	3	3	8
AT5G10450	1978	2349	2708	2587
AT5G10455	0	0	0	0
AT5G10460	253	127	128	204
AT5G10470	107	133	204	387
AT5G10480	774	299	258	289
AT5G10490	51	13	61	54
AT5G10500	0	0	0	0
AT5G10510	9	6	7	9
AT5G10520	8	4	12	4
AT5G10525	0	0	0	0
AT5G10540	126	255	542	487
AT5G10530	0	0	0	0
AT5G01765	0	0	0	0
AT5G10550	114	77	144	249
AT5G10560	159	258	374	328
AT5G10570	4	6	7	7
AT5G01775	3	1	1	3
AT5G01785	0	0	0	0
AT5G10572	0	0	0	1
AT5G10580	11	1	2	2
AT5G10590	0	0	0	0
AT5G01795	0	0	0	0
AT5G10600	0	0	0	0
AT5G10605	0	1	1	5
AT5G10610	112	114	137	180
AT5G10620	51	41	39	20
AT5G10625	0	1	6	3
AT5G10630	25	31	57	80
AT5G10650	24	37	71	97
AT5G01805	0	0	0	0
AT5G10660	0	0	0	2
AT5G10670	0	0	1	2
AT5G10680	1	0	0	0
AT5G10690	268	274	327	286
AT5G10695	0	0	0	0
AT5G01815	0	0	0	0
AT5G10700	45	33	44	27
AT5G10710	45	47	73	62
AT5G01825	0	0	0	0
AT5G10720	0	0	0	0
AT5G10730	371	165	114	181
AT5G10740	27	22	41	69
AT5G10745	75	58	70	46
AT5G10750	42	69	72	78
AT5G10760	58	94	1845	1741
AT5G10770	157	174	137	201
AT5G10780	249	311	462	337
AT5G10790	39	44	90	46
AT5G10800	2	0	2	0
AT5G10810	180	80	145	163
AT5G10820	38	20	26	19
AT5G10830	9	21	8	10
AT5G10840	474	365	539	668
AT5G01835	0	0	0	0
AT5G10850	0	3	0	0
AT5G10860	526	681	1097	494
AT5G10870	29	52	65	49
AT5G10880	0	0	1	3
AT5G10890	1	0	8	4
AT5G10900	6	16	32	27
AT5G10910	20	13	57	66
AT5G10920	154	88	273	345
AT5G10930	145	60	36	144
AT5G10940	55	67	160	155
AT5G10946	26	11	3	3
AT5G10950	39	10	26	30
AT5G10960	1527	797	725	919
AT5G10965	2	0	0	1
AT5G10970	0	0	0	0
AT5G10980	365	351	628	745
AT5G10990	11	0	0	4
AT5G11000	96	146	166	200
AT5G11010	75	46	103	83
AT5G11020	41	24	31	38
AT5G11030	89	59	116	102
AT5G11040	64	91	219	209
AT5G11050	0	0	0	0
AT5G11060	181	231	292	274
AT5G11070	105	178	147	206
AT5G11080	0	0	0	0
AT5G01845	0	0	0	0
AT5G11090	237	220	201	190
AT5G11100	4	8	0	9
AT5G11110	18	14	32	61
AT5G11130	0	0	0	1
AT5G11140	6	4	0	1
AT5G11150	153	41	65	64
AT5G11160	99	35	50	60
AT5G11170	448	325	669	940
AT5G11180	0	0	0	0
AT5G01855	0	0	0	0
AT5G11190	1	3	6	16
AT5G11200	215	216	504	605
AT5G11210	0	1	10	15
AT5G01865	0	0	0	0
AT5G11220	0	0	0	0
AT5G11225	0	0	0	0
AT5G11230	66	34	40	81
AT5G11240	30	23	126	212
AT5G11242	0	2	0	3
AT5G11250	11	79	117	112
AT5G11260	57	13	19	98
AT5G11270	63	73	88	154
AT5G11280	217	137	157	144
AT5G11290	0	0	1	0
AT5G11300	4	4	13	8
AT5G11310	5	6	14	18
AT5G11320	4	2	4	3
AT5G11325	0	0	0	0
AT5G11330	195	236	237	288
AT5G11340	64	58	136	141
AT5G11350	24	38	93	79
AT5G11360	0	0	2	1
AT5G11370	0	0	0	0
AT5G11380	90	86	135	127
AT5G11390	13	9	26	26
AT5G11400	0	0	0	0
AT5G11410	6	4	7	17
AT5G11412	0	0	0	0
AT5G01875	0	0	0	0
AT5G11416	1	0	0	0
AT5G11420	489	457	705	737
AT5G11430	54	54	74	131
AT5G11425	0	0	0	0
AT5G11440	0	0	1	1
AT5G11450	967	449	644	678
AT5G11460	38	28	25	29
AT5G11470	7	4	5	8
AT5G11475	0	0	0	0
AT5G11480	150	160	283	399
AT5G11490	68	113	303	288
AT5G11500	166	116	348	493
AT5G11510	11	13	29	28
AT5G11520	291	363	659	662
AT5G11530	6	14	36	65
AT5G11540	1	4	3	1
AT5G11550	249	308	155	356
AT5G11560	161	206	749	829
AT5G11565	0	0	0	0
AT5G11570	0	1	0	0
AT5G11580	56	159	288	162
AT5G11590	25	4	6	7
AT5G11600	13	11	21	20
AT5G11610	9	28	34	6
AT5G11620	6	14	5	9
AT5G11630	109	29	88	90
AT5G11640	148	101	80	89
AT5G11650	1137	386	209	505
AT5G11660	0	0	0	0
AT5G11670	982	1732	2057	954
AT5G11680	80	126	209	189
AT5G11690	144	64	49	73
AT5G11700	447	568	692	814
AT5G11710	159	193	266	320
AT5G11720	75	121	205	203
AT5G11730	127	98	112	121
AT5G11740	1264	950	730	648
AT5G01885	0	0	0	0
AT5G11750	80	43	62	101
AT5G11760	22	14	61	48
AT5G11770	932	656	1050	1259
AT5G11780	4	3	3	10
AT5G11790	767	320	204	401
AT5G11800	56	95	138	94
AT5G11810	223	155	180	183
AT5G11820	0	0	0	0
AT5G11830	0	0	0	0
AT5G11840	281	348	219	247
AT5G11850	70	109	232	206
AT5G11860	163	104	191	151
AT5G11870	6	1	4	4
AT5G11880	264	225	437	436
AT5G11890	52	72	116	152
AT5G11900	86	99	152	231
AT5G11910	136	103	110	130
AT5G11920	8	8	39	45
AT5G11930	120	42	14	45
AT5G11940	0	0	0	0
AT5G11950	327	271	186	255
AT5G11960	293	212	218	234
AT5G11970	4	5	1	6
AT5G11975	0	0	0	0
AT5G11980	65	76	124	139
AT5G11990	10	4	3	9
AT5G12000	0	0	0	0
AT5G12010	102	63	89	222
AT5G12020	2	0	1	3
AT5G12030	0	0	2	0
AT5G12040	400	275	376	471
AT5G12043	0	0	0	0
AT5G01925	0	0	0	0
AT5G12050	16	31	14	14
AT5G12060	0	0	0	0
AT5G12070	0	0	0	0
AT5G12080	108	68	129	175
AT5G12085	0	0	0	0
AT5G12090	0	0	0	0
AT5G12100	21	23	39	65
AT5G12110	90	51	16	78
AT5G12120	52	34	92	80
AT5G12130	316	176	235	247
AT5G12140	393	832	597	759
AT5G12150	361	242	371	595
AT5G12170	229	131	177	187
AT5G12180	1	0	1	2
AT5G12190	37	38	70	67
AT5G12200	117	190	264	209
AT5G12210	296	248	259	255
AT5G12220	8	11	27	40
AT5G12230	50	16	43	54
AT5G12235	3	0	1	1
AT5G12236	0	0	0	0
AT5G12240	69	52	93	103
AT5G12250	361	680	603	552
AT5G12260	50	42	66	56
AT5G12270	0	0	1	1
AT5G12280	0	0	0	0
AT5G12290	50	93	166	153
AT5G12300	3	3	11	6
AT5G12310	179	197	250	290
AT5G12320	127	86	77	106
AT5G12330	5	1	13	23
AT5G12340	1	6	1	1
AT5G12350	41	39	129	130
AT5G12360	4	8	12	11
AT5G12370	242	367	756	657
AT5G01935	0	0	1	0
AT5G12380	0	0	0	0
AT5G12390	89	100	89	61
AT5G01945	0	1	1	0
AT5G12400	24	25	115	96
AT5G12410	33	9	65	63
AT5G12420	33	10	124	105
AT5G12430	26	25	100	100
AT5G12440	67	83	116	124
AT5G12450	1	1	0	0
AT5G12460	0	0	0	0
AT5G12470	3440	2412	1219	2124
AT5G12480	65	73	190	246
AT5G12840	60	47	79	140
AT5G12850	85	168	215	260
AT5G12860	4121	1601	1662	2382
AT5G12870	1	2	4	4
AT5G12880	7	2	7	8
AT5G12890	110	99	207	265
AT5G12900	47	30	43	110
AT5G12910	0	1	0	0
AT5G12920	16	10	11	15
AT5G12930	14	10	48	27
AT5G12940	99	140	73	21
AT5G12950	20	107	153	55
AT5G12960	0	0	0	0
AT5G12970	6	4	6	4
AT5G12980	96	73	95	120
AT5G12990	0	1	1	0
AT5G13000	454	309	527	773
AT5G13010	36	42	206	141
AT5G13020	95	75	174	189
AT5G13030	246	268	507	567
AT5G13050	50	61	63	82
AT5G13060	13	7	18	43
AT5G13070	49	61	117	118
AT5G13080	0	1	41	26
AT5G13090	102	119	110	156
AT5G13100	612	335	262	494
AT5G13110	185	137	110	159
AT5G13120	559	539	554	857
AT5G13130	0	0	0	0
AT5G13140	128	169	166	203
AT5G01955	0	0	0	0
AT5G13150	0	0	0	0
AT5G13160	100	126	136	184
AT5G13170	9	2	0	1
AT5G01965	0	0	0	0
AT5G13180	586	369	443	579
AT5G13181	2	1	0	1
AT5G01975	0	0	0	0
AT5G01985	1	0	0	0
AT5G01995	0	0	0	0
AT5G02015	0	0	0	0
AT5G13190	454	498	345	335
AT5G13200	82	52	80	90
AT5G13205	2	4	0	3
AT5G13210	7	6	200	221
AT5G02045	0	0	0	0
AT5G13220	17	39	37	30
AT5G02055	0	0	0	0
AT5G13225	0	0	0	0
AT5G13230	0	0	1	3
AT5G13240	298	134	126	166
AT5G13250	1	3	3	5
AT5G02075	0	0	0	1
AT5G13260	81	81	177	197
AT5G13270	28	26	67	55
AT5G13280	223	179	317	391
AT5G13290	19	27	15	22
AT5G13295	0	0	0	0
AT5G13300	65	104	199	171
AT5G13310	18	25	34	47
AT5G02085	0	0	0	0
AT5G13320	15	18	189	318
AT5G13330	0	0	24	15
AT5G13340	8	1	8	7
AT5G13350	0	0	0	0
AT5G13360	61	63	65	145
AT5G13370	35	18	118	189
AT5G13380	0	0	0	0
AT5G13390	262	278	354	495
AT5G13400	237	107	78	128
AT5G13410	355	357	150	178
AT5G13420	148	173	245	487
AT5G13430	756	485	553	644
AT5G13440	897	587	614	755
AT5G13450	515	534	809	1126
AT5G13460	8	6	10	7
AT5G13470	45	34	38	34
AT5G13475	0	0	0	0
AT5G13480	34	37	102	179
AT5G13485	0	0	0	0
AT5G13490	85	72	167	174
AT5G13500	192	138	170	209
AT5G02095	0	0	0	0
AT5G13510	155	121	197	193
AT5G13520	45	28	81	110
AT5G13530	86	67	235	238
AT5G13548	0	0	0	0
AT5G13550	220	212	244	381
AT5G13560	139	68	169	145
AT5G13565	0	0	0	0
AT5G13570	18	27	64	54
AT5G13580	2	2	2	2
AT5G13590	31	48	123	159
AT5G13600	0	0	0	0
AT5G13610	104	67	76	82
AT5G13620	0	0	0	0
AT5G13630	4407	3156	5140	9100
AT5G13640	248	275	293	384
AT5G13650	2938	1424	1827	4379
AT5G13655	0	0	0	0
AT5G13660	18	19	35	25
AT5G13670	0	0	0	0
AT5G13680	48	67	193	234
AT5G13690	31	40	72	69
AT5G13700	1	1	2	0
AT5G13710	208	315	599	642
AT5G13720	535	373	297	302
AT5G13730	32	32	39	60
AT5G13740	674	410	230	188
AT5G13750	267	89	50	69
AT5G13760	77	92	118	169
AT5G13770	180	222	183	371
AT5G13780	151	260	426	505
AT5G13790	1	1	1	1
AT5G13800	253	479	427	331
AT5G13810	357	280	217	355
AT5G13820	10	6	13	15
AT5G13825	0	0	0	0
AT5G13830	8	1	23	16
AT5G13840	12	21	33	44
AT5G02105	0	0	0	0
AT5G13845	0	0	0	0
AT5G13850	141	96	208	370
AT5G02115	0	0	0	0
AT5G13860	35	36	58	48
AT5G13870	10	16	5	6
AT5G13880	4	2	8	12
AT5G13890	78	55	89	107
AT5G13900	2	0	1	1
AT5G13910	1	0	0	1
AT5G13920	6	11	15	21
AT5G13930	1950	604	371	3462
AT5G13940	0	0	0	1
AT5G02125	0	0	0	0
AT5G13950	43	84	199	168
AT5G13960	26	18	42	40
AT5G13970	16	14	32	41
AT5G13980	73	107	336	319
AT5G13990	0	1	0	2
AT5G14000	3	1	9	10
AT5G02135	0	0	0	0
AT5G14010	0	0	0	0
AT5G14020	0	0	0	0
AT5G14030	948	481	823	1003
AT5G14035	0	0	0	0
AT5G14040	2378	1364	1455	2307
AT5G14050	47	34	114	179
AT5G14060	716	1108	827	876
AT5G02145	0	0	0	0
AT5G14070	0	4	3	4
AT5G14080	28	37	58	59
AT5G14090	9	4	11	8
AT5G14100	138	61	54	55
AT5G14105	72	61	125	152
AT5G14110	0	3	1	0
AT5G14120	509	2537	2161	896
AT5G02155	0	1	0	0
AT5G14130	1	0	1	2
AT5G14140	18	21	30	30
AT5G14150	0	0	1	0
AT5G14160	2	0	0	0
AT5G14170	58	49	161	134
AT5G14180	0	0	2	2
AT5G14200	1019	2075	1573	2057
AT5G14210	112	133	121	140
AT5G14220	116	125	185	192
AT5G02175	0	0	0	0
AT5G02185	0	0	0	0
AT5G14230	9	17	29	38
AT5G02195	0	0	0	0
AT5G14240	131	209	262	240
AT5G14250	116	110	147	189
AT5G14260	391	820	817	743
AT5G14270	18	33	114	64
AT5G14275	0	0	0	0
AT5G14280	2	2	1	0
AT5G14285	35	59	58	61
AT5G02205	0	0	0	0
AT5G14290	0	0	0	0
AT5G14300	0	0	0	0
AT5G14310	71	78	88	79
AT5G14320	2511	1927	1801	1705
AT5G14330	8	7	11	12
AT5G02215	0	0	0	0
AT5G14340	0	0	0	0
AT5G14345	0	0	0	0
AT5G14350	14	7	5	13
AT5G14360	1	0	1	3
AT5G14370	98	25	53	74
AT5G14380	12	3	2	0
AT5G14390	39	62	92	73
AT5G14400	0	0	0	0
AT5G14410	94	34	27	35
AT5G14420	103	108	232	276
AT5G14430	104	261	353	316
AT5G14440	61	6	47	46
AT5G02225	1	0	0	0
AT5G14450	15	43	26	21
AT5G14460	94	99	188	252
AT5G14470	2	0	1	2
AT5G14480	49	40	71	55
AT5G14490	0	0	16	10
AT5G14495	0	0	0	0
AT5G14500	22	53	41	69
AT5G14510	1	0	1	1
AT5G14515	0	0	0	0
AT5G14520	78	49	261	336
AT5G14530	52	48	95	97
AT5G14540	132	85	260	267
AT5G02245	0	0	0	0
AT5G02255	0	1	0	1
AT5G14550	163	86	88	71
AT5G14560	0	0	0	0
AT5G14570	476	244	115	290
AT5G14580	4	5	56	67
AT5G14590	103	135	296	375
AT5G14600	26	15	48	56
AT5G14602	0	0	0	0
AT5G14610	115	75	135	160
AT5G14620	46	55	102	84
AT5G14640	337	176	141	336
AT5G02265	0	0	0	0
AT5G02275	0	0	0	0
AT5G14650	5	2	6	7
AT5G14660	358	238	250	282
AT5G14670	0	0	0	0
AT5G14680	91	93	99	124
AT5G14690	10	8	7	7
AT5G14700	180	80	48	134
AT5G14710	34	32	16	39
AT5G14720	62	61	162	178
AT5G14730	5	39	96	48
AT5G14740	4559	6587	4934	7946
AT5G14750	0	0	1	1
AT5G14760	357	61	50	381
AT5G14770	9	11	27	34
AT5G14780	289	347	697	726
AT5G14790	93	82	103	98
AT5G14800	380	323	758	977
AT5G14810	2	0	1	4
AT5G14820	1	0	0	0
AT5G14830	8	2	16	25
AT5G14840	60	37	53	58
AT5G14850	74	37	67	76
AT5G14860	1	0	1	2
AT5G14870	1	0	0	0
AT5G14880	697	294	267	430
AT5G14890	5	4	3	2
AT5G14895	1	0	0	1
AT5G14900	0	0	0	0
AT5G14910	1651	819	1039	862
AT5G14920	201	75	347	282
AT5G14930	42	72	231	273
AT5G14940	42	46	71	78
AT5G14950	49	70	194	180
AT5G14960	0	2	6	4
AT5G14970	545	645	358	424
AT5G14980	0	0	0	0
AT5G14990	0	0	0	0
AT5G14995	0	0	0	0
AT5G15000	0	0	0	0
AT5G15008	0	0	0	0
AT5G15010	10	3	14	14
AT5G15020	104	151	281	297
AT5G15022	0	0	0	1
AT5G02295	0	0	0	0
AT5G02305	0	0	0	0
AT5G02315	0	0	0	0
AT5G02325	0	0	0	0
AT5G15025	9	14	23	18
AT5G15030	0	0	0	0
AT5G15040	0	0	0	0
AT5G15050	175	88	81	138
AT5G15060	0	0	0	0
AT5G15070	7	6	18	21
AT5G15080	68	94	129	92
AT5G15090	835	723	1164	1657
AT5G15100	1	1	0	0
AT5G15110	0	0	0	0
AT5G15120	17	21	68	73
AT5G15130	0	0	5	2
AT5G15140	0	0	0	0
AT5G15150	3	1	6	10
AT5G02335	0	0	0	0
AT5G15160	10	7	4	2
AT5G15170	27	39	4	0
AT5G15175	0	0	0	0
AT5G15180	3	1	1	3
AT5G15190	14	12	12	8
AT5G15200	3545	1726	3387	3538
AT5G15210	237	152	169	272
AT5G15220	107	54	84	93
AT5G02345	0	0	0	0
AT5G15230	411	306	462	292
AT5G15240	13	9	2	8
AT5G15250	0	0	0	1
AT5G15260	88	66	65	52
AT5G15265	2	0	0	0
AT5G15270	16	38	103	109
AT5G15280	25	33	34	59
AT5G15290	0	0	0	0
AT5G15300	3	2	5	7
AT5G02355	0	0	0	0
AT5G02365	0	0	0	0
AT5G02375	0	0	0	0
AT5G02395	0	0	0	0
AT5G15310	36	31	39	55
AT5G15320	870	345	413	452
AT5G15330	36	89	92	75
AT5G15340	1	2	5	5
AT5G15350	178	226	249	475
AT5G15360	0	0	3	1
AT5G02405	0	0	0	0
AT5G15380	0	0	0	1
AT5G15390	122	165	181	274
AT5G15400	80	128	295	298
AT5G15410	736	410	357	939
AT5G15420	0	0	0	0
AT5G15430	0	0	0	0
AT5G15440	102	89	91	119
AT5G02415	4	0	2	3
AT5G15450	236	157	250	552
AT5G15460	42	20	18	41
AT5G15470	37	43	69	121
AT5G15480	0	0	0	1
AT5G15490	116	124	209	352
AT5G15500	32	32	5	25
AT5G15510	6	3	14	6
AT5G15520	136	62	71	112
AT5G15530	73	44	76	60
AT5G15533	0	0	0	0
AT5G15537	5	5	8	8
AT5G02425	0	3	7	7
AT5G15540	30	43	127	107
AT5G15546	0	0	0	0
AT5G15550	107	69	271	360
AT5G15560	0	0	0	0
AT5G15570	22	27	39	56
AT5G15580	16	6	42	43
AT5G15581	0	0	0	0
AT5G15600	23	3	8	20
AT5G15610	104	132	269	307
AT5G15620	0	0	0	0
AT5G15630	9	18	9	15
AT5G15640	144	76	165	148
AT5G15650	470	837	1225	1786
AT5G15660	0	0	0	0
AT5G15670	0	0	0	0
AT5G15680	35	106	258	270
AT5G15685	0	0	0	0
AT5G15690	0	0	0	0
AT5G15700	8	3	53	74
AT5G15710	66	44	48	56
AT5G15720	1	0	0	0
