ID	InpSDG	InpWT	Inp_atx345	SDG2_K4me3	WT_K4me2	WT_K4me3	atx345_K4me2	atx345_K4me3	
AT2G07774	49.0522	18.9258	14.9658	9.4275	3.29785	0.712955	2.96817	2.09012
AT2G07784	0	0	0	0	0	0	0	0
AT2G00460	258.317	124.849	84.2973	33.7405	9.78716	1.90121	17.124	12.2794
AT2G07629	133.914	67.7666	61.3904	23.3207	5.9574	1.90121	9.13282	7.57667
AT2G07631	0	0.152627	0.152713	0	0	0	0	0
AT2G07632	0	0	0	0	0	0	0	0
AT2G07687	11.5636	4.57882	5.34494	0.992369	0.425529	0.475303	0.913282	0.783793
AT2G05205	327.885	143.165	199.748	49.6184	15.1063	2.85182	27.3984	18.0272
AT2G05215	327.885	143.165	199.748	49.6184	15.1063	2.85182	27.3984	18.0272
AT2G05245	0	0	0	0	0	0	0	0
AT2G07755	0	0	0	0	0	0	0	0
AT2G07792	16.5994	10.8366	10.6899	2.48092	0.638293	0	2.05488	1.56759
AT2G05195	544.051	268.319	362.387	84.8475	24.5743	5.46599	50.4588	31.8743
AT2G05225	85.6083	47.1619	58.4889	16.8703	3.93614	1.90121	10.0461	5.74782
AT2G05235	95.4933	47.1619	59.5579	14.8855	3.93614	0.712955	7.07793	3.6577
AT2G07688	21.2622	9.4629	9.92632	1.48855	0.212764	0.237652	1.59824	1.56759
AT2G07808	49.4253	30.9834	41.996	10.4199	2.9787	0.237652	7.07793	4.96402
AT2G07811	76.4693	45.7882	61.2377	14.8855	4.04252	0.712955	9.13282	7.3154
AT2G07633	80.759	40.9042	48.5626	17.3665	3.40423	0.950606	7.76289	5.22529
AT2G07634	0	0	0	0	0	0	0	0
AT2G07636	0	0	0	0	0	0	0	0
AT2G07689	0	0	0	0	0	0	0	0
AT2G07691	0	0	0	0	0	0	0	0
AT2G07692	0	0	0	0	0	0	0	0
AT2G07694	41.7783	17.3995	25.1976	7.44277	1.8085	0.237652	3.65313	4.18023
AT2G07697	115.263	55.8617	69.9424	25.3054	4.7872	0.950606	6.16465	7.3154
AT2G05255	0	0	0.305425	0	0	0	0	0
AT2G07813	0.559531	0.457882	1.2217	0	0	0	0.456641	0.261264
AT2G07599	50.9174	26.4046	29.9317	10.4199	2.87232	0.712955	5.25137	1.82885
AT2G07637	0	0	0	0	0.106382	0	0	0
AT2G07695	9.88505	4.4262	4.12324	0	0.319147	0	0.913282	0.261264
AT2G07696	0	0	0	0	0	0	0	0
AT2G07785	17.532	9.15765	12.8279	3.96947	0.95744	0.237652	1.82656	0.783793
AT2G07793	0	0	0	0	0	0	0	0
AT2G00470	0	0	0	0	0	0	0	0
AT2G07699	2.61115	0.915765	0.763563	0	0.106382	0	0.684961	0
AT2G07826	12.8692	3.3578	6.56664	0.496184	0.744675	0.237652	0.684961	2.09012
AT2G07667	177.558	82.5715	73.1493	22.8245	9.99993	1.18826	11.1877	8.36046
AT2G07698	7.64693	3.51043	3.6651	1.48855	0.106382	0	0	0.261264
AT2G07701	0	0	0	0	0	0	0	0
AT2G07702	0	0	0	0	0	0	0	0
AT2G07703	0	0	0	0	0	0	0	0
AT2G07704	0	0	0	0	0	0	0	0
AT2G07794	0	0	0	0	0	0	0	0
AT2G07638	225.491	105.313	104.761	29.7711	9.14887	2.37652	11.6443	8.62173
AT2G07641	27.417	14.347	14.6604	1.98474	0.531911	0.237652	0.22832	0.783793
AT2G07705	0	0	0	0	0	0	0	0
AT2G07706	41.4053	18.4679	15.5767	5.95421	0.744675	0.475303	2.96817	1.04506
AT2G07707	0	0	0	0	0	0	0	0
AT2G07708	0.18651	0	0	0	0	0	0	0
AT2G05295	0.18651	0	0	0	0	0	0	0
AT2G07663	0	0	0	0	0	0	0	0
AT2G07711	237.614	106.687	111.175	23.3207	9.04249	1.66356	14.3842	7.05414
AT2G07712	1.8651	0.915765	0.61085	0.496184	0.106382	0	0	0
AT2G07786	18.278	8.69977	6.26121	1.98474	0.425529	0	1.82656	0
AT2G07642	1.11906	0.61051	0.305425	0.496184	0.106382	0	0	0
AT2G07643	33.0123	16.4838	15.424	5.95421	0.531911	0.237652	1.36992	1.56759
AT2G07644	37.1156	20.7573	15.5767	5.95421	0.531911	0.237652	2.05488	1.30632
AT2G07713	17.7185	6.25773	9.16275	2.48092	0.638293	0	0.684961	0.783793
AT2G00480	7.64693	2.13678	3.81781	1.98474	0.319147	0	0.684961	0.261264
AT2G00490	0	0	0	0	0	0	0	0
AT2G07716	0.559531	0.305255	0.305425	0	0.106382	0	0	0.261264
AT2G07646	37.3021	13.8891	14.2023	4.46566	0.744675	0	1.1416	0.783793
AT2G07715	112.839	46.8566	52.2277	13.8932	2.87232	1.42591	6.16465	5.22529
AT2G05315	0	0	0	0	0	0	0	0
AT2G07809	0	0	0	0	0	0	0	0
AT2G07648	55.5801	21.8257	27.9464	8.43513	1.91488	0.475303	3.42481	2.35138
AT2G07718	9.32552	3.81569	3.05425	1.48855	0.319147	0	0	0
AT2G07719	0	0	0	0	0	0	0	0
AT2G07721	36.9291	17.8574	16.0348	6.4504	1.38297	0.237652	1.59824	0.783793
AT2G07722	58.7508	25.794	29.3208	10.9161	2.76594	0.475303	3.65313	1.56759
AT2G07756	0	0	0	0	0	0	0	0
AT2G07757	0	0	0	0	0	0	0	0
AT2G07723	30.2147	13.8891	17.2565	3.47329	1.06382	0.475303	3.65313	1.82885
AT2G07726	0	0	0	0	0	0	0	0
AT2G07724	0.18651	0	0	0	0	0	0	0
AT2G07725	33.3854	15.8733	20.6162	6.4504	0.425529	0.712955	1.59824	1.56759
AT2G07727	1.67859	0.763137	1.37441	0.496184	0.106382	0	0.22832	0
AT2G07728	24.9924	21.6731	25.503	4.46566	1.38297	0	2.73984	0.783793
AT2G07815	0.18651	0	0.152713	0	0	0	0	0
AT2G07729	41.9649	18.4679	26.572	5.95421	0.744675	0.475303	2.96817	1.82885
AT2G07758	0	0	0	0	0	0	0	0
AT2G05325	0.18651	0.152627	0	0	0	0	0	0
AT2G05345	12.1232	5.03671	5.95579	2.48092	0.531911	0	0.684961	1.82885
AT2G07731	0.559531	0.763137	0.458138	0	0	0	0	0
AT2G07733	23.5003	11.7523	14.5077	4.46566	1.27659	0.237652	2.2832	0.783793
AT2G07799	5.59531	2.89992	2.29069	0.992369	0.106382	0.237652	0.456641	0.261264
AT2G07807	0	0	0.152713	0	0	0	0	0
AT2G07656	205.535	98.1395	114.076	29.7711	8.19143	2.61417	10.9594	9.40552
AT2G07732	39.1672	14.9575	20.3108	6.94658	1.38297	0.475303	3.65313	3.39644
AT2G07820	0	0	0	0	0	0	0	0
AT2G07735	0	0	0	0	0	0	0	0
AT2G07736	0	0	0	0	0	0	0	0
AT2G07737	0	0	0	0	0	0	0	0
AT2G05355	0	0	0	0	0	0	0	0
AT2G07658	95.8664	38.0042	48.4099	16.3741	2.65955	0.712955	5.25137	4.4415
AT2G07659	50.1713	18.4679	25.0449	9.4275	0.531911	0.237652	6.16465	2.09012
AT2G07661	28.1631	12.5155	17.1038	4.96184	0.638293	0.237652	1.1416	1.04506
AT2G07775	44.576	19.3837	25.6557	8.43513	2.23403	0.712955	3.19649	1.56759
AT2G07787	95.8664	38.3095	48.4099	16.3741	2.65955	0.712955	5.25137	4.4415
AT2G07806	311.286	130.039	172.565	48.1299	11.9148	3.80243	19.6356	17.766
AT2G07825	1.49208	0.763137	1.98526	0	0	0	0.22832	0.522529
AT2G07827	120.672	54.488	76.8144	15.8779	6.06378	0.475303	8.9045	6.00908
AT2G07830	49.0522	20.6047	30.6952	4.46566	3.08508	0.237652	3.42481	2.61264
AT2G05365	167.486	64.8667	82.7702	41.6795	5.42549	0.950606	8.67618	7.05414
AT2G07759	0	0	0	0	0	0	0	0
AT2G07761	0	0	0	0	0	0	0	0
AT2G07762	0	0	0	0	0	0	0	0
AT2G07763	30.0282	15.568	18.7836	4.96184	0.95744	0.237652	2.73984	1.04506
AT2G07764	0	0	0.152713	0	0	0	0	0
AT2G07765	46.2546	20.6047	28.8627	5.45803	1.27659	0.950606	2.96817	3.39644
AT2G07766	0	0	0	0	0	0	0	0
AT2G00500	31.5203	14.8049	24.7394	4.46566	1.27659	0.237652	2.73984	2.35138
AT2G00510	81.3186	34.6464	51.3114	18.3588	2.65955	0.712955	5.02305	3.91897
AT2G00520	0	0.152627	0.152713	0	0	0	0	0
AT2G05375	34.8775	14.8049	19.8526	5.95421	0.851057	0.475303	2.2832	1.56759
AT2G05385	55.9531	18.01	29.1681	9.4275	1.59573	0.475303	3.19649	3.39644
AT2G07662	181.102	82.8767	112.702	23.3207	7.02122	2.13886	9.13282	11.2344
AT2G07665	13.6153	5.95247	10.6899	3.96947	0.638293	0	0.22832	0
AT2G07738	44.3895	20.4521	21.9906	7.44277	1.06382	0.950606	1.82656	2.35138
AT2G07739	26.298	12.5155	18.0201	2.97711	0.744675	0.475303	2.05488	1.04506
AT2G07741	0	0	0	0	0	0	0	0
AT2G07795	101.275	50.6723	64.1393	19.8474	5.9574	0.237652	8.67618	4.96402
AT2G07835	71.0605	29.7624	40.7743	8.93132	2.65955	0.712955	5.47969	3.39644
AT2G05395	19.2106	11.2944	15.7294	3.96947	1.70211	0.475303	3.19649	2.09012
AT2G05405	2.79766	3.3578	3.35968	0	3.51061	0.475303	4.56641	1.30632
AT2G05415	1.67859	1.37365	3.05425	0	1.27659	0	1.1416	0.261264
AT2G07670	0	0	0.152713	0	0	0	0	0
AT2G07700	8.9525	9.4629	10.079	2.48092	3.08508	0.475303	2.73984	1.82885
AT2G05425	1.11906	1.22102	1.83255	0	0.319147	0	0.456641	0.522529
AT2G05445	3.5437	4.12094	4.42866	0	1.1702	0.475303	1.1416	0.522529
AT2G07690	23.5003	34.1886	39.0944	18.3588	60.6378	18.2992	64.6147	19.8561
AT2G07710	6.71438	8.85239	9.16275	1.48855	2.76594	0.237652	3.65313	1.82885
AT2G07788	19.5836	25.6414	28.5572	3.47329	5.53187	1.18826	11.1877	4.96402
AT2G07789	10.0716	14.347	13.5914	2.48092	4.14891	0.950606	5.93633	1.30632
AT2G07790	6.90089	11.4471	12.9806	3.96947	1.91488	0	3.42481	3.13517
AT2G07720	5.96833	6.71561	8.70462	2.97711	1.70211	0.237652	2.2832	0.522529
AT2G07730	34.6909	39.0726	35.582	9.4275	10.9574	3.32712	15.0691	4.70276
AT2G07740	15.1073	21.3678	19.5472	6.4504	5.53187	0.950606	8.44786	1.82885
AT2G07791	11.5636	23.5046	25.6557	6.94658	7.44675	1.18826	8.67618	2.35138
AT2G07750	21.4487	27.0151	28.2518	6.94658	8.40419	2.37652	7.76289	4.4415
AT2G07760	14.3613	22.5889	20.4635	4.46566	7.34037	0.475303	7.53457	4.18023
AT2G07780	7.64693	5.79984	10.2317	2.97711	1.70211	0.237652	2.2832	1.56759
AT2G07800	1.49208	1.83153	3.51239	0.496184	0.531911	0	0.684961	0.261264
AT2G07810	2.23813	3.3578	3.51239	0.496184	0.851057	0.475303	0.22832	0.261264
AT2G07880	7.27391	8.24188	8.24648	0.496184	2.12764	0.950606	4.79473	1.82885
AT2G07981	58.3778	79.3663	90.2531	19.3512	19.7871	4.51538	25.1152	16.1984
AT2G09187	41.2188	46.0935	55.1292	14.3893	17.4467	3.56477	24.202	7.05414
AT2G09388	9.13901	12.0576	10.5372	3.47329	2.55317	0.950606	4.33809	1.56759
AT2G09589	21.2622	28.8466	32.3751	8.93132	8.19143	1.18826	7.53457	3.91897
AT2G09790	4.66276	5.34196	5.19223	0.992369	0.744675	0.237652	1.36992	1.30632
AT2G09810	3.73021	3.66306	5.03951	0	0.744675	0	2.51152	0.522529
AT2G09820	30.0282	40.2937	42.4541	9.92369	13.4042	1.42591	19.1789	4.96402
AT2G09830	28.9091	33.1202	39.0944	10.4199	13.9361	1.90121	13.2426	8.0992
AT2G09850	13.0557	21.3678	19.8526	0.992369	4.57443	0.712955	4.79473	3.39644
AT2G09838	2.42464	2.28941	3.97053	0	0.851057	0.237652	1.1416	0.522529
AT2G09840	8.57948	15.2627	16.493	0.992369	6.38293	0	5.25137	1.56759
AT2G09860	17.7185	20.6047	22.1433	3.96947	6.27655	0.237652	7.53457	3.91897
AT2G09862	5.78182	5.18933	4.42866	1.48855	1.59573	0.475303	2.73984	0.783793
AT2G09865	12.1232	15.1101	19.2418	3.96947	4.7872	0.950606	7.53457	1.56759
AT2G09880	7.83344	6.71561	9.31547	3.96947	2.87232	0	2.73984	1.56759
AT2G09890	19.0241	24.7257	27.7937	9.92369	6.5957	1.90121	9.58946	4.70276
AT2G05455	2.79766	1.98416	3.20696	0.496184	1.70211	0	0.684961	0.783793
AT2G09910	37.4886	44.8725	45.6611	9.92369	12.7659	1.66356	20.3205	6.53161
AT2G09920	44.949	48.3829	64.4447	11.9084	16.702	2.85182	27.1701	6.53161
AT2G09930	10.8176	14.9575	19.3945	2.97711	4.68082	0.712955	6.16465	2.35138
AT2G09953	1.8651	3.66306	4.27595	1.98474	1.06382	0	0.913282	0.522529
AT2G09956	3.73021	5.18933	6.1085	0	0.95744	0.475303	0.456641	2.09012
AT2G09960	9.32552	12.0576	15.7294	2.97711	3.19147	0.950606	3.88145	1.82885
AT2G09992	4.10323	4.4262	4.58138	1.98474	4.36167	1.18826	7.76289	1.82885
AT2G09994	9.32552	14.347	12.217	5.45803	11.9148	1.42591	14.1559	3.13517
AT2G09970	5.4088	4.73145	4.58138	1.98474	10.5318	3.80243	3.19649	1.56759
AT2G09990	5.96833	7.93663	9.16275	28.2825	9.46801	43.9656	10.7311	54.343
AT2G10000	11.7502	13.2786	15.2713	4.46566	3.72338	0.712955	7.07793	2.61264
AT2G10010	14.7343	17.8574	24.1286	9.4275	6.17017	1.18826	6.16465	1.56759
AT2G00530	2.05161	2.28941	1.83255	0	0.319147	0	0.684961	1.30632
AT2G10020	3.5437	4.88408	3.51239	1.98474	1.70211	0.237652	1.1416	1.04506
AT2G10030	20.1431	25.0309	28.2518	5.95421	7.55314	1.18826	9.36114	4.70276
AT2G10040	18.0915	18.7732	23.5177	7.44277	7.02122	1.66356	8.21953	4.70276
AT2G10050	5.03578	7.17349	9.16275	1.98474	2.02126	0.475303	1.36992	1.56759
AT2G10025	3.5437	7.17349	6.56664	0.992369	1.70211	0.950606	2.2832	1.04506
AT2G10070	5.22229	7.784	9.16275	1.98474	2.76594	0.712955	5.02305	0.783793
AT2G10080	19.3971	23.1994	25.503	5.45803	7.55314	1.18826	12.3293	2.61264
AT2G10090	4.84927	6.71561	5.95579	1.48855	0.851057	0.712955	2.2832	0.261264
AT2G10100	15.6669	19.2311	22.9069	5.45803	5.21273	0.237652	7.76289	3.91897
AT2G10105	6.15484	5.95247	6.41393	0.992369	1.91488	0	1.82656	1.04506
AT2G10110	6.15484	4.57882	6.71935	3.47329	2.23403	0	4.10977	0.522529
AT2G10120	5.96833	10.6839	9.7736	5.95421	2.65955	0.475303	5.70801	1.04506
AT2G10130	14.9208	15.4154	18.0201	3.47329	5.10634	1.66356	6.39297	3.91897
AT2G10140	8.01995	13.2786	14.0496	2.97711	2.9787	1.18826	5.02305	1.82885
AT2G10150	10.2581	12.0576	17.5619	1.98474	4.57443	0.475303	6.84961	3.39644
AT2G10165	5.03578	4.57882	7.3302	0.992369	1.48935	0.475303	2.2832	0.522529
AT2G10170	14.3613	22.5889	23.9759	2.48092	6.38293	1.18826	6.62129	3.6577
AT2G10175	5.78182	5.95247	5.49765	1.48855	1.27659	0.237652	2.2832	1.30632
AT2G10190	32.6393	46.8566	54.5184	13.8932	15.4254	2.13886	17.5807	7.57667
AT2G10200	19.7701	23.1994	25.0449	4.96184	7.7659	0.950606	10.5027	3.39644
AT2G10205	13.8018	16.9417	19.6999	0	5.10634	2.37652	7.07793	3.6577
AT2G10210	23.6868	37.699	37.4146	9.4275	9.25525	0.712955	12.5576	5.22529
AT2G10223	6.90089	9.00502	9.7736	1.98474	4.36167	0.475303	2.96817	1.04506
AT2G10226	3.91672	5.03671	7.78834	3.47329	1.27659	0.712955	4.10977	1.56759
AT2G10230	13.9883	19.6889	18.7836	4.96184	5.74464	0.712955	8.67618	2.09012
AT2G10232	4.66276	8.24188	7.78834	2.48092	2.55317	0.237652	2.05488	0.783793
AT2G10234	5.4088	5.18933	7.63563	1.98474	2.44679	0.475303	2.73984	1.30632
AT2G10237	7.46042	8.08926	11.148	0.496184	2.34041	0.237652	2.51152	1.82885
AT2G10250	29.6552	40.141	44.1339	16.8703	14.2552	2.37652	17.124	7.57667
AT2G10253	5.96833	8.69977	10.079	1.98474	1.70211	0.712955	2.51152	1.82885
AT2G10256	6.52787	10.3787	13.286	4.96184	1.70211	0.237652	2.73984	1.56759
AT2G10265	5.78182	8.54714	10.8426	0.992369	1.48935	0.950606	3.19649	2.09012
AT2G10270	9.88505	10.5313	12.3697	2.48092	2.9787	0	4.10977	2.61264
AT2G05465	5.03578	5.79984	6.41393	0.496184	1.59573	0.237652	1.59824	1.04506
AT2G05485	4.47625	5.18933	5.80308	0.496184	1.48935	0.237652	1.59824	1.04506
AT2G05495	0.932552	2.13678	2.59611	0	0.425529	0	1.36992	1.04506
AT2G10260	14.1748	16.789	22.296	6.94658	3.93614	3.08947	6.84961	2.35138
AT2G10285	2.23813	3.05255	3.81781	0	1.27659	0.475303	1.36992	0.522529
AT2G10290	6.90089	6.25773	8.5519	0.496184	2.65955	0.237652	2.73984	1.82885
AT2G10300	22.0082	30.2202	30.3898	7.44277	8.29781	1.90121	11.6443	4.4415
AT2G10310	17.905	23.9625	30.0844	14.3893	8.29781	1.42591	14.1559	4.96402
AT2G10320	25.7384	27.9308	32.3751	5.45803	8.19143	2.13886	11.416	6.00908
AT2G10350	19.0241	23.5046	23.8232	3.96947	5.53187	2.61417	8.67618	5.74782
AT2G10360	1.49208	3.05255	4.27595	0	0.425529	0.475303	1.36992	0.783793
AT2G10370	4.84927	5.49459	6.56664	2.48092	1.1702	0.950606	1.59824	1.56759
AT2G10380	3.91672	3.66306	6.56664	1.98474	2.12764	0.237652	2.05488	1.30632
AT2G10390	1.30557	3.20518	3.05425	0	1.1702	0.237652	0.913282	0.261264
AT2G10400	10.0716	14.9575	14.2023	5.45803	3.93614	1.90121	3.65313	2.87391
AT2G10405	1.30557	1.83153	2.90154	4.96184	0.638293	4.99068	0	7.05414
AT2G10410	8.9525	15.7206	15.1185	127.519	11.1701	125.005	10.9594	157.804
AT2G10420	5.03578	7.32612	6.56664	3.96947	2.65955	0.712955	2.96817	2.09012
AT2G05505	3.17068	2.89992	5.19223	0.496184	1.1702	0.475303	0	1.04506
AT2G10430	17.159	23.5046	25.3503	13.397	9.36163	2.13886	12.5576	4.70276
AT2G10460	6.71438	10.5313	10.5372	1.98474	2.02126	0.712955	2.96817	1.56759
AT2G05515	6.52787	7.02086	8.5519	11.9084	17.1275	3.56477	12.7859	1.30632
AT2G10450	3.91672	4.88408	6.26121	0.992369	8.08505	1.18826	8.67618	0.522529
AT2G10465	3.35719	7.47875	9.7736	4.46566	1.91488	0.712955	1.36992	1.04506
AT2G10470	2.61115	4.88408	5.49765	0.992369	1.8085	0.237652	2.2832	0.783793
AT2G10480	7.0874	8.08926	11.9116	0	2.76594	0	3.42481	1.56759
AT2G10490	17.159	20.6047	23.9759	8.93132	8.08505	1.18826	7.07793	3.13517
AT2G10500	4.66276	5.64722	5.34494	0.496184	1.06382	0.475303	0.684961	0.261264
AT2G10510	36.9291	42.1252	48.1045	6.94658	12.8722	2.13886	17.809	4.96402
AT2G05525	3.5437	3.20518	2.74883	0	0.851057	0.475303	0.22832	0
AT2G10530	13.4288	16.789	14.355	8.93132	6.27655	0.475303	7.30625	1.82885
AT2G05535	2.05161	2.74729	2.90154	0.496184	1.06382	0.237652	1.82656	0.783793
AT2G05545	2.05161	3.51043	4.42866	0	0.106382	0.237652	0.22832	0.783793
AT2G10455	2.23813	4.57882	3.20696	0.496184	2.02126	0.237652	2.96817	0.522529
AT2G10540	29.0956	30.6781	38.0254	12.9008	13.4042	1.42591	14.3842	7.05414
AT2G10537	1.67859	2.13678	3.97053	2.97711	4.99996	1.42591	1.1416	0.522529
AT2G10535	1.49208	3.05255	1.2217	2.97711	0.531911	0.237652	0.684961	0.261264
AT2G10545	9.69854	10.8366	10.8426	2.97711	3.61699	0.712955	5.02305	1.82885
AT2G10555	1.49208	2.89992	3.20696	0.496184	0.531911	0.237652	0.22832	0.261264
AT2G10550	6.34136	8.54714	10.3845	1.48855	2.65955	1.90121	3.65313	2.87391
AT2G10553	2.05161	2.28941	4.58138	0.992369	2.34041	1.90121	2.73984	1.30632
AT2G10556	2.42464	3.96831	4.42866	0.992369	0.425529	0	0.456641	1.04506
AT2G10557	0.746042	0.61051	0.916275	0	0.106382	0	0.22832	0.261264
AT2G10560	5.59531	8.08926	7.3302	2.97711	2.02126	0.237652	2.73984	1.30632
AT2G10590	22.7543	24.7257	24.1286	8.43513	7.55314	1.66356	10.2744	3.91897
AT2G10610	28.3496	35.7148	41.6905	10.4199	11.702	1.66356	13.2426	5.22529
AT2G10589	1.8651	3.3578	3.6651	0	0.212764	0	1.82656	0.522529
AT2G10605	6.90089	9.15765	7.63563	2.97711	2.34041	1.18826	3.42481	6.27035
AT2G10606	0.932552	1.98416	1.2217	0.992369	0.638293	14.2591	1.82656	15.4146
AT2G10602	11.0041	9.31028	10.8426	3.47329	2.55317	0.475303	2.51152	2.09012
AT2G10611	3.91672	4.27357	4.73409	2.48092	1.70211	0	1.1416	1.04506
AT2G10614	7.27391	12.8207	13.8968	3.96947	2.9787	0.237652	2.73984	1.04506
AT2G10617	6.52787	8.85239	9.01004	2.48092	2.87232	0.950606	3.65313	2.09012
AT2G10620	14.1748	21.3678	22.9069	7.44277	6.80846	0.712955	7.30625	4.18023
AT2G10608	6.71438	8.39451	5.49765	3.47329	2.02126	0.950606	3.42481	1.56759
AT2G10630	5.22229	6.25773	6.1085	0.496184	1.38297	0.475303	2.05488	0.783793
AT2G10640	6.52787	6.56298	5.49765	2.97711	1.48935	0.475303	2.2832	0.261264
AT2G10650	21.6352	26.5572	28.4045	10.9161	8.9361	0.712955	10.5027	3.91897
AT2G10670	13.4288	18.1627	21.9906	4.46566	6.06378	0.950606	7.07793	3.13517
AT2G10680	16.9725	18.01	19.5472	4.46566	6.27655	1.42591	7.53457	4.96402
AT2G10690	21.2622	24.7257	26.8774	3.47329	7.02122	0.475303	10.2744	4.70276
AT2G10740	5.59531	6.41035	8.09377	0.992369	1.91488	0.712955	4.10977	1.56759
AT2G10710	2.42464	4.88408	3.20696	1.98474	0.95744	0.475303	1.1416	0.261264
AT2G10720	4.84927	6.86824	6.41393	1.48855	2.55317	0.237652	2.05488	0.261264
AT2G10730	2.98417	3.51043	3.20696	0.496184	0.744675	0	1.36992	0.261264
AT2G05555	5.4088	5.34196	5.03951	14.8855	13.4042	2.37652	10.9594	1.56759
AT2G05565	1.11906	1.22102	2.29069	0	3.29785	0.237652	3.19649	0.261264
AT2G10735	15.4804	20.7573	20.0053	24.313	59.0421	5.94129	42.6959	2.87391
AT2G10760	29.6552	32.0518	38.789	15.3817	9.89354	1.18826	12.5576	5.74782
AT2G10770	1.11906	1.98416	1.2217	0	0.106382	0	0.22832	0
AT2G10780	5.22229	7.47875	7.3302	1.48855	1.1702	0.712955	2.96817	0
AT2G05575	4.28974	5.79984	4.42866	1.48855	0.744675	0.237652	2.2832	1.04506
AT2G05585	4.84927	6.1051	7.02478	2.48092	2.65955	0.475303	1.36992	0.261264
AT2G10615	11.5636	15.1101	17.7147	2.97711	5.21273	0.712955	6.16465	2.61264
AT2G10800	13.4288	19.0784	20.0053	6.94658	4.46805	1.66356	5.25137	2.09012
AT2G10802	7.46042	9.15765	9.7736	2.48092	2.44679	0.475303	3.65313	1.82885
AT2G10810	20.5161	28.694	28.71	11.4122	7.34037	1.66356	10.0461	4.18023
AT2G10830	7.27391	6.25773	6.71935	0.992369	1.48935	1.18826	0.913282	0.783793
AT2G10833	6.15484	7.63137	8.24648	1.98474	2.23403	0.712955	1.82656	1.30632
AT2G10836	3.17068	7.17349	5.03951	0.992369	0.744675	0.475303	1.82656	1.04506
AT2G10840	4.84927	6.25773	7.3302	0.992369	1.59573	0	1.36992	1.04506
AT2G10850	8.76599	12.8207	11.9116	3.96947	3.82976	0.950606	6.16465	2.61264
AT2G10860	26.671	33.2728	37.72	11.9084	11.2765	1.42591	13.9275	6.00908
AT2G10870	4.10323	4.88408	5.03951	1.98474	1.8085	0.237652	2.05488	0
AT2G10880	8.01995	10.5313	13.1333	3.96947	3.51061	0	3.42481	1.82885
AT2G10890	22.7543	28.2361	29.3208	7.44277	8.61696	2.13886	10.9594	5.48655
AT2G10900	13.2422	16.6364	16.7984	8.93132	4.04252	0.712955	6.39297	2.09012
AT2G10910	20.3296	23.5046	25.3503	6.4504	5.63826	3.08947	8.44786	4.96402
AT2G10921	4.10323	5.34196	5.19223	0.496184	1.91488	0.950606	3.42481	1.82885
AT2G10625	24.2464	29.3045	28.5572	8.93132	6.48931	3.80243	8.9045	5.48655
AT2G10920	4.10323	4.57882	4.27595	0.992369	1.70211	0.475303	2.96817	1.30632
AT2G10930	6.52787	6.56298	8.39919	13.397	5.42549	0.712955	3.19649	1.56759
AT2G10931	8.57948	10.8366	11.3007	44.1604	31.5955	33.0336	24.6586	58.262
AT2G10960	11.9367	16.1785	17.5619	4.46566	4.7872	0.950606	5.25137	1.82885
AT2G10940	12.6827	22.5889	19.2418	17.8626	27.1275	108.131	42.2393	44.9375
AT2G10950	17.532	26.8624	21.9906	71.4505	29.6806	66.0672	29.225	77.3343
AT2G10955	4.28974	6.25773	5.80308	3.96947	1.48935	0.237652	1.82656	0.261264
AT2G10965	11.7502	16.9417	13.5914	6.94658	4.57443	0.237652	6.62129	2.09012
AT2G10980	11.5636	11.1418	12.3697	1.48855	3.82976	1.18826	6.62129	3.6577
AT2G10990	9.13901	10.8366	9.46818	0.992369	2.76594	0.475303	4.79473	1.30632
AT2G10970	7.64693	8.69977	9.31547	2.97711	3.40423	0.237652	4.33809	1.30632
AT2G10975	6.90089	6.56298	9.62089	0.992369	2.44679	0.950606	2.2832	2.09012
AT2G11005	4.47625	10.0734	12.6751	8.93132	3.61699	0.712955	3.42481	1.30632
AT2G11020	21.0757	29.915	26.7247	8.93132	9.99993	0.950606	10.2744	5.22529
AT2G11010	29.0956	39.0726	39.2471	8.93132	13.2978	1.42591	12.101	6.53161
AT2G11015	6.71438	6.71561	5.80308	4.96184	1.59573	0.237652	1.82656	0.783793
AT2G11040	11.3771	15.8733	18.6309	4.46566	3.72338	1.90121	5.70801	3.39644
AT2G11050	35.064	44.1093	46.1192	14.8855	14.5744	2.85182	16.2107	6.79287
AT2G11060	7.83344	8.85239	11.148	2.48092	2.87232	0.475303	5.25137	1.30632
AT2G11080	5.4088	7.63137	6.71935	0	2.02126	0.712955	1.36992	1.30632
AT2G11090	7.83344	8.54714	10.2317	1.48855	2.44679	0	1.82656	0.522529
AT2G11100	22.1947	26.4046	31.6115	6.94658	10.6382	0.950606	11.6443	3.39644
AT2G11110	9.13901	8.08926	10.8426	1.48855	2.65955	0.237652	4.33809	1.56759
AT2G11025	2.42464	2.89992	2.74883	0	1.38297	0	0.913282	0.261264
AT2G11115	5.03578	5.49459	5.34494	3.96947	0.744675	0.475303	1.1416	0.522529
AT2G11120	10.0716	14.347	13.4387	2.48092	2.76594	1.18826	5.70801	3.13517
AT2G11130	7.46042	10.8366	12.6751	3.96947	3.40423	0.950606	3.65313	1.56759
AT2G11135	4.28974	6.56298	7.17749	2.48092	2.12764	0.237652	3.42481	1.56759
AT2G11140	13.6153	18.9258	18.3255	57.5574	33.1912	47.768	34.0197	55.1268
AT2G11150	13.0557	14.6522	20.4635	3.47329	10.2127	2.37652	14.3842	3.6577
