ID	InpSDG	InpWT	Inp_atx345	SDG2_K4me3	WT_K4me2	WT_K4me3	atx345_K4me2	atx345_K4me3	
AT4G14640	11.9367	12.9733	12.9806	6.94658	7.65952	2.37652	7.99121	4.70276
AT4G14650	13.4288	23.1994	18.4782	10.9161	13.5105	1.66356	18.7223	4.18023
AT4G14661	4.28974	5.79984	6.26121	6.94658	11.4893	1.90121	10.2744	1.56759
AT4G14660	8.01995	12.6681	14.6604	17.8626	22.6594	18.0615	21.4621	16.4597
AT4G14670	16.5994	30.2202	28.4045	21.3359	44.3614	4.99068	54.7969	6.00908
AT4G14675	7.0874	6.56298	6.1085	2.48092	7.7659	0.712955	5.70801	1.82885
AT4G14680	16.0399	27.7782	28.0991	75.9162	58.0847	54.8975	54.7969	45.9825
AT4G14690	10.4446	13.2786	14.0496	20.8397	32.5529	11.6449	30.8233	25.0814
AT4G14695	5.59531	8.54714	10.3845	2.48092	4.57443	2.37652	6.16465	2.61264
AT4G06210	6.52787	9.76816	10.2317	9.92369	20.1062	4.51538	13.6992	1.82885
AT4G06215	2.98417	3.96831	5.19223	17.8626	6.27655	29.2311	5.47969	35.2707
AT4G14700	17.7185	25.0309	25.0449	32.7482	53.2975	18.0615	33.1065	4.70276
AT4G14710	10.0716	12.6681	17.1038	24.313	19.9999	34.2218	18.494	41.2798
AT4G14713	18.0915	25.0309	20.7689	54.0841	49.0422	50.1445	46.349	37.3608
AT4G14716	6.71438	12.6681	14.355	27.7863	18.6169	25.1911	19.8639	31.613
AT4G14720	17.7185	26.2519	25.503	59.5421	40.9571	64.1659	46.349	75.5054
AT4G06220	5.59531	7.32612	7.3302	3.96947	3.82976	1.18826	2.73984	1.04506
AT4G14723	5.4088	7.32612	7.3302	11.9084	7.34037	2.85182	2.2832	1.30632
AT4G14730	15.8534	19.9942	20.6162	23.8168	42.3401	8.79311	27.6268	2.87391
AT4G06225	1.49208	3.96831	2.13798	5.45803	2.65955	14.4967	2.2832	17.2435
AT4G06235	0.746042	2.13678	1.2217	3.96947	2.02126	12.5955	1.82656	15.1533
AT4G06240	0.559531	1.6789	0.61085	3.47329	1.48935	9.26841	1.1416	8.62173
AT4G06245	0.18651	0.305255	0.152713	0	0.106382	3.56477	0.456641	4.4415
AT4G06250	0.18651	0	0.305425	0.992369	0.106382	2.13886	0.22832	3.6577
AT4G06255	0.559531	0.915765	1.06899	0.992369	0.744675	0.950606	1.59824	2.87391
AT4G06260	2.23813	2.74729	3.05425	1.48855	2.55317	1.90121	3.65313	3.91897
AT4G06265	6.71438	9.31028	6.87207	6.94658	8.40419	4.27773	8.44786	6.53161
AT4G06280	2.05161	2.89992	2.74883	0	0.851057	0	0.456641	0.522529
AT4G06275	7.64693	12.0576	8.39919	9.92369	11.4893	5.22834	11.1877	6.79287
AT4G14743	0.746042	4.12094	3.35968	0.992369	0.95744	0	2.96817	1.04506
AT4G14746	10.2581	13.5838	14.6604	10.4199	15.4254	10.6943	21.0055	27.1715
AT4G14760	33.9449	49.6039	46.73	26.794	87.8717	33.0336	91.0998	26.3877
AT4G14770	24.6194	33.7307	29.7789	12.9008	51.1698	24.2405	45.8924	21.4237
AT4G14780	14.1748	15.568	17.2565	6.4504	21.9147	3.08947	25.3436	3.13517
AT4G14785	2.05161	4.57882	5.80308	2.48092	0.851057	0.237652	1.59824	0.261264
AT4G14790	24.0598	28.2361	28.5572	33.2444	51.2762	32.5583	57.3084	34.4869
AT4G14800	12.6827	19.3837	20.0053	41.1833	30.2125	42.0643	27.8551	46.5051
AT4G14805	7.64693	11.1418	11.3007	21.3359	43.0848	9.26841	16.6674	2.09012
AT4G14811	2.05161	3.05255	3.20696	2.48092	2.02126	0.475303	2.73984	0
AT4G14810	2.98417	4.27357	4.27595	3.47329	2.76594	1.18826	4.10977	0.261264
AT4G14815	5.96833	7.63137	9.16275	0.992369	2.9787	0.712955	6.39297	1.04506
AT4G14819	5.22229	6.86824	8.24648	10.4199	8.51057	4.04008	4.56641	1.04506
AT4G14820	23.8733	32.9675	31.0006	39.6947	74.5739	37.549	71.4643	30.5679
AT4G14830	8.01995	15.568	14.2023	60.5345	36.7019	60.3635	28.0834	60.6133
AT4G14840	15.4804	24.7257	23.0596	27.2901	38.5104	28.2805	35.618	29.0004
AT4G14850	20.5161	29.4571	31.4588	95.7636	67.5527	50.3821	68.9528	56.6944
AT4G14860	5.4088	6.71561	8.09377	34.2367	23.1913	31.1324	17.124	9.40552
AT4G14870	7.64693	9.76816	8.85733	49.1222	16.0637	72.7214	17.809	66.0999
AT4G14890	6.90089	10.0734	11.148	39.1986	6.70208	79.138	8.44786	93.7939
AT4G14900	27.417	38.92	37.5673	115.115	70.3186	190.121	71.9209	222.336
AT4G14905	12.3097	16.6364	17.5619	53.0917	21.1701	29.2311	16.8957	6.53161
AT4G14910	16.2264	19.6889	21.6852	51.107	34.1487	59.1753	28.9967	58.0007
AT4G06285	2.61115	1.83153	3.35968	18.855	2.65955	17.8239	2.51152	10.4506
AT4G14930	17.7185	25.3362	24.1286	54.0841	33.5104	51.0951	40.4127	34.2256
AT4G14940	20.7027	24.573	29.4735	31.7558	48.6167	9.74372	35.618	4.4415
AT4G14950	20.7027	27.0151	26.7247	35.7253	40.9571	56.3234	42.2393	59.5683
AT4G14960	15.6669	20.4521	28.2518	42.6719	48.9358	81.2769	55.4819	77.073
AT4G14970	45.1355	56.7774	58.4889	74.4277	94.0419	23.2899	85.6202	15.4146
AT4G14980	13.8018	24.1151	22.4487	23.8168	41.0635	3.08947	49.3172	1.82885
AT4G15000	7.83344	10.6839	10.6899	56.0688	14.5744	103.378	12.3293	102.154
AT4G15010	21.6352	26.0993	20.4635	54.0841	34.2551	45.6291	34.4764	42.8474
AT4G15020	26.298	29.3045	30.6952	38.7024	54.3613	49.4315	57.5367	48.3339
AT4G15025	2.61115	3.05255	3.51239	12.9008	6.27655	26.617	5.02305	25.3426
AT4G15030	25.3654	24.1151	28.2518	48.6261	25.6381	48.0056	24.8869	51.4691
AT4G15040	19.9566	23.5046	23.2123	2.97711	13.9361	2.61417	17.5807	3.91897
AT4G15050	8.01995	7.32612	10.3845	0	2.23403	1.42591	2.96817	2.35138
AT4G15053	9.13901	8.54714	10.3845	2.97711	3.93614	0.950606	4.79473	2.87391
AT4G15056	8.01995	8.69977	7.17749	2.97711	1.59573	1.66356	3.19649	0.783793
AT4G15070	22.3813	27.4729	28.71	69.962	56.7017	43.9656	67.5828	40.496
AT4G15075	5.4088	4.4262	5.19223	8.43513	4.68082	1.42591	6.62129	1.30632
AT4G15080	27.417	37.8516	35.2766	58.5498	66.0633	49.1939	70.0944	43.1086
AT4G15093	9.88505	11.1418	14.8131	14.3893	14.1488	6.17894	8.67618	3.91897
AT4G15096	0.932552	1.52627	1.67984	2.48092	0.744675	0.475303	0.456641	0.261264
AT4G15100	15.2939	19.9942	22.296	7.93895	13.5105	2.13886	16.2107	6.27035
AT4G15110	19.2106	26.4046	27.3355	50.6108	42.3401	62.74	44.0658	51.2078
AT4G06290	1.67859	2.13678	1.67984	2.48092	0.95744	0.475303	0.913282	0.783793
AT4G15120	10.0716	13.4312	11.7589	15.8779	35.3189	14.0214	19.8639	13.3245
AT4G15130	9.88505	15.1101	12.8279	33.2444	21.0637	43.9656	18.2656	46.5051
AT4G15140	6.71438	9.76816	6.26121	29.2749	12.7659	19.7251	6.84961	4.4415
AT4G15150	5.03578	6.41035	7.3302	6.94658	10.7446	1.42591	5.02305	1.82885
AT4G15160	16.4129	16.0259	17.8674	18.855	30.1062	4.51538	21.0055	4.96402
AT4G15165	11.9367	18.3153	15.7294	21.3359	30.5317	13.5461	31.9649	19.3336
AT4G15180	74.0446	98.9026	94.3764	72.4429	217.445	108.131	241.563	109.731
AT4G15200	22.9408	29.4571	29.7789	11.4122	39.5742	2.85182	38.5861	4.96402
AT4G15215	43.4569	52.1986	56.1982	33.2444	84.6802	10.932	102.516	12.2794
AT4G02945	3.5437	5.18933	3.6651	6.4504	3.29785	2.85182	1.36992	1.56759
AT4G15233	27.7901	34.9517	40.6215	13.397	48.723	7.3672	63.9297	24.8201
AT4G06295	1.67859	2.59467	1.83255	0.992369	0.531911	0.712955	0.684961	0.261264
AT4G06300	2.23813	3.3578	2.4434	1.48855	1.38297	0.475303	1.59824	0.261264
AT4G06305	0.373021	0.915765	0.61085	0	0.744675	0	0.22832	1.04506
AT4G06310	0.559531	0.61051	0.61085	0	0.531911	0.712955	0.22832	1.04506
AT4G06315	0.559531	0.61051	1.06899	0	0.851057	2.61417	0.22832	2.87391
AT4G06320	0.18651	0.61051	1.06899	0	0.851057	3.80243	0.456641	4.4415
AT4G15242	8.57948	15.7206	13.4387	6.94658	5.53187	1.66356	5.70801	2.87391
AT4G15258	0.746042	1.06839	1.37441	0.496184	1.27659	6.41659	2.2832	11.7569
AT4G15240	20.3296	25.6414	22.9069	107.176	36.1699	82.2275	41.326	108.163
AT4G15245	5.22229	8.54714	6.1085	3.47329	2.44679	0	3.42481	0.783793
AT4G15248	5.03578	5.95247	7.94105	11.4122	20.1062	17.5862	24.8869	24.2976
AT4G15250	12.1232	14.347	14.6604	7.44277	11.1701	5.46599	7.99121	3.39644
AT4G15260	15.8534	19.8416	20.3108	83.359	61.2761	94.3477	40.641	114.434
AT4G15270	12.4962	16.789	18.6309	21.3359	34.787	6.41659	19.1789	5.22529
AT4G15280	14.9208	23.352	20.4635	45.1528	44.9997	13.0708	36.7596	50.424
AT4G15290	19.3971	23.9625	23.6704	8.93132	14.1488	2.85182	19.1789	3.39644
AT4G15310	14.5478	20.7573	24.5867	5.45803	14.8935	2.85182	13.9275	4.4415
AT4G15320	13.4288	16.9417	16.3402	3.47329	6.48931	2.13886	6.16465	2.35138
AT4G06325	3.73021	2.28941	2.59611	0.496184	1.06382	0	1.36992	1.30632
AT4G15345	1.11906	1.06839	2.4434	0.496184	0.319147	0.475303	1.82656	0.261264
AT4G15330	16.2264	16.0259	16.493	6.94658	14.2552	1.42591	19.4072	5.22529
AT4G15340	25.7384	34.1886	35.8875	5.45803	17.6594	4.51538	19.4072	7.3154
AT4G15350	12.6827	17.5522	18.7836	9.92369	16.9148	2.61417	22.3754	4.18023
AT4G15360	11.1906	14.6522	18.9364	4.46566	16.0637	1.66356	20.0922	4.18023
AT4G15370	23.1273	25.1835	27.0301	4.46566	16.8084	2.61417	14.3842	4.18023
AT4G15380	15.2939	17.8574	17.4092	11.4122	30.7445	3.08947	31.9649	8.0992
AT4G15390	18.4645	22.4362	22.7542	14.3893	33.6168	3.32712	24.8869	5.22529
AT4G15398	1.49208	1.83153	1.52713	1.48855	0.638293	0	0.913282	0
AT4G15393	12.6827	15.7206	15.8821	5.95421	7.02122	1.66356	9.58946	3.6577
AT4G15396	14.5478	18.4679	15.8821	6.4504	10.2127	1.66356	9.36114	1.04506
AT4G15400	14.9208	20.91	21.8379	17.8626	46.2763	9.50606	54.7969	23.5138
AT4G15410	20.3296	24.7257	25.0449	97.7483	48.4039	92.2088	37.2162	99.2805
AT4G15415	19.5836	27.4729	19.2418	26.2978	34.3614	59.4129	35.8463	59.307
AT4G15417	6.71438	11.2944	9.7736	6.94658	6.5957	1.66356	8.44786	7.3154
AT4G15420	19.3971	23.8099	23.9759	34.7329	47.872	47.2927	40.1844	50.424
AT4G15440	18.651	21.5205	16.493	37.71	43.0848	47.768	28.3117	42.0636
AT4G15450	16.5994	24.573	21.6852	50.6108	40.8508	60.1259	31.5082	28.7391
AT4G15460	8.57948	12.2102	11.7589	10.4199	10.9574	0.950606	12.3293	1.30632
AT4G15470	19.7701	24.4204	22.7542	68.9696	23.8296	87.4558	26.7135	79.6856
AT4G06330	2.61115	4.73145	3.51239	0.992369	0.95744	0.475303	0.456641	1.56759
AT4G15480	16.5994	23.0467	20.0053	32.7482	25.9573	8.55546	12.101	6.53161
AT4G15490	16.5994	23.5046	20.9216	48.1299	69.1484	64.6412	51.3721	64.271
AT4G15500	15.1073	21.0626	17.8674	45.649	41.4891	34.2218	29.225	32.6581
AT4G15510	12.3097	18.4679	16.0348	24.313	24.4679	63.453	22.832	43.8924
AT4G15530	40.4728	46.8566	49.4789	32.7482	72.659	20.438	74.6608	51.4691
AT4G15540	12.6827	18.9258	18.3255	26.2978	27.0211	46.1044	27.6268	71.5864
AT4G15545	15.6669	17.7048	18.1728	55.5726	30.3189	109.795	35.3897	75.5054
AT4G15550	15.4804	19.9942	22.4487	36.2215	49.6805	59.1753	50.6871	58.262
AT4G15560	32.6393	41.362	37.2619	26.2978	66.9144	117.638	59.135	83.0821
AT4G15562	3.17068	2.89992	2.90154	1.48855	0.212764	0.237652	0.456641	0.522529
AT4G15563	12.1232	18.3153	16.493	23.3207	24.6807	15.9227	21.2338	10.9731
AT4G15590	52.7825	73.2612	79.4105	26.794	22.4466	3.80243	31.2799	12.2794
AT4G15610	9.88505	14.0417	14.9658	4.96184	8.82972	2.85182	8.9045	12.5407
AT4G15620	11.5636	15.1101	17.5619	9.92369	10.2127	7.60485	5.02305	7.05414
AT4G15630	6.34136	11.2944	11.6062	11.9084	6.27655	25.4287	13.0143	24.2976
AT4G15640	16.0399	23.352	19.0891	29.7711	37.9784	22.8146	37.2162	26.9102
AT4G15650	8.76599	12.8207	12.0643	5.45803	9.68078	1.66356	5.25137	2.87391
AT4G15660	4.84927	8.54714	7.63563	3.47329	5.42549	0.950606	5.70801	0.783793
AT4G15680	7.27391	7.02086	8.39919	0.992369	4.68082	0.475303	5.47969	1.30632
AT4G15690	4.10323	9.00502	5.65036	0.496184	3.51061	0.237652	3.42481	2.35138
AT4G15700	5.4088	5.49459	6.41393	2.48092	6.70208	1.66356	2.96817	2.61264
AT4G15710	11.7502	14.6522	14.355	6.4504	8.72334	2.37652	10.5027	2.87391
AT4G02955	3.73021	4.73145	5.19223	1.98474	0.319147	0.237652	1.1416	0
AT4G15720	18.4645	23.9625	19.8526	8.93132	45.106	9.26841	48.4039	7.83793
AT4G15730	40.0997	42.2778	46.1192	40.6871	62.0208	13.7838	76.944	12.0182
AT4G15735	2.23813	4.4262	5.03951	0	2.12764	0.475303	2.51152	0.783793
AT4G15740	16.5994	20.6047	18.0201	9.92369	17.1275	3.08947	14.8408	1.04506
AT4G15750	5.4088	8.24188	7.3302	2.48092	4.89358	0.712955	4.79473	1.82885
AT4G15755	8.76599	12.9733	12.8279	6.94658	15.6382	0.950606	12.3293	1.56759
AT4G15760	9.69854	15.1101	16.493	11.9084	12.7659	27.0923	18.9506	37.0995
AT4G15765	8.39297	10.9892	10.8426	4.46566	8.40419	6.65425	7.76289	9.66678
AT4G06335	0.18651	1.06839	0.763563	0.496184	0.106382	0.475303	0.22832	0.783793
AT4G06340	7.27391	10.5313	8.24648	36.2215	25.4253	31.6077	32.4215	33.9644
AT4G15775	1.67859	1.6789	1.37441	0	0.319147	0.237652	0.913282	0
AT4G15780	10.8176	13.2786	10.8426	61.0307	20.1062	59.4129	24.8869	48.0727
AT4G15790	13.8018	14.4996	14.0496	35.2291	15.319	37.0737	17.124	25.3426
AT4G15800	3.35719	7.63137	7.63563	29.2749	9.36163	71.0578	11.1877	61.6584
AT4G15802	9.51203	13.4312	14.9658	14.8855	10.6382	29.4688	13.2426	28.7391
AT4G15810	20.7027	31.4413	25.3503	41.1833	48.4039	35.8854	53.427	30.0454
AT4G15860	12.4962	17.0943	20.1581	5.95421	16.4892	1.18826	22.3754	3.13517
AT4G15830	11.1906	11.4471	12.6751	8.43513	16.5956	7.60485	18.7223	4.18023
AT4G15840	36.556	41.0568	40.7743	87.3284	75.6377	74.385	83.5653	70.5414
AT4G15850	27.044	37.8516	35.4293	43.168	69.042	27.0923	58.9067	34.2256
AT4G15870	17.159	18.7732	19.3945	9.92369	12.7659	3.08947	19.1789	5.48655
AT4G15880	25.5519	22.4362	25.1976	45.1528	44.6805	64.8789	42.011	67.4062
AT4G15885	4.28974	5.95247	8.85733	3.47329	5.10634	0.950606	6.84961	1.56759
AT4G15890	41.4053	53.8775	58.7943	68.9696	114.574	26.1417	104.114	18.811
AT4G15910	9.69854	9.00502	8.70462	3.47329	4.14891	3.08947	2.73984	1.04506
AT4G15920	11.3771	20.2995	16.7984	26.2978	11.5957	42.302	16.4391	30.8292
AT4G15930	10.2581	11.9049	12.217	58.0536	16.1701	54.1846	26.2568	46.2438
AT4G15940	12.4962	15.4154	14.2023	35.7253	21.2764	35.1724	20.0922	37.6221
AT4G15950	8.76599	11.4471	12.3697	26.2978	25.1062	29.2311	26.2568	17.5047
AT4G15953	1.30557	2.59467	3.81781	2.97711	1.70211	0.237652	2.96817	0.522529
AT4G06345	2.23813	3.20518	2.90154	0.992369	0.95744	0	0.913282	0.783793
AT4G15960	12.6827	19.3837	20.7689	48.6261	42.9784	18.7745	23.517	9.66678
AT4G15970	9.32552	13.2786	11.4534	6.94658	9.14887	1.18826	10.2744	2.87391
AT4G15975	6.90089	8.08926	6.56664	31.7558	33.7232	38.0243	24.4303	46.5051
AT4G15980	17.7185	24.1151	25.9611	13.397	26.3828	3.08947	28.9967	6.53161
AT4G16010	9.69854	13.2786	14.9658	1.98474	5.31911	1.18826	5.02305	2.61264
AT4G15990	3.5437	7.32612	7.48292	2.48092	4.14891	0.950606	6.16465	2.61264
AT4G16000	6.52787	8.08926	7.3302	1.98474	3.29785	0.950606	5.47969	1.56759
AT4G16008	6.34136	7.32612	7.17749	0.992369	3.08508	1.18826	3.65313	2.35138
AT4G16015	8.01995	8.24188	8.70462	3.47329	2.02126	0.950606	4.56641	1.30632
AT4G06365	3.91672	6.25773	6.1085	10.4199	8.19143	2.13886	4.79473	1.82885
AT4G06370	3.35719	5.79984	6.1085	10.4199	7.97866	2.13886	4.79473	1.56759
AT4G16024	3.91672	5.18933	5.34494	0	2.34041	0.237652	2.2832	0.522529
AT4G16030	7.0874	12.8207	10.5372	10.4199	10.4255	1.42591	11.416	2.35138
AT4G16040	3.35719	3.20518	5.65036	4.96184	3.51061	0	2.51152	1.04506
AT4G16045	11.3771	11.2944	12.9806	4.96184	9.68078	1.18826	10.9594	2.35138
AT4G06375	1.67859	5.03671	3.35968	2.97711	1.1702	0.712955	0.456641	0.783793
AT4G06380	5.22229	6.56298	7.78834	2.97711	12.7659	1.42591	13.6992	2.09012
AT4G16105	2.05161	0.915765	1.98526	0.496184	0.106382	0.237652	0	0.261264
AT4G16060	10.8176	19.5363	15.424	62.023	29.5742	59.1753	24.8869	45.9825
AT4G16070	32.6393	40.5989	38.789	86.8323	71.1697	73.4344	71.9209	78.3793
AT4G16080	11.9367	17.5522	16.6457	4.96184	22.1275	3.56477	24.6586	3.39644
AT4G16090	6.90089	9.92079	9.16275	5.45803	13.1914	1.90121	21.4621	2.61264
AT4G16095	5.59531	7.63137	9.31547	3.96947	10.9574	1.18826	8.44786	2.35138
AT4G16100	16.9725	20.91	17.4092	66.9849	41.8082	62.5024	40.8694	64.0098
AT4G16110	28.3496	38.6148	32.3751	50.1146	67.0208	28.9935	59.8199	29.5229
AT4G16120	24.0598	36.478	38.3309	120.573	83.0845	68.206	89.5016	60.6133
AT4G16140	4.84927	8.08926	7.48292	29.2749	33.7232	38.9749	15.9824	19.5948
AT4G16141	8.20646	12.2102	13.1333	31.2596	31.17	60.3635	33.3348	55.9106
AT4G16143	25.5519	34.1886	27.3355	72.9391	56.7017	67.4931	54.5686	81.5145
AT4G16144	23.6868	31.7465	30.6952	60.5345	49.0422	39.2125	47.9473	40.7572
AT4G16150	32.8258	44.262	36.4983	48.1299	65.7442	47.768	61.8748	44.415
AT4G16155	27.7901	36.478	30.2371	59.0459	67.5527	56.7987	64.3864	39.9735
AT4G16162	11.7502	14.6522	17.8674	8.43513	19.0424	5.22834	23.0604	11.4956
AT4G16165	4.28974	4.57882	4.8868	0.992369	4.36167	0.950606	2.05488	1.04506
AT4G16180	12.6827	18.6206	18.7836	78.3971	31.4891	53.234	39.2711	58.5232
AT4G16190	18.4645	31.2886	25.503	80.878	37.8721	130.708	34.7047	155.191
AT4G16195	3.5437	6.71561	4.58138	1.48855	2.23403	1.18826	0.684961	2.35138
AT4G06385	1.49208	3.3578	3.35968	0.992369	1.38297	0.475303	0.456641	0
AT4G16200	8.39297	10.5313	11.4534	5.45803	12.3403	2.37652	15.5258	4.18023
AT4G16210	12.8692	16.9417	16.3402	75.9162	26.9147	60.1259	30.8233	69.7576
AT4G16215	2.98417	7.63137	6.56664	2.97711	3.08508	0.712955	4.79473	1.04506
AT4G16220	6.90089	9.00502	8.24648	2.48092	5.42549	1.18826	6.16465	2.35138
AT4G16230	8.01995	11.4471	11.3007	1.48855	3.51061	0.950606	2.05488	2.35138
AT4G16233	2.23813	4.27357	4.8868	1.48855	1.91488	0.712955	1.59824	0.522529
AT4G16235	1.49208	2.28941	2.29069	0	0.531911	0.475303	1.36992	0.261264
AT4G16267	8.57948	12.6681	9.01004	5.45803	6.48931	0.712955	4.56641	1.30632
AT4G16240	0.746042	1.83153	1.83255	0.496184	0.744675	0.475303	0.913282	0
AT4G16250	37.3021	56.4722	56.0455	114.619	123.722	91.7335	123.75	126.975
AT4G16260	12.1232	18.01	17.7147	20.3436	26.4892	6.41659	12.3293	17.766
AT4G16265	11.3771	11.9049	10.3845	16.8703	16.1701	22.1016	16.2107	9.92805
AT4G16270	11.1906	16.4838	14.9658	6.94658	8.72334	0.712955	7.53457	2.09012
AT4G16295	1.67859	4.27357	3.20696	2.48092	0.744675	0.475303	0.684961	0.783793
AT4G16330	16.0399	24.1151	19.5472	71.4505	23.2977	45.6291	28.5401	55.9106
AT4G06390	1.49208	2.28941	1.98526	0.992369	0.95744	0.237652	0.913282	0.261264
AT4G16355	3.73021	4.27357	5.95579	5.45803	7.44675	2.13886	4.79473	2.87391
AT4G16350	11.9367	13.8891	13.7441	9.4275	14.7871	2.61417	16.8957	6.00908
AT4G16360	13.6153	21.5205	18.1728	36.7176	35.638	74.8603	34.2481	72.3702
AT4G16370	25.7384	45.7882	45.2029	55.0765	103.829	186.557	106.854	215.282
AT4G16380	14.9208	14.347	20.4635	22.3283	22.8722	62.5024	23.517	55.6493
AT4G06395	5.22229	7.17349	5.95579	3.96947	5.31911	1.90121	4.33809	2.61264
AT4G16390	17.3455	25.4888	25.8084	56.0688	54.6804	97.6748	61.1899	98.2354
AT4G16400	21.0757	24.4204	26.572	25.3054	27.0211	109.795	28.5401	104.767
AT4G16410	10.2581	11.4471	12.3697	18.3588	13.6169	94.11	16.2107	88.8299
AT4G16420	22.9408	29.1518	28.2518	47.1375	43.7231	74.8603	47.034	84.9109
AT4G16430	19.2106	25.9467	21.6852	49.1222	44.5741	82.4651	49.5455	98.4967
AT4G16440	19.2106	22.7415	25.3503	45.1528	44.4678	41.1137	41.0977	46.2438
AT4G16442	12.6827	17.3995	16.6457	39.1986	23.1913	32.7959	20.5488	19.3336
AT4G16465	0.932552	0.457882	0.305425	1.48855	0.319147	0.237652	0.456641	0.261264
AT4G16444	14.1748	18.7732	16.493	44.6566	25.319	30.4194	23.517	22.4687
AT4G16447	4.28974	5.34196	6.1085	6.94658	5.9574	3.80243	5.70801	6.27035
AT4G16450	7.0874	11.1418	10.8426	41.6795	14.1488	57.5117	20.7772	53.2979
AT4G16451	2.42464	4.73145	3.6651	2.97711	4.36167	3.80243	7.07793	4.18023
AT4G16460	11.1906	15.8733	15.2713	12.4046	27.9785	2.13886	29.91	3.91897
AT4G16470	13.4288	18.1627	19.6999	32.252	32.2338	47.055	29.6817	41.0185
AT4G16480	19.9566	34.4938	30.6952	62.5192	52.34	33.5089	44.7508	20.6399
AT4G16490	26.4845	38.92	34.9712	144.886	68.4037	289.46	72.6059	308.031
AT4G16500	12.3097	15.2627	13.8968	27.7863	18.085	42.302	15.7541	45.7213
AT4G16510	18.651	27.3203	25.8084	68.9696	42.7656	57.0364	44.0658	61.1359
AT4G16515	3.17068	7.784	8.24648	8.43513	8.9361	5.46599	5.70801	3.6577
AT4G16520	17.3455	22.131	20.1581	28.2825	22.1275	58.2246	20.5488	58.7845
AT4G16530	9.88505	10.226	13.4387	7.93895	21.3828	2.13886	21.9188	4.96402
AT4G16535	13.6153	19.0784	24.1286	95.2674	49.6805	88.8817	47.034	103.722
AT4G16540	11.5636	14.1944	14.6604	27.7863	50.4252	13.3085	17.809	4.70276
AT4G16545	10.4446	17.0943	13.286	11.9084	25.2126	6.41659	22.3754	4.4415
AT4G16555	6.90089	9.00502	9.46818	6.4504	9.89354	2.13886	3.42481	1.82885
AT4G16560	9.88505	14.8049	19.2418	9.4275	16.702	4.75303	14.6125	2.09012
AT4G16563	16.2264	27.7782	20.7689	60.5345	93.0844	91.0206	51.8287	25.3426
AT4G16566	14.1748	20.2995	15.8821	36.2215	33.8295	43.9656	32.6498	43.3699
AT4G16580	16.5994	24.2678	24.7394	15.8779	36.5955	61.5518	36.5313	67.4062
AT4G16590	19.7701	30.8308	28.71	11.4122	19.5743	5.22834	18.494	4.70276
AT4G16600	18.0915	25.0309	28.5572	40.6871	68.0846	13.7838	39.2711	5.48655
AT4G06400	2.05161	2.59467	2.90154	1.48855	0.212764	0.475303	0.22832	1.56759
AT4G06405	1.11906	2.59467	1.67984	0.496184	0.95744	0.475303	1.1416	0.522529
AT4G16620	15.2939	16.9417	19.5472	9.4275	18.7233	3.56477	18.0373	3.91897
AT4G16630	30.9607	39.0726	42.1487	61.0307	94.0419	52.521	81.7387	53.5592
AT4G16640	13.4288	23.6573	16.7984	40.6871	79.042	27.0923	14.8408	6.27035
AT4G06410	11.5636	15.568	13.4387	94.275	37.6593	38.2619	28.5401	17.5047
AT4G16650	26.4845	37.8516	34.8185	75.42	65.957	79.6133	61.6465	72.8928
AT4G16660	24.9924	37.3937	39.3998	36.7176	60.1059	56.3234	73.5192	64.7936
AT4G16670	18.8376	26.0993	23.5177	100.725	50.2124	44.9162	42.9242	32.6581
AT4G06415	1.8651	2.89992	1.83255	4.46566	8.08505	6.65425	4.79473	8.0992
AT4G16690	8.9525	11.5997	14.6604	29.2749	31.3827	37.0737	21.2338	56.4331
AT4G16695	10.8176	16.1785	16.7984	56.565	18.8296	64.1659	24.4303	62.7035
AT4G16700	21.6352	28.8466	27.1828	46.1451	52.8719	37.3113	47.719	32.9193
AT4G16710	9.88505	12.6681	13.7441	54.5803	21.5956	36.836	14.6125	36.577
AT4G16720	12.4962	15.568	14.8131	47.6337	26.7019	63.6906	25.5719	60.8746
AT4G06425	2.98417	4.4262	3.51239	2.48092	3.08508	0.237652	1.59824	1.04506
AT4G16748	8.39297	15.568	12.8279	1.48855	2.76594	1.18826	2.51152	2.61264
AT4G16740	16.0399	28.694	24.2813	5.95421	25.1062	6.65425	22.6037	6.53161
AT4G16745	16.2264	21.9784	20.4635	17.3665	38.404	5.46599	32.1932	6.79287
AT4G16760	29.0956	44.262	41.6905	65.0001	77.9781	74.6226	91.0998	82.8208
AT4G16765	15.2939	20.6047	19.6999	19.8474	26.7019	16.1603	22.6037	11.2344
AT4G16780	11.9367	17.7048	16.7984	37.2138	23.1913	66.3048	22.832	66.3612
AT4G16790	12.4962	13.5838	18.6309	27.2901	40.7444	43.4902	19.6356	45.7213
AT4G16800	10.8176	17.7048	17.1038	35.7253	25.8509	18.2992	26.0285	15.6759
AT4G16807	13.2422	18.9258	14.8131	17.3665	29.9998	8.08016	33.1065	7.3154
AT4G16810	11.1906	15.8733	16.0348	4.96184	21.8083	2.85182	18.2656	2.87391
AT4G16820	20.3296	30.9834	24.5867	88.817	119.999	37.3113	28.9967	3.6577
AT4G16830	15.6669	24.4204	24.434	40.6871	41.8082	66.0672	39.0428	59.307
AT4G16835	19.0241	27.9308	28.4045	30.7634	49.7869	27.0923	40.8694	25.3426
AT4G16840	4.47625	8.85239	9.7736	30.2672	10.4255	25.904	10.0461	27.9553
