ID	ATX1-tag_hub	ATX2_tag_hub	ATX1_tag	ATX2_tag
AT1G01010	7.51616	7.5543	6.57529	4.83469
AT1G01020	5.59499	3.16227	4.14244	1.41706
AT1G01030	3.26936	3.51363	3.41915	4.50126
AT1G01040	6.06685	8.78407	14.2026	14.8375
AT1G01050	6.53872	7.65971	7.39721	5.08476
AT1G01060	8.96546	8.36244	7.85748	8.83581
AT1G01070	4.2805	3.30281	2.63012	1.91721
AT1G01080	6.13426	8.15162	9.17254	10.0028
AT1G01090	8.12284	8.43271	11.2438	11.2532
AT1G01100	5.83092	6.04344	7.06844	8.91917
AT1G01110	6.84206	5.93803	7.75885	5.50155
AT1G01120	4.88719	2.56495	3.09039	2.41735
AT1G01130	6.33649	6.74617	7.36433	7.41875
AT1G01140	4.75237	5.65694	6.01639	8.83581
AT1G01150	8.93176	6.57049	9.36979	8.16896
AT1G01160	9.16769	9.06516	12.3287	14.0039
AT1G01170	7.17911	3.72445	5.32599	7.25204
AT1G01180	4.65126	3.82986	5.65475	5.50155
AT1G01190	7.21282	3.86499	3.41915	2.75077
AT1G01200	5.6624	4.63799	4.83284	4.16784
AT1G01210	9.74067	9.17057	12.6903	10.9197
AT1G01220	11.8978	9.83816	16.7012	14.6708
AT1G01225	9.47103	10.6112	18.5095	18.5886
AT1G01230	11.4596	10.822	9.92869	12.2534
AT1G01240	5.76351	8.15162	11.3753	12.4202
AT1G01250	6.43761	4.21636	6.31228	4.75133
AT1G01260	6.06685	8.39757	9.27116	6.58518
AT1G01280	9.40362	6.46508	7.92323	5.50155
AT1G01290	6.74095	10.0841	12.8218	11.6699
AT1G01300	3.60641	4.11095	6.21365	3.91777
AT1G01305	6.74095	4.39204	5.32599	4.16784
AT1G01310	3.94346	4.14608	5.98352	6.25176
AT1G01320	5.15683	7.02726	10.8492	10.1695
AT1G01340	5.22424	5.76235	5.589	6.1684
AT1G01350	10.5496	7.27321	10.0273	8.25232
AT1G01355	8.05543	6.57049	11.2438	12.5035
AT1G01360	5.35905	4.67313	7.13419	6.50183
AT1G01370	5.99945	10.5058	13.578	13.087
AT1G01380	7.71839	3.75958	5.62188	5.33483
AT1G01390	3.5727	4.42717	6.77255	8.58574
AT1G01400	5.49387	5.02449	6.1479	5.0014
AT1G01410	4.21309	3.12713	4.01093	2.58406
AT1G01420	4.61755	4.98935	9.5013	9.91945
AT1G01430	7.078	5.93803	8.02186	5.66826
AT1G01440	5.96574	3.79472	6.01639	4.50126
AT1G01448	7.51616	5.79749	5.98352	4.91805
AT1G01450	4.34791	5.65694	3.48491	3.16756
AT1G01453	4.2468	3.54877	6.04927	7.83553
AT1G01460	3.20195	4.60285	6.50954	6.33511
AT1G01470	4.01087	4.60285	5.39174	4.58462
AT1G01480	6.10056	3.90013	5.72051	3.41763
AT1G01490	3.84234	4.14608	3.61641	2.08392
AT1G01500	7.21282	6.71103	8.54788	13.0037
AT1G01510	8.79694	7.41376	8.3835	17.3382
AT1G01520	7.58357	7.9408	8.41638	10.5029
AT1G01530	3.80864	3.51363	2.26848	2.08392
AT1G01540	7.078	4.07581	6.08215	5.91833
AT1G01550	5.46017	5.09476	4.60271	4.08448
AT1G01560	5.76351	7.87053	8.77802	7.50211
AT1G01570	3.67382	3.93526	9.53418	10.0862
AT1G01580	2.56156	2.60009	5.26024	3.41763
AT1G01590	5.05571	3.37308	2.13697	2.58406
AT1G01600	7.65098	3.65417	4.04381	4.00112
AT1G01610	4.9546	5.1299	6.67392	8.25232
AT1G01620	4.14568	4.04067	4.33969	5.08476
AT1G01630	8.02173	7.13267	11.5396	7.41875
AT1G01640	4.44903	4.98935	5.09585	4.50126
AT1G01650	8.25766	10.5058	13.1177	10.0028
AT1G01660	3.60641	6.11372	5.55612	3.33427
AT1G01670	8.69583	5.65694	9.53418	9.41931
AT1G01680	7.34764	4.14608	4.79996	6.33511
AT1G01690	10.3811	14.7572	22.7505	26.4241
AT1G01695	5.08942	6.18399	4.07668	1.08364
AT1G01700	4.81978	5.83262	6.80543	5.41819
AT1G01710	7.34764	7.51917	10.3561	9.58603
AT1G01715	8.42619	10.6463	12.1643	14.6708
AT1G01720	6.23538	5.65694	6.34516	6.7519
AT1G01725	6.16797	6.7813	10.7177	9.00253
AT1G01730	6.67354	7.62458	10.5205	11.2532
AT1G01740	10.3474	10.7517	9.69856	12.4202
AT1G01750	6.87577	8.01107	11.9013	9.08588
AT1G01760	10.0103	11.0328	15.8793	17.8383
AT1G01770	7.24652	9.73275	17.9834	19.0887
AT1G01780	4.44903	8.04621	7.92323	7.16868
AT1G01790	9.16769	10.5409	12.5917	12.7536
AT1G01800	10.0777	8.92462	13.4794	12.7536
AT1G01810	7.8195	9.4868	11.0465	12.4202
AT1G01820	7.14541	6.35967	6.47666	5.0014
AT1G01830	4.75237	6.07858	7.8246	9.41931
AT1G01840	12.5719	8.85435	11.0794	12.5869
AT1G01860	7.44875	10.4355	14.9917	16.2546
AT1G01880	8.39248	9.76789	13.578	11.8367
AT1G01900	4.48273	5.76235	5.49037	5.41819
AT1G01910	7.34764	13.0707	10.389	12.7536
AT1G01920	8.39248	11.6301	10.6191	12.5869
AT1G01930	9.33622	9.97871	19.0684	17.1715
AT1G01940	11.4259	10.5058	21.6985	19.4221
AT1G01950	8.79694	7.97594	10.1917	11.5032
AT1G01960	8.66212	8.43271	11.9342	14.9209
AT1G01970	14.5942	12.4031	11.5396	15.8378
AT1G01980	3.84234	5.97317	6.87118	9.08588
AT1G01990	7.65098	8.01107	16.2081	14.3374
AT1G02000	4.75237	5.27044	5.91776	5.33483
AT1G02010	5.62869	8.92462	10.7506	11.0864
AT1G02020	8.93176	8.43271	16.7999	13.9206
AT1G02030	5.62869	3.93526	4.27394	1.91721
AT1G02040	5.62869	7.37862	8.15336	9.75274
AT1G02050	4.04457	5.76235	6.27941	6.41847
AT1G02060	6.77465	7.20294	9.59993	14.0873
AT1G02065	4.78607	4.81367	3.45203	4.16784
AT1G02070	4.11198	4.81367	4.93147	3.6677
AT1G02080	11.1563	9.45166	12.9862	12.5035
AT1G02090	10.1114	11.8761	16.7012	20.0056
AT1G02100	7.58357	10.5409	15.9451	18.6719
AT1G02110	7.71839	11.3139	14.2355	20.4224
AT1G02120	10.0103	10.6463	14.5972	17.5883
AT1G02130	12.5382	13.141	22.7505	28.4246
AT1G02140	13.3134	12.4734	14.893	22.7564
AT1G02145	13.01	14.6518	21.3697	24.8403
AT1G02150	10.1114	12.0517	12.0328	17.5049
AT1G02160	10.1451	10.3652	10.652	9.41931
AT1G02170	6.43761	9.20571	15.3533	17.8383
AT1G02180	9.63956	10.0138	11.967	13.5038
AT1G02190	5.29165	4.7434	7.10132	4.83469
AT1G02205	1.75265	5.62181	5.35886	4.75133
AT1G02220	3.64011	3.86499	8.74514	7.66882
AT1G02228	2.66268	2.70549	2.92601	2.33399
AT1G02230	4.61755	3.51363	8.02186	9.00253
AT1G02250	4.11198	5.69208	3.64929	3.91777
AT1G02260	8.05543	7.30835	11.3424	8.00225
AT1G02270	6.23538	6.57049	8.71226	6.7519
AT1G02280	11.0889	15.3546	16.0766	18.8386
AT1G02290	13.8189	11.7707	14.367	12.7536
AT1G02300	10.0103	7.48403	9.43555	8.75246
AT1G02305	9.87549	9.24085	16.7341	19.4221
AT1G02310	4.88719	4.00554	3.3534	3.25091
AT1G02330	6.74095	6.53535	10.2575	10.8364
AT1G02335	2.66268	3.33795	3.58354	1.75049
AT1G02340	4.71866	3.1974	4.73421	2.83413
AT1G02350	7.24652	4.91908	7.03556	5.91833
AT1G02360	6.70724	5.55153	4.99722	3.91777
AT1G02370	6.43761	6.39481	8.31775	9.50267
AT1G02380	7.21282	7.97594	10.3561	9.50267
AT1G02390	3.94346	3.5839	4.37257	3.33427
AT1G02400	3.23566	3.68931	2.82738	3.75105
AT1G02405	6.70724	6.04344	6.34516	5.08476
AT1G02410	7.48245	5.48126	8.84377	8.00225
AT1G02420	6.77465	10.2598	11.3753	13.3371
AT1G02430	4.81978	6.18399	3.74792	4.50126
AT1G02440	4.48273	3.33795	4.20819	5.33483
AT1G02450	3.67382	5.55153	5.88489	6.41847
AT1G02460	3.33677	4.14608	4.43832	4.16784
AT1G02470	6.03315	5.65694	7.10132	8.00225
AT1G02475	6.53872	6.81644	9.10678	10.753
AT1G02500	8.15655	6.14885	8.35062	8.91917
AT1G02510	7.078	6.6759	7.75885	5.25147
AT1G02520	4.31421	5.09476	8.35062	6.1684
AT1G02530	4.81978	4.56772	6.77255	4.25119
AT1G02540	5.29165	2.49468	4.63558	2.75077
AT1G02550	3.33677	4.04067	4.53695	4.75133
AT1G02560	8.72953	8.25703	9.5013	10.9197
AT1G02570	5.29165	3.9704	4.99722	2.00056
AT1G02575	7.44875	3.47849	3.71504	3.0842
AT1G02580	3.70752	3.40822	2.53149	1.66713
AT1G02590	4.75237	6.18399	8.84377	8.00225
AT1G02610	3.5727	5.02449	4.4712	6.33511
AT1G02620	6.26908	5.23531	9.07391	7.41875
AT1G02630	1.68524	3.44336	3.45203	1.83385
AT1G02640	4.68496	4.49745	3.94518	4.16784
AT1G02650	4.14568	5.9029	10.2246	11.0864
AT1G02660	4.85348	4.14608	5.62188	5.0014
AT1G02670	6.97688	5.83262	6.24653	5.83497
AT1G02680	9.60585	10.6112	9.96157	8.6691
AT1G02681	5.79722	3.47849	4.56983	5.0014
AT1G02690	11.3248	10.1544	15.715	16.5046
AT1G02700	3.67382	3.79472	4.10956	2.5007
AT1G02705	3.50529	5.79749	5.55612	4.08448
AT1G02720	3.74123	5.48126	5.98352	5.50155
AT1G02730	6.87577	6.85158	8.35062	7.33539
AT1G02740	9.26881	9.69762	13.6437	12.6702
AT1G02750	9.43733	12.5788	11.2109	10.3362
AT1G02770	3.94346	5.86776	6.7068	9.33596
AT1G02780	5.05571	3.30281	7.03556	7.50211
AT1G02790	2.73008	2.17845	2.99176	2.08392
AT1G02800	4.88719	6.95699	9.00815	9.08588
AT1G02810	4.58385	3.90013	5.68763	4.75133
AT1G02813	4.38162	5.16504	8.21912	8.41903
AT1G02816	3.64011	6.7813	7.06844	6.41847
AT1G02820	4.11198	5.34072	8.90952	8.25232
AT1G02830	6.60613	6.60562	6.96981	6.50183
AT1G02840	8.32507	8.60839	8.12049	8.83581
AT1G02850	9.33622	8.08135	9.23829	9.58603
AT1G02860	5.02201	5.93803	9.79719	9.33596
AT1G02870	4.34791	4.70826	8.71226	9.16924
AT1G02880	5.86463	10.4003	11.9342	16.1712
AT1G02890	9.2014	6.60562	18.0163	17.755
AT1G02900	4.11198	4.88394	9.07391	5.91833
AT1G02910	6.77465	9.17057	10.1588	10.8364
AT1G02920	3.80864	2.63522	2.26848	3.33427
AT1G02930	5.56128	3.75958	4.89859	4.83469
AT1G02940	2.08969	3.33795	5.16161	4.16784
AT1G02950	2.8649	3.44336	3.05751	3.50098
AT1G02952	4.07827	3.5839	3.3534	2.75077
AT1G02960	5.6624	8.43271	10.5862	10.0028
AT1G02965	4.34791	7.37862	6.73968	6.58518
AT1G02970	7.28023	9.13544	9.5013	10.4196
AT1G02980	7.68468	5.44613	8.54788	8.83581
AT1G02990	11.3248	7.87053	9.76431	8.16896
AT1G03000	7.54986	7.13267	10.6849	10.5029
AT1G03010	5.52758	4.70826	6.08215	2.66742
AT1G03020	5.32535	4.46231	4.99722	3.41763
AT1G03030	8.05543	8.88948	14.3999	16.8381
AT1G03040	8.22396	7.34349	8.25199	7.58546
AT1G03050	5.99945	7.20294	9.76431	5.83497
AT1G03055	8.15655	10.4003	25.6765	25.4238
AT1G03060	5.59499	7.65971	9.43555	8.6691
AT1G03070	4.71866	6.46508	7.59446	9.16924
AT1G03080	4.21309	5.72722	9.20541	5.25147
AT1G03090	9.2351	9.13544	11.1122	15.2543
AT1G03100	7.65098	7.62458	7.98898	8.6691
AT1G03103	4.38162	3.82986	5.09585	4.41791
AT1G03106	6.53872	7.62458	10.0273	8.25232
AT1G03110	11.8641	10.049	11.1451	11.2532
AT1G03120	6.90947	7.02726	8.31775	10.0862
AT1G03130	7.58357	9.83816	10.0273	20.339
AT1G03140	8.22396	11.3139	13.6766	19.5888
AT1G03150	11.1226	13.4221	13.0191	15.0876
AT1G03160	8.79694	8.15162	9.17254	9.33596
AT1G03165	7.54986	5.83262	5.72051	7.66882
AT1G03170	3.90975	2.60009	2.89313	3.83441
AT1G03180	12.3359	13.1058	13.3478	14.4207
AT1G03190	13.01	11.7004	18.0492	14.0873
AT1G03200	5.35905	6.14885	8.9424	8.91917
AT1G03210	7.21282	6.92185	6.37804	5.0014
AT1G03220	6.57243	4.00554	5.78626	3.16756
AT1G03230	2.79749	5.62181	6.54242	5.5849
AT1G03240	7.1117	7.51917	8.28487	6.33511
AT1G03250	11.2237	7.87053	10.0273	9.66938
AT1G03260	7.34764	11.0679	14.4328	21.0893
AT1G03270	10.7855	10.9625	11.3753	15.3376
AT1G03280	6.60613	7.37862	8.48213	9.50267
AT1G03290	8.86435	8.74894	10.5205	9.66938
AT1G03300	7.14541	10.1895	10.3232	11.3365
AT1G03310	8.72953	11.2085	14.104	14.4207
AT1G03320	5.15683	5.16504	6.77255	5.33483
AT1G03330	11.8304	9.83816	10.652	10.0028
AT1G03340	9.16769	7.37862	9.43555	9.33596
AT1G03350	8.83064	10.0841	15.1232	20.339
AT1G03360	9.33622	11.5598	14.2355	17.8383
AT1G03365	12.2348	13.3518	17.8519	16.7547
AT1G03370	11.9989	7.87053	12.0328	8.50239
AT1G03380	7.85321	8.22189	10.2903	6.66854
AT1G03390	5.29165	3.54877	6.41091	6.58518
AT1G03400	7.14541	5.02449	7.8246	8.50239
AT1G03410	5.46017	6.95699	9.40267	12.8369
AT1G03420	4.44903	5.41099	7.59446	6.58518
AT1G03430	7.68468	8.74894	11.704	11.5032
AT1G03440	5.79722	4.88394	8.77802	6.33511
AT1G03445	4.9883	5.1299	5.81914	5.16812
AT1G03457	5.08942	6.25426	7.2657	5.16812
AT1G03470	9.40362	9.1003	9.33692	8.41903
AT1G03475	5.22424	8.04621	11.7369	12.1701
AT1G03490	5.56128	4.39204	5.68763	9.33596
AT1G03495	4.14568	5.48126	4.96435	4.75133
AT1G03510	10.7518	8.85435	10.0602	11.7533
AT1G03520	10.2799	12.1572	13.9396	15.6711
AT1G03530	7.58357	7.65971	10.126	10.753
AT1G03540	9.74067	7.51917	10.5862	13.6705
AT1G03545	4.58385	5.83262	6.54242	7.00197
AT1G03550	6.63984	6.60562	6.7068	6.33511
AT1G03560	6.77465	7.65971	9.07391	10.4196
AT1G03580	5.96574	6.57049	5.85201	7.08532
AT1G03590	8.42619	8.99489	10.2246	8.91917
AT1G03600	5.93204	5.05963	6.18078	5.08476
AT1G03610	7.1117	4.7434	6.90406	5.33483
AT1G03620	6.97688	3.40822	4.96435	3.6677
AT1G03630	5.46017	6.50021	12.3944	12.9203
AT1G03650	8.12284	8.04621	7.52871	10.0028
AT1G03660	6.94318	4.77854	6.57529	6.33511
AT1G03670	4.78607	6.00831	6.41091	5.33483
AT1G03680	7.71839	5.83262	8.3835	7.83553
AT1G03687	8.4936	7.62458	8.9424	10.0862
AT1G03700	3.64011	3.72445	5.12873	2.83413
AT1G03710	5.6624	4.98935	3.3534	3.83441
AT1G03720	2.76379	2.63522	1.97259	2.00056
AT1G03730	6.94318	3.47849	5.68763	4.33455
AT1G03740	5.93204	8.46785	6.1479	7.25204
AT1G03750	15.7401	9.90843	11.4739	11.2532
AT1G03760	7.48245	11.8409	15.9122	15.0876
AT1G03770	7.7858	8.7138	9.36979	6.00169
AT1G03780	6.67354	5.65694	11.0465	8.83581
AT1G03790	5.35905	5.02449	5.26024	3.0842
AT1G03800	4.44903	3.72445	5.78626	4.41791
AT1G03810	3.5727	2.77577	2.43286	2.91749
AT1G03820	4.14568	3.72445	4.04381	3.6677
AT1G03830	13.8864	11.2436	12.7561	13.087
AT1G03840	3.87605	3.09199	2.00546	2.5007
AT1G03850	6.23538	4.81367	4.24106	6.1684
AT1G03860	6.4039	7.69485	9.27116	8.25232
AT1G03870	5.29165	7.23808	7.16707	5.91833
AT1G03880	1.88747	2.35413	3.18902	2.83413
AT1G03890	4.11198	4.25149	4.50408	3.6677
AT1G03900	4.9546	5.48126	6.90406	7.66882
AT1G03905	7.04429	8.88948	13.4136	14.0039
AT1G03910	3.40418	8.67866	9.30404	11.1698
AT1G03920	3.90975	3.9704	5.09585	4.08448
AT1G03930	5.22424	7.90567	6.7068	7.91889
AT1G03940	10.044	9.06516	12.0657	9.50267
AT1G03950	8.83064	9.34625	8.74514	6.7519
AT1G03960	6.97688	6.53535	7.95611	6.83525
AT1G03970	5.39276	7.58944	7.59446	7.83553
AT1G03980	5.56128	6.6759	8.67939	7.58546
AT1G03982	6.20167	4.7434	5.589	4.08448
AT1G03990	7.44875	5.20017	8.58076	7.33539
AT1G03993	5.96574	8.04621	8.97528	8.0856
AT1G04000	4.51644	4.49745	6.87118	6.00169
AT1G04010	8.4936	11.3842	10.6849	15.1709
AT1G04020	7.98803	6.92185	7.79172	6.7519
AT1G04030	9.40362	8.43271	10.7506	7.41875
AT1G04040	3.70752	4.98935	4.93147	6.08504
AT1G04050	8.86435	8.81921	14.0383	14.3374
AT1G04053	5.59499	5.48126	4.33969	4.33455
AT1G04067	8.96546	10.6112	10.915	12.2534
AT1G04070	8.4936	9.41653	11.441	13.3371
AT1G04077	6.06685	4.67313	6.60817	8.00225
AT1G04080	9.74067	10.1544	12.6574	16.588
AT1G04090	8.39248	7.23808	6.73968	8.41903
AT1G04100	7.58357	7.90567	9.89582	10.2529
AT1G04103	4.55014	5.86776	6.24653	4.41791
AT1G04105	7.51616	6.50021	7.69309	9.75274
AT1G04110	4.58385	8.22189	12.3616	10.1695
AT1G04117	3.30307	4.84881	3.97805	3.6677
AT1G04120	7.75209	6.46508	10.8164	7.75218
AT1G04130	12.3022	8.85435	12.5259	16.0045
AT1G04137	4.07827	4.49745	4.17531	3.58434
AT1G04140	3.77493	6.92185	8.54788	6.08504
AT1G04150	7.88691	5.62181	9.20541	7.66882
AT1G04160	13.1786	8.46785	9.89582	7.58546
AT1G04163	6.16797	4.77854	7.06844	5.41819
AT1G04170	9.9429	8.39757	10.4218	9.8361
AT1G04180	5.05571	5.41099	6.24653	7.00197
AT1G04183	3.06713	3.86499	4.04381	4.58462
AT1G04190	8.89805	11.4896	13.9396	15.5044
AT1G04200	6.57243	6.6759	7.43008	7.00197
AT1G04210	6.3702	7.41376	8.71226	7.08532
AT1G04220	5.15683	3.5839	2.20272	2.08392
AT1G04230	9.33622	9.62734	9.30404	12.0867
AT1G04240	6.4039	7.76512	10.0931	11.5866
AT1G04247	4.88719	4.98935	5.09585	5.0014
AT1G04250	3.47159	2.67036	3.25477	3.41763
AT1G04253	3.37047	3.02172	3.02464	1.41706
AT1G04260	7.8195	9.13544	9.56705	12.1701
AT1G04270	4.38162	6.60562	8.9424	9.50267
AT1G04280	2.73008	3.33795	3.87942	1.83385
AT1G04290	4.2805	4.81367	7.79172	8.0856
AT1G04295	4.81978	5.97317	6.90406	8.58574
AT1G04297	6.97688	4.11095	5.49037	5.66826
AT1G04300	11.0215	9.59221	13.2163	12.5869
AT1G04310	6.94318	10.9274	17.1615	18.7553
AT1G04317	2.79749	2.70549	2.13697	1.75049
AT1G04330	4.61755	5.05963	5.12873	5.75162
AT1G04340	7.88691	7.27321	9.10678	6.50183
AT1G04350	8.05543	7.65971	10.7835	7.58546
AT1G04353	4.01087	5.55153	6.47666	4.08448
AT1G04357	5.39276	5.9029	6.41091	5.0014
AT1G04360	3.40418	4.42717	6.67392	4.58462
AT1G04367	5.52758	5.83262	5.62188	4.66798
AT1G04370	2.46045	3.16227	3.58354	3.58434
AT1G04380	3.03343	3.33795	5.16161	5.16812
AT1G04390	9.53844	9.69762	11.704	13.3371
AT1G04400	5.76351	7.27321	4.93147	6.58518
AT1G04410	7.71839	5.72722	7.03556	9.2526
AT1G04420	6.67354	6.81644	7.85748	9.2526
AT1G04425	4.41532	2.91631	4.27394	3.16756
AT1G04430	7.8195	6.50021	5.95064	4.91805
AT1G04440	6.06685	6.04344	6.41091	7.50211
AT1G04445	4.75237	4.98935	4.86572	6.00169
AT1G04450	4.61755	3.05686	4.63558	3.25091
AT1G04463	8.29137	7.41376	11.1451	12.9203
AT1G04470	5.83092	4.88394	5.06298	5.75162
AT1G04480	7.88691	7.72998	9.89582	17.5883
AT1G04487	3.64011	6.32453	7.52871	9.8361
AT1G04490	4.2468	4.04067	3.64929	2.66742
AT1G04500	5.22424	4.7434	4.30682	3.33427
AT1G04510	5.22424	6.64076	11.967	9.33596
AT1G04513	6.3702	6.53535	6.87118	7.66882
AT1G04520	6.77465	5.5164	10.9479	9.41931
AT1G04530	7.88691	6.95699	6.44379	6.50183
AT1G04533	5.76351	6.04344	6.83831	10.4196
AT1G04540	4.38162	6.2894	5.26024	6.50183
AT1G04543	7.51616	5.23531	10.6849	9.00253
AT1G04550	8.12284	9.76789	11.2109	11.5032
AT1G04555	3.77493	7.69485	7.72597	6.66854
AT1G04560	4.21309	3.9704	4.07668	3.33427
AT1G04570	6.74095	5.09476	7.92323	5.75162
AT1G04580	6.77465	5.5164	5.35886	3.75105
AT1G04583	5.6624	5.34072	6.60817	7.00197
AT1G04590	10.7518	10.049	11.3424	10.6697
AT1G04593	5.52758	5.27044	9.10678	9.08588
AT1G04600	9.30251	7.13267	12.1972	12.0034
AT1G04603	4.2805	2.67036	3.78079	2.33399
AT1G04610	5.59499	3.26768	3.68216	3.41763
AT1G04613	2.39304	2.91631	4.70134	4.25119
AT1G04620	7.078	7.65971	12.6246	9.91945
AT1G04625	4.58385	5.79749	5.35886	5.0014
AT1G04630	7.75209	12.5788	9.99445	11.4199
AT1G04635	6.74095	6.88671	7.95611	8.41903
AT1G04640	7.28023	8.25703	8.3835	8.91917
AT1G04643	5.79722	6.95699	5.52325	5.66826
AT1G04647	2.93231	6.71103	8.51501	8.41903
AT1G04650	8.15655	11.5598	10.4876	10.6697
AT1G04660	2.42674	2.98658	3.12326	2.83413
AT1G04670	1.88747	4.32176	4.24106	2.33399
AT1G04680	5.99945	4.7434	5.72051	6.58518
AT1G04690	5.72981	5.62181	7.29858	7.58546
AT1G04697	4.9546	6.21912	7.8246	9.75274
AT1G04700	9.26881	7.5543	7.95611	5.91833
AT1G04707	9.16769	6.39481	7.03556	6.83525
AT1G04710	10.8529	10.0138	16.9314	13.7539
AT1G04723	6.97688	9.41653	7.39721	8.00225
AT1G04730	12.1674	11.2436	11.3424	11.7533
AT1G04743	3.87605	6.04344	6.83831	6.50183
AT1G04750	7.85321	8.74894	12.3287	12.0034
AT1G04760	3.43788	6.7813	7.59446	7.08532
AT1G04767	5.6624	6.50021	7.19995	6.41847
AT1G04770	4.88719	6.64076	7.36433	8.16896
AT1G04773	8.56101	8.50298	27.8792	35.3433
AT1G04778	2.8649	4.84881	5.26024	2.66742
AT1G04780	7.95432	7.87053	7.72597	8.58574
AT1G04783	9.16769	6.25426	11.8355	9.75274
AT1G04790	12.0663	9.06516	10.2903	11.5032
AT1G04800	5.59499	4.67313	4.4712	4.00112
AT1G04807	7.31393	8.57326	10.389	9.50267
AT1G04810	9.77438	9.03003	9.99445	8.0856
AT1G04820	6.97688	9.55707	8.9424	10.1695
AT1G04823	3.03343	6.53535	11.3095	12.9203
AT1G04827	9.87549	7.72998	9.43555	8.41903
AT1G04830	8.12284	9.59221	8.35062	9.75274
AT1G04833	5.99945	4.77854	5.72051	7.16868
AT1G04837	4.55014	7.13267	9.10678	7.75218
AT1G04840	6.53872	6.74617	9.69856	12.0034
AT1G04850	11.4933	10.7166	9.92869	14.0873
AT1G04860	7.28023	8.36244	8.87665	10.753
AT1G04863	4.92089	3.86499	6.87118	8.58574
AT1G04870	6.33649	9.52194	11.7369	14.6708
AT1G04880	5.42646	4.07581	5.98352	5.5849
AT1G04887	5.89833	4.46231	5.589	5.41819
AT1G04890	4.88719	4.3569	4.56983	4.50126
AT1G04900	7.8195	8.39757	12.7232	12.5035
AT1G04910	8.83064	6.21912	10.8492	10.6697
AT1G04917	10.1788	8.99489	9.13966	10.0862
AT1G04920	6.06685	7.62458	8.48213	9.00253
AT1G04923	4.41532	2.70549	2.36711	1.83385
AT1G04930	5.86463	13.1058	13.3478	13.8372
AT1G04933	3.5727	4.14608	5.68763	6.1684
AT1G04940	6.4039	10.6814	11.704	8.41903
AT1G04945	8.79694	10.2598	9.92869	9.2526
AT1G04950	12.6393	12.5085	14.3999	11.2532
AT1G04953	2.93231	6.60562	6.31228	6.00169
AT1G04960	11.0215	8.08135	8.61364	9.41931
AT1G04970	7.61727	9.1003	9.99445	11.5032
AT1G04973	6.70724	6.53535	7.2657	5.75162
AT1G04977	3.40418	6.21912	5.589	6.1684
AT1G04980	11.4933	10.8923	9.56705	9.08588
AT1G04985	7.95432	5.62181	10.652	6.58518
AT1G04990	5.99945	8.01107	9.86294	10.0862
AT1G05000	5.46017	7.62458	9.79719	8.83581
AT1G05005	2.79749	4.32176	4.10956	3.6677
AT1G05010	3.47159	4.53258	5.16161	4.08448
AT1G05020	6.30279	5.27044	6.1479	3.0842
AT1G05027	3.64011	3.1974	4.96435	3.25091
AT1G05030	6.26908	7.69485	9.13966	7.33539
AT1G05035	4.88719	4.63799	6.24653	5.16812
AT1G05040	3.94346	4.49745	5.09585	3.91777
AT1G05043	7.61727	6.07858	8.58076	10.9197
AT1G05055	7.58357	10.0841	11.0465	10.4196
AT1G05060	7.61727	6.92185	8.77802	9.50267
AT1G05061	5.52758	5.34072	8.12049	7.00197
AT1G05065	6.33649	5.34072	6.54242	4.58462
AT1G05067	3.33677	3.72445	3.25477	3.00084
AT1G05070	5.89833	9.1003	11.7369	13.087
AT1G05080	5.35905	5.9029	9.00815	8.6691
AT1G05083	5.89833	11.4896	11.0465	9.00253
AT1G05085	4.68496	5.5164	6.31228	4.83469
AT1G05087	11.2237	13.3869	24.2957	32.1757
AT1G05090	5.93204	4.56772	6.34516	6.1684
AT1G05093	8.42619	7.37862	11.5068	12.5869
AT1G05100	5.52758	2.49468	5.52325	4.66798
AT1G05120	5.52758	7.65971	9.56705	8.58574
AT1G05133	3.5727	3.37308	4.30682	4.25119
AT1G05135	4.38162	6.6759	7.8246	6.66854
AT1G05140	8.66212	8.36244	12.0657	10.8364
AT1G05147	4.17939	4.28663	5.72051	6.1684
AT1G05150	9.2014	8.78407	12.4931	13.1704
AT1G05153	3.87605	2.63522	3.02464	2.25063
AT1G05157	3.10084	7.30835	7.06844	5.08476
AT1G05160	11.19	10.0841	9.30404	9.8361
AT1G05163	11.1563	9.55707	11.4081	11.0031
AT1G05167	2.76379	2.35413	2.33423	2.75077
AT1G05170	6.13426	8.11648	11.7698	11.0864
AT1G05180	4.71866	6.74617	6.60817	7.33539
AT1G05183	9.9092	8.78407	11.8684	13.5871
AT1G05187	5.35905	8.3273	8.44925	7.58546
AT1G05190	7.48245	8.50298	8.84377	10.2529
AT1G05200	6.90947	7.1678	11.8355	8.75246
AT1G05205	7.68468	10.0138	12.9533	13.5871
AT1G05210	7.7858	10.6814	12.3287	13.2537
AT1G05213	10.1451	4.77854	5.12873	5.50155
AT1G05220	9.33622	10.0138	8.15336	8.41903
AT1G05230	3.97716	2.52981	2.20272	1.66713
AT1G05240	5.96574	6.04344	6.54242	5.5849
AT1G05250	2.89861	4.14608	4.37257	3.50098
AT1G05260	4.2805	5.27044	4.70134	5.08476
AT1G05267	4.92089	8.43271	8.35062	8.16896
AT1G05270	4.85348	4.11095	5.12873	2.83413
AT1G05277	5.52758	6.88671	5.75338	4.41791
AT1G05280	3.37047	2.52981	3.28765	2.00056
AT1G05290	4.9883	4.14608	4.20819	2.33399
