ID	ATX1-tag_hub	ATX2_tag_hub	ATX1_tag	ATX2_tag
AT3G60830	7.88691	10.7868	14.4328	14.5041
AT3G60840	8.29137	5.79749	6.77255	6.33511
AT3G60850	8.19025	7.62458	11.1122	11.1698
AT3G60860	10.2462	7.34349	13.6109	20.4224
AT3G60870	3.06713	2.8109	4.43832	3.50098
AT3G60880	7.7858	7.48403	9.69856	9.2526
AT3G60890	3.33677	4.42717	4.56983	3.6677
AT3G60900	3.10084	3.51363	5.91776	4.75133
AT3G60910	6.26908	6.81644	14.1369	16.8381
AT3G60920	9.06658	7.1678	10.8164	13.9206
AT3G60930	5.15683	2.70549	2.20272	2.41735
AT3G60935	3.33677	3.82986	4.86572	4.25119
AT3G60940	4.71866	4.53258	8.90952	8.16896
AT3G60950	3.37047	2.67036	5.91776	3.6677
AT3G60955	3.10084	3.54877	2.92601	2.00056
AT3G60957	2.73008	2.35413	3.84655	3.00084
AT3G60960	7.1117	7.34349	14.0054	18.0051
AT3G60961	7.24652	6.46508	9.73144	11.0864
AT3G60965	6.4039	4.14608	7.56159	7.16868
AT3G60966	3.80864	4.91908	5.62188	4.50126
AT3G60970	3.539	3.90013	3.71504	2.33399
AT3G60972	7.8195	6.21912	8.81089	5.5849
AT3G60975	3.33677	3.68931	4.89859	4.00112
AT3G60980	6.13426	5.9029	10.4547	13.7539
AT3G60990	1.95488	2.88118	2.13697	1.33371
AT3G61010	6.30279	6.11372	9.86294	11.0031
AT3G61020	6.30279	7.27321	10.5205	8.83581
AT3G61028	3.64011	4.11095	9.5013	8.0856
AT3G61030	3.67382	2.60009	5.06298	2.16728
AT3G61035	4.65126	3.54877	3.28765	3.75105
AT3G61040	5.22424	3.90013	4.43832	4.00112
AT3G61050	8.32507	9.90843	14.0054	15.421
AT3G61060	6.20167	5.83262	7.72597	6.50183
AT3G61070	7.92062	8.50298	7.33145	6.00169
AT3G61080	9.60585	8.11648	10.4547	9.00253
AT3G61090	10.5159	9.06516	11.5396	11.1698
AT3G61100	6.57243	7.58944	8.9424	11.3365
AT3G61110	4.85348	5.9029	7.03556	6.33511
AT3G61111	4.38162	5.44613	4.93147	3.16756
AT3G61113	8.12284	5.58667	7.39721	6.7519
AT3G61118	4.38162	2.56495	1.84108	1.66713
AT3G61120	4.9883	3.93526	3.71504	4.08448
AT3G61130	10.954	8.99489	12.3944	10.6697
AT3G61140	6.10056	7.5543	10.2575	16.7547
AT3G61150	6.4039	7.1678	7.36433	5.08476
AT3G61160	6.26908	6.18399	5.75338	5.41819
AT3G61170	8.69583	5.30558	7.72597	9.00253
AT3G61180	6.70724	7.44889	7.23282	9.66938
AT3G61190	2.19081	2.56495	3.64929	2.66742
AT3G61198	7.14541	6.2894	7.16707	9.8361
AT3G61200	2.8312	4.04067	5.78626	4.50126
AT3G61210	4.14568	3.47849	3.28765	3.33427
AT3G61220	6.87577	6.7813	10.3232	11.5866
AT3G61230	3.87605	3.82986	3.94518	3.00084
AT3G61240	8.15655	9.76789	8.08761	8.33567
AT3G61250	8.4936	5.09476	4.89859	4.50126
AT3G61260	3.94346	4.32176	5.06298	6.50183
AT3G61270	2.62897	3.16227	5.39174	3.41763
AT3G61280	3.84234	2.45954	3.97805	2.75077
AT3G61290	3.20195	4.39204	5.88489	4.25119
AT3G61300	4.04457	2.91631	2.53149	1.58378
AT3G61310	4.58385	9.20571	7.89035	10.3362
AT3G61320	5.25794	10.576	10.389	12.9203
AT3G61330	4.11198	2.14331	2.92601	2.25063
AT3G61340	4.2468	5.5164	6.41091	3.25091
AT3G61350	7.71839	6.64076	9.27116	6.25176
AT3G61360	9.53844	10.049	16.9314	17.4216
AT3G61370	8.93176	11.349	17.556	15.5877
AT3G61380	5.96574	5.58667	8.35062	9.33596
AT3G61390	4.2468	5.41099	7.03556	6.08504
AT3G61400	2.59527	2.10818	3.22189	1.91721
AT3G61410	5.99945	4.91908	6.87118	6.33511
AT3G61415	4.88719	10.049	10.2246	8.00225
AT3G61420	5.86463	7.80026	8.67939	7.91889
AT3G61430	3.67382	4.18122	6.04927	5.50155
AT3G61440	7.41504	7.83539	10.7835	8.6691
AT3G61450	6.74095	5.97317	8.77802	10.0028
AT3G61460	2.42674	3.61904	5.12873	3.25091
AT3G61470	5.62869	4.95422	4.70134	5.75162
AT3G61480	7.48245	8.85435	17.3917	18.7553
AT3G61490	4.2468	3.72445	4.30682	2.91749
AT3G61500	2.8649	3.72445	3.15614	2.5007
AT3G61510	4.85348	2.63522	3.02464	1.83385
AT3G61520	7.31393	8.74894	11.5068	11.3365
AT3G61530	10.7181	8.67866	12.4273	14.0873
AT3G61540	10.0103	8.88948	11.704	13.6705
AT3G61550	6.90947	6.42994	9.99445	6.08504
AT3G61560	9.2351	6.07858	9.00815	10.4196
AT3G61570	6.90947	9.8733	11.2109	12.0034
AT3G61580	4.48273	4.11095	4.50408	4.41791
AT3G61590	6.77465	6.46508	7.75885	6.58518
AT3G61600	6.70724	5.93803	7.39721	8.58574
AT3G61610	6.03315	4.91908	6.34516	4.16784
AT3G61620	7.92062	5.02449	7.72597	6.58518
AT3G61630	5.42646	3.44336	6.37804	6.33511
AT3G61640	3.67382	3.16227	5.0301	1.91721
AT3G61650	6.97688	7.44889	8.44925	7.83553
AT3G61670	9.47103	8.25703	17.6547	17.1715
AT3G61680	5.08942	5.37585	7.10132	6.00169
AT3G61690	6.74095	6.53535	9.04103	9.33596
AT3G61700	6.90947	7.09753	11.1122	6.7519
AT3G61710	6.4039	8.18676	8.08761	7.58546
AT3G61720	4.81978	2.60009	3.61641	3.16756
AT3G61721	2.22451	2.4244	2.43286	1.58378
AT3G61723	7.54986	4.7434	9.36979	6.91861
AT3G61730	8.83064	9.59221	11.9342	7.50211
AT3G61740	7.95432	7.58944	10.0931	6.66854
AT3G61750	7.48245	5.27044	9.30404	6.58518
AT3G61760	10.8192	11.5247	10.2903	12.9203
AT3G61770	7.54986	7.9408	10.7835	11.5032
AT3G61780	8.4936	10.7166	11.3424	11.4199
AT3G61790	8.25766	11.3139	11.1451	8.58574
AT3G61800	5.6961	5.37585	6.41091	7.25204
AT3G61810	8.19025	7.72998	8.18624	6.00169
AT3G61820	4.48273	5.41099	7.00269	6.58518
AT3G61830	4.11198	7.1678	12.3944	11.6699
AT3G61840	4.78607	6.25426	5.78626	5.5849
AT3G61850	6.80836	4.00554	6.90406	2.91749
AT3G61860	7.1117	9.38139	8.12049	8.41903
AT3G61870	5.96574	9.1003	10.4547	12.3368
AT3G61880	3.64011	4.81367	7.98898	10.1695
AT3G61890	5.39276	4.25149	8.31775	7.41875
AT3G61900	5.42646	3.33795	4.27394	3.41763
AT3G61910	2.89861	3.44336	4.20819	2.33399
AT3G61920	2.73008	3.16227	4.60271	4.83469
AT3G61930	3.40418	2.67036	2.36711	4.00112
AT3G61940	6.67354	5.16504	5.49037	3.25091
AT3G61950	6.70724	6.00831	6.57529	4.66798
AT3G61960	3.5727	6.32453	5.12873	3.91777
AT3G61970	6.4039	4.84881	7.92323	5.33483
AT3G61980	7.7858	8.04621	9.20541	9.2526
AT3G61990	6.33649	6.74617	5.78626	4.50126
AT3G62000	5.49387	7.0624	7.49584	10.0862
AT3G62010	4.58385	5.20017	6.93694	6.41847
AT3G62020	4.04457	4.63799	6.18078	4.58462
AT3G62030	8.76323	10.049	12.1643	15.8378
AT3G62040	5.25794	4.28663	4.30682	3.25091
AT3G62050	8.15655	6.32453	14.2355	19.0053
AT3G62060	3.77493	7.20294	8.21912	6.91861
AT3G62070	2.39304	5.65694	8.18624	10.0862
AT3G62080	10.0777	9.41653	11.6054	13.087
AT3G62090	5.29165	6.88671	8.71226	6.66854
AT3G62100	5.96574	3.33795	6.24653	4.08448
AT3G62110	4.71866	4.56772	7.8246	8.41903
AT3G62120	8.66212	8.01107	11.8684	16.5046
AT3G62130	5.56128	7.02726	8.97528	9.00253
AT3G62140	8.5273	7.72998	8.51501	11.6699
AT3G62150	7.14541	7.72998	9.99445	6.66854
AT3G62160	2.73008	5.83262	5.55612	5.91833
AT3G62170	4.2805	4.98935	6.50954	3.41763
AT3G62180	6.16797	4.46231	5.29311	6.58518
AT3G62190	7.95432	7.09753	10.5862	11.6699
AT3G62200	8.32507	9.62734	11.6383	16.0879
AT3G62210	4.81978	5.48126	5.26024	4.00112
AT3G62220	7.95432	8.46785	14.893	14.0039
AT3G62230	8.39248	7.20294	11.2438	11.0031
AT3G62240	8.08914	8.74894	10.8164	9.75274
AT3G62250	7.61727	6.00831	11.9013	17.2548
AT3G62260	6.67354	7.23808	7.36433	6.41847
AT3G62270	6.06685	3.61904	5.09585	4.25119
AT3G62280	7.65098	5.65694	7.03556	6.58518
AT3G62290	8.15655	9.17057	8.51501	8.83581
AT3G62300	7.51616	8.67866	9.5013	8.58574
AT3G62310	7.078	9.45166	12.3944	12.4202
AT3G62320	6.16797	6.18399	8.35062	7.50211
AT3G62330	7.28023	7.9408	8.58076	8.0856
AT3G62340	2.62897	4.07581	3.94518	2.00056
AT3G62350	4.71866	4.3569	3.58354	2.25063
AT3G62360	5.19053	9.41653	13.2492	15.6711
AT3G62370	6.03315	9.34625	11.6383	14.3374
AT3G62380	2.76379	3.86499	5.29311	3.41763
AT3G62390	3.50529	7.48403	9.20541	9.00253
AT3G62410	9.80808	6.2894	7.49584	10.3362
AT3G62420	4.75237	3.86499	4.79996	5.83497
AT3G62430	12.2685	9.31112	10.652	14.5041
AT3G62440	5.08942	6.04344	8.05474	8.33567
AT3G62450	7.54986	6.50021	9.76431	12.5035
AT3G62455	7.44875	7.13267	6.96981	10.0862
AT3G62460	8.32507	8.18676	12.8876	13.5871
AT3G62470	8.72953	8.39757	8.48213	8.91917
AT3G62475	3.20195	2.70549	2.53149	1.91721
AT3G62480	1.65153	2.07304	1.1178	2.5007
AT3G62490	3.43788	1.05409	1.44656	1.75049
AT3G62500	7.17911	7.62458	7.75885	11.4199
AT3G62520	4.31421	2.45954	3.81367	3.50098
AT3G62530	5.12312	7.65971	8.51501	9.08588
AT3G62540	5.6624	8.01107	7.92323	8.41903
AT3G62550	4.48273	5.05963	5.68763	3.58434
AT3G62560	7.61727	6.88671	5.95064	6.58518
AT3G62570	3.26936	6.35967	7.79172	3.6677
AT3G62580	10.9203	10.5058	10.652	10.6697
AT3G62590	5.93204	7.48403	6.31228	5.33483
AT3G62600	6.30279	6.2894	6.44379	7.58546
AT3G62610	3.77493	3.90013	3.3534	1.83385
AT3G62620	8.12284	5.69208	6.90406	5.41819
AT3G62630	6.30279	5.41099	13.1177	20.1723
AT3G62640	4.48273	3.93526	4.40545	4.66798
AT3G62650	4.14568	5.27044	6.44379	5.91833
AT3G62660	2.8649	4.14608	4.76709	2.91749
AT3G62670	2.49415	2.74063	3.78079	2.33399
AT3G62680	3.06713	4.49745	4.33969	4.66798
AT3G62690	4.81978	4.46231	5.91776	5.16812
AT3G62700	5.46017	4.98935	5.78626	7.25204
AT3G62710	3.5727	4.56772	6.01639	2.41735
AT3G62720	5.79722	4.56772	5.62188	5.75162
AT3G62725	3.84234	3.47849	4.01093	3.6677
AT3G62730	3.16825	3.05686	3.22189	2.75077
AT3G62740	5.15683	4.91908	4.83284	4.75133
AT3G62750	5.25794	4.95422	7.59446	7.08532
AT3G62760	6.33649	4.95422	8.18624	8.16896
AT3G62770	4.81978	6.32453	8.97528	11.1698
AT3G62780	5.39276	5.86776	9.27116	11.5866
AT3G62790	7.14541	8.15162	8.35062	10.753
AT3G62800	8.86435	11.4544	10.8821	14.0873
AT3G62810	10.1788	10.576	10.8492	14.1706
AT3G62820	3.30307	4.25149	3.84655	2.91749
AT3G62830	6.20167	6.57049	7.13419	7.66882
AT3G62840	8.96546	7.83539	10.126	11.0031
AT3G62850	8.39248	5.23531	7.36433	8.83581
AT3G62860	6.94318	6.14885	9.92869	7.25204
AT3G62870	8.22396	6.95699	9.73144	12.3368
AT3G62880	8.32507	10.7517	15.715	14.0873
AT3G62890	9.77438	11.0328	13.5122	14.0039
AT3G62900	9.26881	8.85435	9.96157	7.25204
AT3G62910	9.67326	10.5058	9.5013	9.75274
AT3G62920	11.9652	11.4544	9.83006	11.4199
AT3G62940	9.10028	7.97594	7.75885	9.91945
AT3G62950	2.35933	4.63799	4.43832	4.00112
AT3G62960	4.04457	4.21636	3.78079	5.91833
AT3G62970	8.72953	8.18676	11.8684	16.2546
AT3G62980	5.15683	5.20017	7.49584	6.25176
AT3G62990	3.60641	3.79472	3.84655	3.33427
AT3G63000	9.53844	6.14885	14.4985	14.8375
AT3G63010	3.10084	5.48126	9.46842	5.16812
AT3G63020	5.39276	5.48126	16.5697	21.0893
AT3G63030	6.20167	8.25703	9.53418	11.92
AT3G63040	6.16797	4.77854	4.70134	4.25119
AT3G63050	4.07827	5.44613	6.64105	3.83441
AT3G63060	6.03315	4.95422	8.05474	8.00225
AT3G63070	6.57243	12.368	14.0383	17.2548
AT3G63080	5.49387	8.18676	11.2109	13.087
AT3G63090	7.48245	5.79749	7.00269	7.75218
AT3G63093	6.97688	6.35967	10.2575	8.6691
AT3G63095	2.89861	6.81644	8.84377	9.75274
AT3G63110	3.80864	3.02172	3.97805	6.00169
AT3G63120	10.2462	7.1678	11.1122	10.2529
AT3G63130	6.94318	7.30835	11.6383	8.33567
AT3G63140	6.47131	7.20294	12.0657	12.5869
AT3G63150	5.12312	5.79749	7.59446	6.7519
AT3G63160	7.88691	9.1003	10.1917	13.5871
AT3G63170	6.80836	7.37862	9.69856	10.4196
AT3G63180	6.26908	5.34072	8.25199	9.00253
AT3G63190	12.7741	8.7138	11.8027	13.4204
AT3G63200	3.50529	4.18122	5.88489	5.08476
AT3G63210	5.62869	4.95422	4.60271	4.91805
AT3G63220	6.06685	6.7813	6.67392	6.50183
AT3G63240	5.99945	10.1895	16.241	15.0876
AT3G63250	9.13399	10.4355	13.315	13.4204
AT3G63255	9.06658	9.31112	11.9013	11.2532
AT3G63260	10.5833	7.27321	6.41091	7.66882
AT3G63270	7.51616	10.3652	10.126	12.3368
AT3G63280	6.47131	4.49745	5.42462	4.50126
AT3G63290	10.4822	8.95975	12.5259	11.8367
AT3G63300	2.59527	5.9029	5.98352	8.83581
AT3G63310	8.89805	7.58944	9.73144	11.6699
AT3G63320	4.58385	5.65694	4.96435	6.25176
AT3G63340	8.42619	7.90567	10.0273	11.5032
AT3G63350	4.81978	4.56772	7.10132	7.91889
AT3G63360	7.04429	6.00831	7.69309	7.58546
AT3G63370	8.99917	6.50021	13.7095	16.2546
AT3G63380	5.76351	5.44613	3.61641	5.25147
AT3G63390	7.7858	8.11648	14.2355	12.7536
AT3G63400	8.93176	9.1003	16.4054	12.0034
AT3G63410	8.4936	9.31112	10.7506	17.6716
AT3G63420	9.80808	12.6842	14.893	19.0887
AT3G63430	6.63984	7.27321	12.3944	10.2529
AT3G63440	5.56128	6.21912	5.62188	7.08532
AT3G63445	9.9092	9.17057	9.63281	9.2526
AT3G63450	3.74123	6.64076	8.44925	10.8364
AT3G63460	7.04429	7.0624	8.48213	13.5871
AT3G63470	5.76351	4.95422	6.83831	8.50239
AT3G63480	8.25766	11.8058	13.6437	17.0048
AT3G63490	8.96546	11.2788	12.5917	19.2554
AT3G63500	6.77465	9.1003	10.6849	12.3368
AT3G63510	11.9652	13.4572	11.8684	13.3371
AT3G63520	10.8529	13.2112	15.0574	24.1735
AT3G63530	9.63956	9.52194	15.4519	13.9206
AT3G63540	5.25794	3.93526	4.76709	8.00225
AT3G66652	3.30307	5.1299	7.29858	3.0842
AT3G66654	7.54986	8.78407	11.7698	13.9206
AT3G66656	4.71866	4.04067	5.55612	4.50126
AT3G66658	8.93176	10.3301	13.6109	15.3376
AT4G00020	10.1788	7.62458	8.02186	7.66882
AT4G00026	10.5159	8.04621	9.86294	12.6702
AT4G00030	8.89805	7.5543	11.5068	18.1718
AT4G00040	4.41532	5.5164	5.65475	6.91861
AT4G00050	4.81978	2.319	3.3534	3.41763
AT4G00060	5.32535	7.02726	12.1972	14.9209
AT4G00070	3.97716	1.75681	1.84108	1.08364
AT4G00080	2.99972	4.21636	3.55066	5.16812
AT4G00090	10.3137	7.80026	9.43555	12.8369
AT4G00100	5.29165	6.50021	8.84377	11.0864
AT4G00110	5.29165	5.27044	6.77255	4.33455
AT4G00114	4.38162	4.81367	7.16707	7.58546
AT4G00120	2.66268	2.35413	1.47944	2.16728
AT4G00130	4.01087	1.22977	1.18355	2.25063
AT4G00140	5.49387	3.40822	4.89859	4.41791
AT4G00150	4.9546	2.84604	4.93147	2.5007
AT4G00160	2.69638	3.02172	2.89313	2.25063
AT4G00163	2.29192	3.65417	5.22736	5.66826
AT4G00165	5.39276	3.26768	5.06298	5.91833
AT4G00170	7.61727	7.87053	12.6246	11.5866
AT4G00180	1.75265	3.12713	4.24106	3.41763
AT4G00190	1.78635	3.44336	2.10409	1.58378
AT4G00200	5.89833	7.37862	13.578	13.087
AT4G00210	2.42674	2.74063	3.28765	3.41763
AT4G00220	4.14568	2.8109	2.7945	1.75049
AT4G00225	3.94346	2.28386	2.46574	1.50042
AT4G00230	4.2468	3.54877	1.87396	1.58378
AT4G00231	4.9883	10.6112	13.2163	13.3371
AT4G00232	2.02228	3.1974	3.58354	2.58406
AT4G00234	2.8312	3.1974	3.28765	3.0842
AT4G00236	2.46045	3.47849	3.81367	3.50098
AT4G00238	7.17911	6.85158	10.5205	11.7533
AT4G00240	5.76351	5.27044	5.09585	5.25147
AT4G00250	5.15683	2.74063	3.58354	3.41763
AT4G00260	5.05571	6.81644	6.60817	5.0014
AT4G00270	5.6624	4.18122	8.02186	12.0867
AT4G00290	8.86435	8.53812	15.4519	15.9211
AT4G00295	3.33677	3.86499	5.72051	5.50155
AT4G00300	8.35878	7.09753	9.00815	9.8361
AT4G00305	4.75237	6.35967	6.24653	4.66798
AT4G00310	4.78607	4.91908	8.54788	9.41931
AT4G00315	4.07827	2.98658	3.28765	1.91721
AT4G00320	2.19081	3.79472	2.92601	2.41735
AT4G00330	6.20167	5.23531	8.51501	11.6699
AT4G00335	9.03287	8.01107	9.63281	8.41903
AT4G00340	8.05543	7.48403	7.69309	7.50211
AT4G00350	4.14568	4.88394	2.7945	4.08448
AT4G00355	8.86435	5.05963	8.58076	7.41875
AT4G00360	3.37047	4.67313	4.30682	5.41819
AT4G00370	11.3922	7.02726	11.6711	14.0039
AT4G00380	3.13454	6.57049	7.52871	6.41847
AT4G00390	3.40418	3.54877	6.01639	7.66882
AT4G00400	4.61755	3.44336	3.61641	4.08448
AT4G00420	8.02173	7.13267	7.06844	6.00169
AT4G00430	4.07827	4.32176	5.68763	9.58603
AT4G00440	8.29137	6.6759	13.3478	12.4202
AT4G00450	4.41532	6.71103	6.18078	8.33567
AT4G00460	3.33677	4.00554	2.72875	1.83385
AT4G00467	4.2805	3.09199	3.45203	2.83413
AT4G00480	3.16825	4.91908	3.74792	3.75105
AT4G00490	8.86435	8.81921	8.81089	9.58603
AT4G00500	9.2351	11.3842	13.1835	15.9211
AT4G00525	10.2125	11.8409	14.1698	16.7547
AT4G00530	11.2237	11.9112	22.7176	25.2571
AT4G00540	2.69638	2.38927	2.2356	1.91721
AT4G00550	8.29137	6.92185	13.052	11.6699
AT4G00560	6.60613	9.24085	10.9479	12.6702
AT4G00570	8.76323	6.57049	8.97528	10.5863
AT4G00580	3.10084	2.77577	2.39998	1.08364
AT4G00585	8.19025	6.57049	8.08761	9.00253
AT4G00590	8.02173	8.88948	12.3287	14.5041
AT4G00600	2.73008	3.47849	2.76162	2.33399
AT4G00610	2.93231	3.82986	3.18902	4.75133
AT4G00620	6.06685	5.72722	6.08215	5.5849
AT4G00630	8.66212	9.41653	14.4985	16.1712
AT4G00650	7.68468	6.07858	11.5725	11.0864
AT4G00660	9.47103	7.44889	12.8547	13.1704
AT4G00670	2.52786	5.30558	5.91776	6.66854
AT4G00680	8.99917	8.36244	10.7835	9.16924
AT4G00690	11.3248	9.83816	12.6246	10.5863
AT4G00695	5.62869	5.9029	6.64105	5.08476
AT4G00700	5.99945	6.11372	7.19995	8.41903
AT4G00710	5.32535	8.25703	8.51501	7.16868
AT4G00720	6.13426	8.81921	8.21912	11.7533
AT4G00730	1.65153	4.39204	6.37804	4.33455
AT4G00740	8.69583	7.9408	13.6437	16.588
AT4G00750	2.76379	3.23254	3.78079	5.5849
AT4G00752	7.48245	5.69208	8.02186	8.41903
AT4G00753	1.98858	3.44336	2.53149	1.50042
AT4G00755	7.04429	6.60562	6.96981	6.58518
AT4G00760	7.61727	10.0138	11.6054	8.0856
AT4G00770	5.19053	6.35967	6.93694	7.58546
AT4G00780	7.21282	4.00554	3.78079	2.91749
AT4G00800	6.57243	7.37862	11.0794	11.0864
AT4G00810	8.05543	6.53535	9.59993	12.1701
AT4G00820	3.77493	5.34072	7.23282	5.50155
AT4G00830	7.88691	5.41099	8.58076	9.50267
AT4G00840	5.52758	6.64076	9.43555	9.41931
AT4G00850	7.85321	8.46785	10.9479	11.0864
AT4G00860	10.7181	9.76789	9.23829	9.00253
AT4G00870	4.2468	3.93526	3.32052	3.58434
AT4G00872	4.58385	2.8109	2.2356	1.50042
AT4G00880	3.47159	2.74063	2.36711	2.66742
AT4G00883	3.84234	2.35413	2.53149	2.75077
AT4G00889	4.9883	6.00831	5.16161	5.0014
AT4G00890	3.5727	3.5839	5.65475	4.58462
AT4G00893	5.22424	4.32176	6.7068	5.66826
AT4G00895	7.8195	6.95699	16.0108	17.0881
AT4G00900	6.57243	6.85158	10.0602	6.50183
AT4G00905	6.53872	5.76235	6.80543	7.00197
AT4G00910	4.14568	3.09199	2.46574	2.16728
AT4G00920	4.41532	5.05963	8.15336	5.0014
AT4G00930	8.5273	6.92185	11.5068	10.9197
AT4G00940	5.56128	3.33795	5.19448	2.41735
AT4G00950	4.17939	5.09476	4.70134	3.33427
AT4G00953	1.55042	2.07304	2.49861	2.16728
AT4G00955	5.25794	3.26768	6.54242	8.91917
AT4G00960	2.8649	2.28386	1.38081	1.58378
AT4G00970	3.50529	3.1974	3.55066	3.50098
AT4G00975	6.74095	5.1299	7.39721	10.3362
AT4G00980	6.3702	6.64076	8.44925	8.00225
AT4G00990	7.24652	10.5409	10.6849	9.2526
AT4G01000	5.59499	3.54877	6.08215	5.41819
AT4G01010	6.97688	7.58944	16.3725	12.4202
AT4G01020	7.14541	7.41376	17.6875	21.4227
AT4G01023	5.96574	4.77854	8.71226	8.25232
AT4G01026	6.06685	5.83262	12.4602	13.5871
AT4G01030	4.92089	7.97594	8.51501	9.33596
AT4G01037	11.4259	12.0517	16.6684	20.1723
AT4G01040	12.3359	12.122	13.9725	16.3379
AT4G01050	13.0437	9.06516	13.5451	16.6713
AT4G01060	2.8312	3.93526	4.86572	3.83441
AT4G01070	5.89833	4.39204	5.16161	6.50183
AT4G01080	6.06685	6.00831	7.59446	9.08588
AT4G01090	5.62869	5.20017	5.589	5.66826
AT4G01100	8.22396	6.25426	8.08761	9.50267
AT4G01110	5.35905	5.09476	7.16707	6.00169
AT4G01120	7.75209	7.90567	7.66022	7.91889
AT4G01130	5.86463	4.81367	5.75338	5.25147
AT4G01140	4.92089	3.26768	3.28765	3.25091
AT4G01150	5.86463	6.00831	7.69309	14.6708
AT4G01160	4.81978	3.09199	3.02464	1.25035
AT4G01170	4.34791	2.67036	3.18902	2.25063
AT4G01180	4.07827	4.91908	10.8164	6.91861
AT4G01190	3.13454	3.54877	5.26024	3.50098
AT4G01200	4.14568	4.25149	6.80543	5.0014
AT4G01210	9.50474	7.62458	12.6246	14.254
AT4G01220	6.63984	9.24085	14.4328	11.5866
AT4G01230	9.74067	5.30558	7.95611	9.08588
AT4G01240	4.04457	2.35413	2.03834	1.50042
AT4G01245	5.76351	5.37585	5.49037	5.50155
AT4G01250	4.38162	6.07858	8.21912	9.16924
AT4G01260	1.78635	3.9704	3.58354	5.5849
AT4G01265	5.52758	6.07858	5.45749	5.83497
AT4G01270	7.68468	8.88948	8.87665	9.75274
AT4G01280	6.23538	7.37862	7.33145	8.91917
AT4G01290	8.93176	9.97871	15.3204	11.92
AT4G01310	7.38134	10.0841	14.7944	19.0053
AT4G01320	8.93176	12.6139	23.6382	24.4235
AT4G01330	4.78607	5.41099	6.27941	8.00225
AT4G01335	5.59499	4.63799	5.75338	4.91805
AT4G01340	5.42646	2.88118	2.76162	1.83385
AT4G01350	3.539	4.07581	5.29311	5.5849
AT4G01360	6.33649	6.88671	6.87118	3.91777
AT4G01370	4.11198	7.62458	7.36433	6.08504
AT4G01380	4.17939	2.8109	3.68216	2.5007
AT4G01390	6.43761	4.77854	7.23282	5.16812
AT4G01395	10.9203	7.5543	11.3753	14.6708
AT4G01400	7.1117	5.76235	6.50954	9.50267
AT4G01410	4.68496	4.00554	4.27394	5.66826
AT4G01420	3.43788	2.14331	2.86025	0.583497
AT4G01430	3.10084	2.03791	2.43286	2.00056
AT4G01435	4.07827	2.8109	8.3835	9.50267
AT4G01440	2.49415	2.74063	1.61095	2.00056
AT4G01450	1.98858	2.60009	1.90684	1.75049
AT4G01460	3.67382	3.44336	3.45203	2.5007
AT4G01470	2.79749	2.74063	2.86025	3.33427
AT4G01480	3.50529	4.00554	3.87942	5.16812
AT4G01490	3.23566	2.49468	1.74245	2.75077
AT4G01500	4.41532	3.26768	3.87942	2.41735
AT4G01505	4.61755	2.74063	3.18902	2.33399
AT4G01510	6.63984	9.45166	12.5917	14.5874
AT4G01515	3.77493	3.93526	4.04381	3.75105
AT4G01520	3.37047	3.75958	2.99176	2.75077
AT4G01525	2.25822	3.09199	4.10956	3.33427
AT4G01530	5.15683	3.16227	3.38628	2.58406
AT4G01533	3.13454	4.28663	4.07668	3.83441
AT4G01540	8.08914	6.14885	11.4739	10.6697
AT4G01550	4.58385	4.67313	7.06844	5.16812
AT4G01560	9.16769	6.85158	10.0602	12.0867
AT4G01570	7.7858	8.11648	14.7944	18.0884
AT4G01575	4.71866	6.7813	7.72597	6.83525
AT4G01580	3.539	5.93803	6.77255	6.91861
AT4G01590	4.41532	7.62458	18.2136	26.2574
AT4G01593	7.14541	7.34349	9.10678	11.2532
AT4G01595	4.2468	6.07858	8.44925	7.58546
AT4G01600	3.06713	3.30281	4.56983	2.25063
AT4G01610	8.29137	5.23531	8.18624	8.0856
AT4G01630	3.539	3.09199	2.36711	1.66713
AT4G01640	2.89861	2.14331	2.16985	2.25063
AT4G01650	6.3702	4.25149	5.06298	6.00169
AT4G01660	8.12284	9.03003	6.7068	6.41847
AT4G01670	3.80864	3.23254	3.22189	4.50126
AT4G01680	2.29192	4.00554	3.48491	2.5007
AT4G01690	11.0215	7.41376	10.6849	15.1709
AT4G01700	5.42646	4.18122	5.35886	4.83469
AT4G01710	7.58357	7.34349	12.3944	14.5874
AT4G01720	4.9546	3.37308	3.58354	1.58378
AT4G01730	7.51616	6.11372	6.64105	7.16868
AT4G01735	2.89861	4.95422	4.37257	3.41763
AT4G01740	4.9883	3.75958	4.73421	4.08448
AT4G01750	3.539	4.98935	6.50954	5.33483
AT4G01760	3.5727	3.05686	2.56436	2.25063
AT4G01770	1.88747	3.05686	3.61641	4.00112
AT4G01780	3.80864	2.49468	3.55066	3.58434
AT4G01790	5.49387	6.18399	6.87118	7.00197
AT4G01800	12.673	9.03003	11.5396	16.6713
AT4G01810	7.28023	7.37862	8.84377	7.91889
AT4G01820	4.41532	2.60009	3.28765	1.50042
AT4G01830	2.42674	1.72168	2.16985	2.08392
AT4G01840	3.47159	6.14885	8.74514	5.5849
AT4G01850	5.83092	6.25426	9.00815	9.8361
AT4G01860	10.4148	9.97871	9.69856	10.9197
AT4G01870	5.72981	6.00831	10.2246	9.8361
AT4G01880	8.62842	11.3842	17.4903	19.2554
AT4G01883	6.87577	10.4706	14.104	17.1715
