ID	ATX1_hub	ATX2_hub	ATX2	ATX1	
AT1G30450	11.1067	12.1037	11.3065	9.34474
AT1G30455	3.63105	4.56926	7.8045	6.04949
AT1G30460	7.40449	8.74964	8.05464	4.72155
AT1G30470	6.47893	11.2287	10.3059	7.47579
AT1G30473	8.18766	7.33998	6.20357	9.19719
AT1G30475	6.19414	7.33998	8.40484	9.29555
AT1G30480	6.62132	7.92329	10.7062	9.54147
AT1G30490	6.33654	10.1107	12.9074	7.47579
AT1G30500	6.97731	16.0896	23.5636	15.5418
AT1G30510	7.1909	9.576	7.8045	9.49229
AT1G30515	7.54689	7.9719	9.5555	7.62334
AT1G30520	7.2621	5.59005	7.70444	6.34458
AT1G30530	4.62781	6.4164	5.10294	6.93478
AT1G30540	6.47893	7.9719	8.35481	7.7217
AT1G30545	8.25886	12.3467	14.2582	7.7217
AT1G30550	5.98055	5.68727	5.70329	7.03314
AT1G30560	4.98379	7.24276	6.65383	4.08217
AT1G30570	8.97083	10.6454	11.5567	8.80373
AT1G30580	7.33329	10.3537	12.8574	10.7219
AT1G30590	11.8899	12.0551	10.6061	11.0661
AT1G30600	6.76372	11.569	13.4578	8.45945
AT1G30610	13.1003	24.8879	23.2634	12.1482
AT1G30620	7.1909	8.55521	8.70501	5.75439
AT1G30630	11.6763	11.7148	12.9074	11.4596
AT1G30640	10.0388	10.3537	13.1075	9.98411
AT1G30650	4.48541	3.30542	2.90167	2.90179
AT1G30660	7.40449	9.91626	9.15527	8.70536
AT1G30670	4.12943	2.62489	2.55147	4.77073
AT1G30680	12.8867	13.1245	11.1564	8.95127
AT1G30690	7.33329	14.3883	20.912	8.60699
AT1G30700	6.19414	5.78449	6.2536	5.95112
AT1G30710	2.20711	3.11098	3.3019	3.83626
AT1G30720	3.41746	4.71508	3.70213	3.29525
AT1G30730	6.83491	6.31919	7.55435	6.5905
AT1G30740	4.8414	7.04832	8.40484	4.18054
AT1G30750	5.55337	6.3678	7.8045	6.14785
AT1G30755	5.26858	6.12475	6.35366	5.41011
AT1G30757	7.33329	10.3051	13.1576	9.4431
AT1G30760	2.4919	1.70132	2.85164	3.83626
AT1G30780	2.4207	2.81933	3.70213	4.08217
AT1G30784	1.49514	1.50688	1.50086	1.91813
AT1G30790	2.3495	1.6041	2.55147	3.78708
AT1G30795	3.55985	2.62489	2.80161	3.00015
AT1G30800	6.19414	5.63866	7.55435	3.54116
AT1G30810	4.699	5.347	6.20357	6.34458
AT1G30814	3.27506	3.49986	4.45256	6.63968
AT1G30820	7.1909	7.24276	10.9063	5.50848
AT1G30825	10.2524	13.3189	16.1093	10.23
AT1G30835	3.41746	7.04832	7.30421	3.83626
AT1G30840	3.20387	4.37482	2.6015	3.68871
AT1G30845	8.68604	13.2217	10.8062	8.0168
AT1G30850	1.49514	2.81933	2.9517	3.1477
AT1G30860	7.40449	7.19415	6.90398	4.08217
AT1G30870	4.48541	2.18741	2.50144	3.24607
AT1G30880	8.54364	9.33295	9.60553	7.37742
AT1G30890	10.3948	10.0621	12.8074	9.78738
AT1G30900	4.41422	7.09693	6.70386	4.96747
AT1G30910	9.4692	10.2565	9.05522	7.77089
AT1G30920	3.91584	3.40264	3.45199	3.39362
AT1G30921	2.2783	2.96516	2.55147	2.65587
AT1G30925	3.06147	0.923573	1.45084	2.11486
AT1G30930	4.7702	3.40264	2.90167	3.19688
AT1G30935	3.91584	3.7429	3.15182	2.70506
AT1G30940	4.05823	2.09019	2.55147	2.26241
AT1G30950	4.34302	3.11098	3.20184	3.73789
AT1G30960	9.39801	10.4996	11.4066	10.0333
AT1G30970	6.69252	10.3051	9.65556	8.3119
AT1G30972	3.06147	1.50688	1.65095	3.39362
AT1G30980	1.13915	1.84715	1.25072	1.7214
AT1G30990	1.92232	2.77072	2.80161	2.50832
AT1G31000	3.13267	2.6735	2.90167	2.55751
AT1G31010	5.41097	11.1315	9.65556	8.06598
AT1G31020	5.55337	8.99269	8.90513	6.5905
AT1G31030	3.06147	1.94436	0.950548	1.22957
AT1G31040	4.27182	4.18038	4.80277	3.88544
AT1G31050	3.63105	2.04158	1.9011	2.90179
AT1G31070	5.26858	7.68024	5.5532	5.1642
AT1G31080	3.70225	2.62489	3.00173	2.65587
AT1G31090	2.20711	2.38185	2.50144	3.88544
AT1G31093	2.84788	2.96516	2.20127	2.36078
AT1G31095	2.99028	2.72211	1.60092	2.50832
AT1G31100	2.63429	0.923573	1.80104	1.22957
AT1G31120	6.83491	6.4164	6.70386	6.83641
AT1G31130	6.26534	7.72885	7.50432	5.06583
AT1G31140	2.70549	5.24979	2.35135	2.26241
AT1G31150	7.40449	9.43017	8.80507	7.52497
AT1G31160	5.12619	10.3537	7.8045	8.60699
AT1G31163	4.05823	4.03456	2.65153	4.03299
AT1G31170	8.11646	5.78449	5.9034	7.52497
AT1G31175	5.19738	4.42343	8.70501	6.34458
AT1G31180	7.1909	10.8398	13.2076	7.13151
AT1G31190	6.05175	7.9719	11.2065	7.96762
AT1G31200	5.12619	6.56223	7.30421	5.26256
AT1G31210	1.63753	1.65271	1.85107	2.21323
AT1G31220	8.54364	10.1107	17.7102	9.34474
AT1G31230	9.89639	13.4161	11.9569	9.00046
AT1G31240	5.41097	6.46501	7.90455	6.14785
AT1G31250	2.99028	3.35403	2.00115	3.19688
AT1G31255	1.49514	5.00674	2.15124	2.95097
AT1G31258	7.54689	6.70806	6.75389	4.08217
AT1G31260	1.92232	3.54847	2.90167	2.21323
AT1G31270	2.56309	2.86794	1.85107	2.8526
AT1G31280	6.33654	8.31216	8.05464	4.91828
AT1G31290	3.06147	4.42343	7.40426	3.1477
AT1G31300	7.2621	10.1593	13.0575	8.55781
AT1G31310	3.77344	3.7429	5.15297	4.8691
AT1G31320	5.55337	5.15257	6.30363	5.26256
AT1G31330	8.25886	6.65945	10.0558	5.45929
AT1G31335	5.41097	6.75667	7.15412	3.78708
AT1G31340	4.12943	8.02051	6.55377	6.44295
AT1G31350	4.27182	6.9511	6.2536	4.47564
AT1G31355	3.63105	3.93734	6.00346	3.09852
AT1G31360	8.25886	8.36077	8.60496	9.04964
AT1G31370	3.27506	5.05535	3.6521	6.04949
AT1G31380	3.34626	1.74993	3.40196	2.8526
AT1G31390	2.99028	7.77746	5.00288	3.88544
AT1G31400	3.91584	5.10396	4.00231	4.8691
AT1G31410	5.83816	9.13852	11.3565	9.39392
AT1G31420	8.18766	9.86765	10.7062	10.3284
AT1G31430	7.40449	6.3678	9.25533	9.14801
AT1G31440	7.1909	12.3953	9.90571	6.73805
AT1G31450	5.05499	2.33324	4.40254	4.03299
AT1G31460	4.699	7.63163	6.00346	5.01665
AT1G31470	9.32681	7.63163	10.6561	5.36093
AT1G31480	10.8931	12.9786	12.8574	14.1647
AT1G31485	2.77668	3.01377	4.10236	4.03299
AT1G31490	2.77668	4.22899	3.75216	4.81992
AT1G31500	9.04202	9.72182	10.5061	10.6727
AT1G31510	4.34302	4.37482	2.2513	4.62319
AT1G31520	2.4207	1.0694	1.35078	2.80342
AT1G31530	2.13591	1.74993	2.10121	2.06568
AT1G31540	7.40449	7.72885	6.95401	5.06583
AT1G31550	4.62781	6.75667	7.05406	5.41011
AT1G31555	4.27182	3.11098	2.85164	2.60669
AT1G31570	1.99352	2.33324	1.30075	1.67222
AT1G31580	5.19738	7.53441	4.40254	5.06583
AT1G31600	9.96758	13.0759	9.95573	9.04964
AT1G31620	5.48217	6.4164	4.55262	3.19688
AT1G31630	3.13267	2.1388	3.25187	2.16404
AT1G31640	2.91908	3.25681	1.95112	2.16404
AT1G31650	7.83167	10.3051	7.60438	10.4268
AT1G31660	9.04202	10.0621	11.4566	8.21353
AT1G31670	3.48865	3.11098	3.15182	3.68871
AT1G31690	3.63105	2.77072	3.55205	2.16404
AT1G31710	5.62457	3.45125	3.50202	3.68871
AT1G31720	2.84788	3.15959	1.50086	4.03299
AT1G31730	6.83491	8.02051	7.75447	8.21353
AT1G31740	4.27182	1.89576	2.20127	2.26241
AT1G31750	4.27182	3.11098	5.00288	3.00015
AT1G31760	5.69576	7.29137	7.55435	6.78723
AT1G31770	4.8414	6.02753	5.30305	4.22972
AT1G31772	2.3495	3.69429	2.50144	2.95097
AT1G31780	8.33005	17.4993	18.1605	10.1808
AT1G31790	5.41097	8.84686	10.406	7.67252
AT1G31800	10.8931	10.2079	11.4566	9.7382
AT1G31810	3.41746	2.91655	2.50144	3.39362
AT1G31812	10.6796	12.9786	10.8563	9.78738
AT1G31814	8.82843	9.13852	9.75562	9.04964
AT1G31817	11.6763	12.2981	10.1558	10.0333
AT1G31820	6.26534	6.46501	8.75504	8.85291
AT1G31830	6.12294	6.3678	7.55435	5.75439
AT1G31835	8.82843	11.812	12.4572	6.5905
AT1G31840	13.1003	10.0621	12.107	9.49229
AT1G31850	6.76372	8.60381	9.50548	6.8856
AT1G31860	10.3948	9.81904	11.2065	8.11517
AT1G31870	9.04202	11.3259	11.5066	9.68902
AT1G31880	4.48541	6.70806	6.35366	4.62319
AT1G31885	4.7702	4.13178	2.70156	4.77073
AT1G31900	3.77344	6.46501	8.45487	6.19704
AT1G31910	6.12294	6.75667	6.75389	6.73805
AT1G31920	7.40449	10.4996	9.90571	8.16435
AT1G31930	6.76372	12.5898	10.9563	7.32824
AT1G31935	5.05499	6.4164	6.65383	6.0003
AT1G31940	7.54689	8.45799	10.5061	6.39377
AT1G31950	3.91584	4.95813	2.75158	3.09852
AT1G31960	4.7702	3.84012	3.10179	4.03299
AT1G31970	6.12294	6.46501	7.75447	6.2954
AT1G31983	1.99352	4.47204	2.40138	2.45914
AT1G31990	2.77668	3.30542	2.30133	3.09852
AT1G31993	0.569576	1.6041	1.30075	1.13121
AT1G32000	1.70873	1.45827	1.05061	1.96731
AT1G32010	1.70873	1.16662	1.15066	1.7214
AT1G32020	1.63753	3.30542	1.95112	2.31159
AT1G32030	3.06147	1.99297	1.9011	1.81976
AT1G32040	1.85112	1.02079	2.00115	1.37712
AT1G32049	7.33329	8.31216	9.60553	5.21338
AT1G32050	5.90935	10.4024	14.2582	11.4596
AT1G32060	9.11322	9.38156	8.8551	9.39392
AT1G32070	9.96758	10.1107	9.50548	7.77089
AT1G32080	4.12943	6.22197	5.80334	6.63968
AT1G32090	4.62781	5.63866	7.00403	4.77073
AT1G32100	3.41746	3.69429	2.85164	3.88544
AT1G32120	5.33978	6.27058	4.95285	6.2954
AT1G32127	10.1812	7.4858	9.45545	8.36108
AT1G32130	10.1812	8.55521	10.1558	8.55781
AT1G32140	4.7702	3.11098	4.05233	3.19688
AT1G32150	8.18766	11.7634	9.85568	9.59065
AT1G32160	10.8219	10.2079	10.2059	9.00046
AT1G32170	3.48865	6.22197	4.95285	4.03299
AT1G32172	4.05823	8.94408	10.456	4.37727
AT1G32180	2.84788	3.49986	3.35193	4.32809
AT1G32190	4.41422	5.83309	5.75331	4.67237
AT1G32200	5.90935	7.58302	7.95458	5.11501
AT1G32210	11.1779	13.2217	11.7568	10.8202
AT1G32220	11.6763	13.6106	11.4566	11.2629
AT1G32225	4.8414	3.15959	4.30248	3.78708
AT1G32230	6.40773	9.62461	10.2559	9.93493
AT1G32240	5.98055	5.54144	5.5532	5.55766
AT1G32250	3.41746	3.49986	2.6015	2.16404
AT1G32260	8.82843	6.80528	6.85395	6.04949
AT1G32270	4.34302	3.7429	3.40196	4.52482
AT1G32280	2.91908	1.99297	1.65095	2.70506
AT1G32300	4.98379	2.04158	3.3019	3.93463
AT1G32310	8.18766	7.14554	6.30363	6.83641
AT1G32320	3.34626	3.30542	4.60265	3.24607
AT1G32330	6.97731	9.86765	7.50432	6.5905
AT1G32340	7.90287	9.91626	17.5601	7.82007
AT1G32350	3.27506	2.43046	3.00173	3.00015
AT1G32360	4.55661	8.40938	7.8045	6.83641
AT1G32361	4.48541	5.68727	5.25303	4.96747
AT1G32370	10.11	8.06911	8.80507	7.22988
AT1G32375	5.12619	4.66648	6.6038	3.68871
AT1G32380	9.96758	10.2079	10.3059	10.23
AT1G32390	5.26858	3.49986	5.40311	4.77073
AT1G32400	10.5372	12.7356	11.1064	11.7547
AT1G32410	7.90287	10.8398	11.4566	8.85291
AT1G32415	3.84464	8.36077	8.40484	6.93478
AT1G32420	3.06147	2.1388	1.95112	2.50832
AT1G32430	1.35274	2.47907	1.00058	3.09852
AT1G32440	7.97407	10.9857	15.0587	6.5905
AT1G32450	4.699	3.69429	4.45256	3.04934
AT1G32460	4.8414	8.02051	5.75331	4.13136
AT1G32470	8.89963	9.72182	8.75504	7.08233
AT1G32480	4.41422	4.2776	4.70271	3.59035
AT1G32490	7.1909	12.7842	9.60553	7.91844
AT1G32500	6.40773	6.27058	8.1547	9.78738
AT1G32505	2.84788	1.70132	1.30075	1.57385
AT1G32510	3.27506	4.90952	3.40196	3.54116
AT1G32520	7.61808	9.23573	6.30363	4.47564
AT1G32530	7.90287	8.79825	10.456	8.60699
AT1G32540	5.12619	3.98595	4.25245	2.55751
AT1G32550	5.90935	8.89547	11.2565	7.67252
AT1G32560	5.83816	5.49283	5.25303	4.574
AT1G32570	5.41097	6.02753	4.65268	3.73789
AT1G32575	4.27182	4.22899	3.10179	5.11501
AT1G32580	4.62781	5.347	2.70156	4.77073
AT1G32583	7.33329	10.8398	9.90571	8.70536
AT1G32585	3.70225	3.11098	2.15124	4.22972
AT1G32590	2.06471	1.55549	2.35135	2.11486
AT1G32600	2.3495	3.49986	3.20184	3.73789
AT1G32610	8.33005	10.2565	11.1064	8.50863
AT1G32630	7.76048	9.72182	8.20473	7.08233
AT1G32640	3.20387	3.93734	3.10179	3.39362
AT1G32660	3.41746	3.2082	3.60207	3.54116
AT1G32690	3.48865	7.29137	4.80277	3.19688
AT1G32700	3.06147	5.44422	5.40311	3.98381
AT1G32710	2.77668	3.15959	5.15297	3.54116
AT1G32720	2.84788	3.15959	1.30075	2.50832
AT1G32730	9.18442	9.0413	8.70501	8.16435
AT1G32740	6.26534	9.43017	8.60496	5.80357
AT1G32750	8.18766	8.16633	9.70559	11.2137
AT1G32760	5.69576	9.72182	6.15354	6.34458
AT1G32763	3.27506	2.86794	2.90167	2.55751
AT1G32770	3.20387	2.52767	2.45141	2.60669
AT1G32780	2.63429	3.59708	3.45199	2.36078
AT1G32790	6.55013	5.68727	9.50548	5.50848
AT1G32820	2.06471	2.43046	1.15066	1.13121
AT1G32830	2.20711	0.729137	0.950548	2.26241
AT1G32840	0.996758	1.11801	1.20069	2.26241
AT1G32850	3.84464	1.89576	2.55147	3.1477
AT1G32860	5.83816	5.347	10.0058	7.52497
AT1G32870	7.90287	10.451	8.45487	6.0003
AT1G32880	4.91259	4.95813	3.85222	4.62319
AT1G32890	3.91584	2.96516	4.25245	3.00015
AT1G32900	10.3236	9.13852	8.45487	8.21353
AT1G32910	3.34626	3.69429	5.10294	3.63953
AT1G32920	7.61808	7.29137	5.00288	5.06583
AT1G32928	5.90935	7.38859	7.40426	6.39377
AT1G32930	6.33654	13.7564	8.90513	5.90194
AT1G32940	7.33329	9.52739	8.5049	7.47579
AT1G32950	5.62457	4.56926	5.40311	4.67237
AT1G32960	5.12619	8.26355	8.5049	4.42645
AT1G32970	1.77993	3.01377	3.25187	2.55751
AT1G32975	4.91259	4.18038	2.85164	2.55751
AT1G32980	4.20062	3.79151	5.10294	4.8691
AT1G32990	5.55337	12.4925	11.1064	7.82007
AT1G33010	1.28155	1.0694	1.95112	2.65587
AT1G33020	3.41746	4.32621	3.55205	3.19688
AT1G33030	11.3915	14.9716	12.5072	7.27906
AT1G33040	12.2459	15.166	14.2582	8.80373
AT1G33050	8.47245	9.67322	9.70559	6.83641
AT1G33055	6.19414	8.02051	6.15354	4.91828
AT1G33060	7.83167	11.7148	8.40484	9.29555
AT1G33070	1.21035	1.21523	0.450259	2.16404
AT1G33080	2.3495	2.52767	2.05118	2.36078
AT1G33090	4.48541	2.1388	2.05118	3.93463
AT1G33100	4.699	3.30542	3.50202	3.49198
AT1G33102	4.48541	4.71508	5.75331	4.32809
AT1G33110	5.26858	5.78449	5.45314	4.47564
AT1G33120	4.48541	7.38859	6.90398	6.0003
AT1G33130	1.63753	1.31245	1.05061	1.27875
AT1G33135	0.640773	1.99297	1.20069	1.32794
AT1G33140	4.55661	9.0413	8.10467	5.55766
AT1G33160	5.55337	5.20118	5.203	5.36093
AT1G33170	6.12294	6.9511	6.6038	6.0003
AT1G33190	3.34626	3.35403	1.60092	1.22957
AT1G33200	2.70549	3.01377	1.65095	3.88544
AT1G33220	1.99352	4.22899	3.45199	3.19688
AT1G33230	6.83491	7.24276	7.75447	5.41011
AT1G33240	5.98055	8.79825	5.70329	4.81992
AT1G33250	7.04851	8.65242	8.65499	6.5905
AT1G33260	8.97083	10.2079	10.0558	8.26271
AT1G33265	9.39801	11.7148	14.8586	11.017
AT1G33270	8.89963	9.52739	11.8068	7.42661
AT1G33280	3.91584	1.84715	2.85164	1.96731
AT1G33290	5.90935	8.60381	6.40369	6.68886
AT1G33320	2.2783	2.33324	2.2513	2.8526
AT1G33330	7.76048	5.83309	10.2059	6.5905
AT1G33340	6.05175	6.22197	5.15297	4.67237
AT1G33350	7.76048	8.02051	11.9069	8.26271
AT1G33360	8.04526	9.576	12.9074	8.06598
AT1G33390	8.54364	9.72182	12.8074	9.63983
AT1G33400	6.26534	11.7634	11.2565	11.0661
AT1G33410	11.1779	14.9716	16.3094	10.771
AT1G33415	11.5339	13.3189	14.3583	11.0661
AT1G33420	8.40125	10.694	12.5072	10.1808
AT1G33430	2.56309	4.71508	4.15239	3.88544
AT1G33440	2.4207	2.81933	2.45141	1.91813
AT1G33450	1.70873	2.86794	2.50144	2.16404
AT1G33460	4.12943	2.72211	1.45084	1.96731
AT1G33470	6.19414	9.43017	9.65556	7.47579
AT1G33475	7.68928	8.21494	9.90571	9.54147
AT1G33480	9.11322	9.13852	8.35481	9.34474
AT1G33490	10.0388	13.4161	12.8074	11.2137
AT1G33500	10.9643	11.9578	10.356	10.4268
AT1G33510	12.4595	8.02051	9.65556	8.36108
AT1G33520	9.11322	11.7634	7.75447	5.95112
AT1G33530	4.8414	5.63866	2.40138	2.95097
AT1G33540	4.27182	4.56926	4.15239	3.1477
AT1G33560	3.41746	6.61084	4.65268	4.47564
AT1G33570	3.06147	1.94436	1.20069	3.24607
AT1G33580	1.85112	2.52767	1.45084	2.70506
AT1G33590	5.41097	8.55521	8.95516	4.13136
AT1G33600	4.8414	6.56223	6.50375	4.13136
AT1G33610	3.20387	6.85389	6.20357	3.93463
AT1G33612	5.05499	4.18038	5.70329	3.4428
AT1G33615	5.26858	2.62489	3.3019	3.34443
AT1G33640	4.8414	3.06237	3.55205	3.63953
AT1G33660	10.1812	6.99971	5.05291	7.08233
AT1G33670	4.05823	3.25681	2.90167	3.49198
AT1G33680	11.1067	10.4024	13.3077	11.6071
AT1G33700	4.41422	6.07614	4.70271	5.36093
AT1G33710	1.56633	2.09019	3.15182	3.04934
AT1G33720	6.97731	4.66648	4.45256	2.45914
AT1G33730	3.41746	2.04158	2.00115	4.32809
AT1G33743	2.63429	2.28463	1.95112	1.22957
AT1G33750	2.63429	2.6735	2.6015	2.36078
AT1G33760	4.48541	5.39561	2.90167	3.4428
AT1G33770	5.62457	6.9511	5.45314	3.73789
AT1G33780	10.466	12.5898	7.30421	7.42661
AT1G33785	3.70225	3.01377	1.00058	2.8526
AT1G33790	3.27506	5.15257	3.00173	4.62319
AT1G33800	4.12943	4.61787	3.20184	2.0165
AT1G33810	5.19738	7.72885	8.00461	8.3119
AT1G33811	3.48865	4.42343	2.85164	3.68871
AT1G33813	1.99352	0.291655	1.35078	1.57385
AT1G33817	2.13591	1.94436	0.700403	1.86895
AT1G33820	1.99352	1.11801	2.2513	1.96731
AT1G33830	2.06471	1.36106	2.10121	2.31159
AT1G33840	2.4207	2.04158	2.55147	1.57385
AT1G33855	2.77668	0.680528	1.65095	1.81976
AT1G33860	0.854364	1.11801	1.30075	1.37712
AT1G33870	1.92232	2.28463	0.85049	1.57385
AT1G33880	3.34626	1.89576	1.15066	2.16404
AT1G33890	2.3495	2.1388	2.05118	2.60669
AT1G33900	2.2783	1.94436	1.35078	2.31159
AT1G33910	1.49514	0.972182	0.700403	2.26241
AT1G33920	2.77668	1.89576	1.05061	3.78708
AT1G33930	2.77668	2.43046	3.3019	2.11486
AT1G33940	3.34626	3.45125	2.45141	2.36078
AT1G33950	2.13591	1.94436	2.15124	2.31159
AT1G33960	2.91908	2.28463	2.20127	2.40996
AT1G33970	8.89963	9.43017	12.107	9.29555
AT1G33980	5.83816	8.65242	8.05464	6.14785
AT1G33990	5.12619	12.3467	10.0558	9.63983
AT1G34000	7.1909	10.1593	9.85568	9.19719
AT1G34010	6.40773	6.85389	9.15527	5.95112
AT1G34015	4.98379	2.52767	1.75101	3.00015
AT1G34020	7.04851	7.82607	7.40426	7.37742
AT1G34030	6.19414	7.9719	10.6061	9.93493
AT1G34040	3.06147	3.40264	4.60265	3.78708
AT1G34044	4.91259	10.0135	10.5061	5.95112
AT1G34046	2.77668	1.50688	2.90167	1.86895
AT1G34047	2.77668	2.04158	2.35135	1.77058
AT1G34049	2.4919	1.79854	2.10121	1.86895
AT1G34050	4.55661	3.45125	3.05176	2.21323
AT1G34060	4.20062	5.15257	5.05291	3.68871
AT1G34065	10.9643	11.0343	11.9569	8.95127
AT1G34070	1.85112	2.86794	1.9011	1.7214
AT1G34080	1.42394	2.81933	1.25072	3.1477
AT1G34090	1.99352	0.631919	1.40081	2.80342
AT1G34095	4.48541	4.66648	3.40196	5.70521
AT1G34097	4.05823	6.07614	4.30248	4.27891
AT1G34100	6.05175	5.00674	3.50202	5.26256
AT1G34110	6.12294	6.80528	6.05349	3.98381
AT1G34120	6.05175	17.6451	27.4158	10.8202
AT1G34130	10.7508	16.4299	13.958	8.26271
AT1G34140	3.55985	2.81933	3.95228	3.34443
AT1G34150	5.69576	6.17336	8.00461	5.65603
AT1G34160	3.27506	6.56223	7.75447	3.68871
AT1G34170	2.91908	2.33324	1.40081	1.37712
AT1G34180	5.69576	5.73588	6.00346	4.13136
AT1G34190	10.3236	16.2841	13.2576	9.29555
AT1G34200	5.55337	8.55521	7.30421	5.85276
AT1G34210	7.68928	10.694	9.45545	9.00046
AT1G34220	9.04202	11.9578	10.6561	8.80373
AT1G34230	2.4919	1.31245	2.20127	1.62303
AT1G34240	3.41746	2.47907	1.20069	2.55751
AT1G34245	3.48865	4.42343	4.10236	5.70521
AT1G34260	7.61808	6.02753	10.3059	8.65618
AT1G34270	9.04202	9.0413	10.456	9.00046
AT1G34290	1.63753	1.02079	2.00115	1.62303
AT1G34300	4.34302	6.46501	5.95343	6.39377
AT1G34310	1.06796	3.11098	1.30075	2.0165
AT1G34315	3.70225	4.8123	5.05291	4.72155
AT1G34320	5.76696	6.4164	10.356	7.67252
AT1G34330	3.48865	2.47907	2.6015	3.83626
AT1G34340	9.4692	8.70103	9.30536	9.00046
AT1G34350	10.1812	8.02051	9.65556	8.95127
AT1G34355	7.33329	7.4858	6.90398	8.0168
AT1G34360	6.26534	9.72182	8.60496	9.49229
AT1G34370	6.69252	8.11772	6.40369	6.34458
AT1G34380	8.04526	12.1523	10.3059	7.7217
AT1G34390	1.21035	0.826355	2.00115	1.81976
AT1G34392	5.48217	2.81933	2.6015	3.73789
AT1G34400	0.996758	1.11801	1.05061	1.03284
AT1G34405	1.06796	0.972182	0.750432	0.885291
AT1G34410	1.99352	1.70132	1.95112	2.75424
AT1G34418	5.12619	5.49283	4.90282	5.50848
AT1G34420	5.19738	8.21494	8.60496	7.32824
AT1G34430	5.98055	11.2287	9.30536	7.91844
AT1G34440	5.62457	1.11801	2.40138	1.7214
AT1G34460	2.4207	2.28463	1.10063	1.62303
AT1G34470	4.62781	7.63163	7.85452	4.574
AT1G34480	4.27182	4.37482	3.70213	3.39362
AT1G34490	4.41422	2.6735	2.40138	2.75424
AT1G34500	3.77344	2.23602	3.10179	1.67222
AT1G34510	3.84464	2.62489	2.6015	2.31159
AT1G34520	2.99028	2.33324	1.85107	2.40996
AT1G34530	2.13591	0.631919	0.550317	1.67222
AT1G34540	4.20062	4.66648	2.55147	2.50832
AT1G34545	6.47893	5.20118	3.95228	4.03299
AT1G34550	1.63753	1.11801	2.10121	2.36078
AT1G34560	4.8414	3.7429	4.20242	4.08217
AT1G34570	6.26534	9.62461	8.00461	6.73805
AT1G34575	3.55985	2.18741	3.75216	2.80342
AT1G34580	3.20387	3.93734	2.9517	3.24607
AT1G34590	1.28155	1.26384	1.35078	1.62303
AT1G34600	1.77993	0.972182	0.750432	1.52467
AT1G34610	2.3495	2.23602	1.95112	1.91813
AT1G34620	1.92232	2.04158	1.85107	3.1477
AT1G34630	5.05499	5.93031	9.10524	5.60684
AT1G34640	4.91259	4.37482	5.10294	5.65603
AT1G34650	4.98379	3.84012	1.9011	2.16404
AT1G34660	2.99028	1.21523	0.800461	1.81976
AT1G34670	2.84788	1.89576	1.9011	4.62319
AT1G34700	1.77993	1.74993	1.30075	2.50832
AT1G34710	0.925561	0.583309	0.700403	1.62303
AT1G34720	1.21035	1.70132	0.800461	0.34428
AT1G34740	1.06796	1.36106	1.55089	1.52467
AT1G34750	6.83491	8.84686	11.4566	6.78723
AT1G34760	3.91584	6.85389	6.2536	4.08217
AT1G34770	7.90287	7.92329	8.05464	6.04949
AT1G34780	7.90287	9.38156	8.10467	6.14785
AT1G34790	3.41746	1.84715	1.95112	1.81976
AT1G34807	1.35274	0.291655	0.700403	0.295097
AT1G34812	1.99352	0.583309	0.85049	1.32794
AT1G34817	0.854364	1.11801	0.450259	0.885291
AT1G34822	0.854364	0.826355	0.650375	0.393463
AT1G34827	1.63753	1.31245	0.600346	0.491828
AT1G34842	5.48217	5.83309	9.70559	5.70521
AT1G34844	6.47893	9.77043	11.5567	6.5905
AT1G34855	0.854364	1.11801	0.350202	0.639377
AT1G34904	2.77668	2.57628	1.35078	1.96731
AT1G34967	1.28155	1.40966	2.35135	2.26241
AT1G35030	0.640773	1.0694	0.600346	1.03284
AT1G35050	1.06796	1.21523	1.25072	1.57385
AT1G35060	2.2783	1.0694	0.600346	1.86895
AT1G35080	1.92232	1.74993	1.10063	1.47548
AT1G35090	2.4919	0.923573	0.950548	1.52467
AT1G35100	2.4919	2.18741	0.900519	1.96731
AT1G35110	5.62457	3.64568	5.65326	3.34443
AT1G35112	5.69576	3.79151	5.9034	3.54116
AT1G35115	4.20062	4.08317	3.75216	3.73789
AT1G35130	1.56633	1.11801	1.55089	2.36078
AT1G35140	2.13591	7.19415	6.95401	3.83626
AT1G35146	1.06796	1.70132	0.600346	2.8526
AT1G35150	2.13591	1.89576	1.00058	3.29525
AT1G35160	3.91584	6.51362	9.45545	6.04949
AT1G35170	1.49514	1.50688	1.55089	1.81976
AT1G35180	2.20711	2.1388	2.55147	2.21323
AT1G35183	2.63429	2.96516	1.80104	2.11486
AT1G35186	0.996758	0.388873	1.55089	2.95097
AT1G35190	3.06147	4.47204	4.45256	2.31159
AT1G35200	4.48541	2.18741	2.35135	3.98381
AT1G35210	3.77344	4.61787	6.40369	3.4428
AT1G35215	0.925561	1.74993	1.75101	1.27875
AT1G35220	7.54689	11.2287	15.2088	9.4431
AT1G35230	3.77344	3.11098	3.55205	3.73789
AT1G35240	1.35274	1.84715	1.15066	1.91813
AT1G35242	2.63429	0.874964	0.800461	3.1477
AT1G35250	2.4919	3.40264	1.65095	3.88544
AT1G35255	3.13267	2.62489	3.45199	2.0165
AT1G35260	2.77668	2.18741	1.40081	2.11486
AT1G35270	2.63429	1.79854	2.2513	3.00015
AT1G35280	2.4919	1.40966	0.950548	1.67222
AT1G35290	2.20711	1.74993	1.9011	1.91813
AT1G35300	1.92232	1.6041	1.35078	0.639377
