ID	ATX1_hub	ATX2_hub	ATX2	ATX1	
AT3G06010	11.5339	11.0343	12.9575	9.4431
AT3G06020	4.12943	3.93734	5.30305	5.55766
AT3G06030	12.3883	12.5898	10.5561	10.6235
AT3G06035	9.96758	9.43017	10.6561	9.24637
AT3G06040	11.8187	14.048	15.1587	13.2302
AT3G06050	7.68928	11.3745	13.3077	9.83657
AT3G06060	6.90611	6.9025	9.50548	9.63983
AT3G06065	1.63753	0.923573	0.650375	1.7214
AT3G06070	8.40125	7.82607	7.85452	6.54132
AT3G06080	7.1909	6.07614	5.85337	5.90194
AT3G06085	6.33654	5.97892	6.00346	6.2954
AT3G06100	6.90611	7.19415	7.05406	6.24622
AT3G06110	8.18766	12.5898	14.7585	7.86925
AT3G06115	2.2783	2.62489	2.2513	2.80342
AT3G06120	5.05499	3.93734	3.90225	4.77073
AT3G06125	5.48217	5.59005	5.45314	5.80357
AT3G06130	6.47893	8.94408	9.30536	8.21353
AT3G06140	4.34302	7.4858	11.9069	7.42661
AT3G06145	7.04851	6.65945	5.40311	5.85276
AT3G06150	7.61808	11.7634	10.1058	5.60684
AT3G06160	8.47245	13.3189	10.8563	6.0003
AT3G06170	9.89639	8.89547	14.4083	10.4268
AT3G06175	0.996758	1.45827	0.800461	1.4263
AT3G06180	6.19414	7.9719	10.1558	7.13151
AT3G06190	6.33654	6.80528	7.75447	6.19704
AT3G06200	6.40773	5.347	8.45487	7.57416
AT3G06210	6.19414	7.82607	6.2536	5.36093
AT3G06220	5.55337	5.49283	6.75389	6.19704
AT3G06230	3.84464	5.63866	4.00231	2.45914
AT3G06240	6.76372	9.33295	7.60438	7.7217
AT3G06250	8.89963	11.2287	13.1075	10.7219
AT3G06260	4.98379	5.00674	6.15354	4.27891
AT3G06270	11.1067	11.9092	11.9569	9.88575
AT3G06280	10.1812	7.53441	7.75447	6.5905
AT3G06290	8.33005	10.4024	13.0575	11.0661
AT3G06300	12.3171	14.0966	14.3082	12.6892
AT3G06310	8.47245	15.6521	14.4583	12.1973
AT3G06320	7.76048	13.805	12.8574	10.771
AT3G06330	11.0355	11.1801	8.65499	8.50863
AT3G06340	9.04202	11.812	11.6567	9.83657
AT3G06350	9.5404	11.0829	13.7579	12.4433
AT3G06355	296.322	292.773	211.472	276.014
AT3G06360	5.05499	3.84012	6.10352	7.67252
AT3G06365	287.494	274.155	179.603	245.865
AT3G06370	7.1909	7.82607	8.5049	5.65603
AT3G06380	8.18766	10.8884	9.85568	6.83641
AT3G06390	5.69576	3.79151	3.85222	6.04949
AT3G06400	8.33005	16.8674	15.3588	9.78738
AT3G06410	4.98379	8.21494	9.15527	9.19719
AT3G06420	12.6019	14.3883	16.0092	12.2465
AT3G06430	6.05175	10.694	8.45487	7.27906
AT3G06433	5.12619	6.9025	5.80334	6.14785
AT3G06435	4.34302	8.36077	8.05464	4.37727
AT3G06436	3.34626	7.09693	8.05464	3.4428
AT3G06437	3.91584	5.49283	4.80277	3.93463
AT3G06440	11.8187	25.3254	25.0144	15.8369
AT3G06450	7.68928	12.1037	13.6078	11.4596
AT3G06455	10.1812	14.8258	12.207	10.4268
AT3G06460	4.62781	5.44422	6.2536	6.39377
AT3G06465	1.21035	1.94436	0.550317	0.737742
AT3G06470	6.26534	12.8814	9.10524	7.91844
AT3G06480	11.5339	12.4925	14.5084	15.4434
AT3G06483	9.39801	10.9857	8.30478	7.47579
AT3G06490	1.85112	2.96516	1.85107	3.59035
AT3G06495	2.06471	2.1388	1.95112	0.786925
AT3G06500	8.68604	10.6454	9.40542	8.11517
AT3G06505	2.06471	2.86794	1.80104	2.60669
AT3G06510	7.83167	9.72182	10.6561	11.558
AT3G06520	9.18442	14.3883	10.6061	7.32824
AT3G06530	12.1035	11.1315	11.5066	12.0006
AT3G06540	12.8867	9.18712	11.2565	10.3776
AT3G06545	5.62457	7.53441	5.203	5.11501
AT3G06550	6.33654	9.81904	12.0569	6.8856
AT3G06560	6.40773	9.0413	6.50375	6.8856
AT3G06565	3.84464	2.52767	2.90167	3.83626
AT3G06570	9.6116	10.9857	13.7579	10.6235
AT3G06580	7.76048	9.62461	9.95573	7.96762
AT3G06585	1.92232	1.11801	0.650375	1.57385
AT3G06590	5.12619	10.0621	9.95573	7.57416
AT3G06600	11.4627	15.6035	10.9563	10.3776
AT3G06610	10.8219	15.798	11.9569	9.93493
AT3G06615	4.12943	5.10396	6.50375	4.52482
AT3G06620	7.40449	6.9511	10.5061	9.00046
AT3G06630	5.83816	4.32621	7.85452	5.50848
AT3G06635	2.4919	1.40966	2.10121	1.52467
AT3G06640	5.41097	4.52065	8.10467	4.18054
AT3G06650	7.1197	17.0618	9.65556	9.63983
AT3G06660	10.6796	12.0065	12.6073	12.64
AT3G06670	10.3236	13.0272	13.858	10.4759
AT3G06680	8.04526	12.8328	12.157	9.88575
AT3G06690	6.83491	11.4718	8.90513	9.63983
AT3G06700	8.61484	15.2633	13.0075	7.77089
AT3G06705	3.41746	2.09019	2.70156	3.34443
AT3G06710	9.75399	12.93	10.8563	8.95127
AT3G06720	10.0388	12.1523	12.0069	12.2957
AT3G06730	9.4692	8.70103	11.0564	8.60699
AT3G06740	9.5404	9.52739	13.0075	10.1808
AT3G06750	3.98703	5.63866	3.85222	3.98381
AT3G06760	10.8219	11.7634	12.6573	9.88575
AT3G06770	6.19414	5.73588	9.75562	5.85276
AT3G06778	5.26858	5.63866	7.10409	5.50848
AT3G06780	8.11646	8.94408	9.15527	8.45945
AT3G06790	5.83816	13.4647	13.0075	10.6727
AT3G06810	8.18766	9.91626	11.3565	8.65618
AT3G06820	7.68928	9.33295	12.107	8.60699
AT3G06830	7.68928	8.21494	9.00519	7.37742
AT3G06840	9.04202	9.43017	12.0569	7.37742
AT3G06850	10.2524	10.0621	15.8591	10.8694
AT3G06860	8.11646	9.47878	9.75562	6.54132
AT3G06868	6.76372	7.9719	7.85452	5.90194
AT3G06870	4.41422	7.33998	5.45314	5.70521
AT3G06880	6.33654	6.31919	9.00519	6.93478
AT3G06890	6.12294	11.4231	10.456	6.09867
AT3G06910	10.5372	15.5063	17.8103	12.6892
AT3G06920	11.7475	10.8884	11.8068	12.4924
AT3G06930	11.7475	12.6384	13.5078	10.23
AT3G06940	10.6796	18.5201	21.2622	15.2467
AT3G06945	4.05823	1.79854	1.75101	4.18054
AT3G06950	12.3883	18.5687	23.4135	16.1812
AT3G06960	5.83816	7.19415	8.75504	8.60699
AT3G06970	5.05499	8.16633	7.70444	5.01665
AT3G06980	5.41097	6.17336	9.10524	8.45945
AT3G06990	2.70549	6.31919	7.35424	5.36093
AT3G07000	3.84464	6.4164	5.5532	3.98381
AT3G07005	5.12619	6.17336	5.60323	6.0003
AT3G07010	6.76372	5.59005	6.10352	6.09867
AT3G07020	8.68604	14.1453	12.157	12.2957
AT3G07030	12.5307	9.43017	13.6579	9.00046
AT3G07040	11.0355	10.3051	9.15527	10.4759
AT3G07050	9.11322	11.2773	12.4572	9.7382
AT3G07060	11.9611	9.96487	12.9575	10.0333
AT3G07070	3.98703	6.12475	5.50317	7.03314
AT3G07080	14.3106	14.048	13.3077	13.5253
AT3G07090	10.8931	12.2495	12.6073	13.3777
AT3G07100	12.1035	11.0829	10.7562	11.3121
AT3G07110	6.62132	14.5341	12.5072	10.5251
AT3G07120	4.699	6.80528	6.80392	5.41011
AT3G07130	3.98703	6.99971	8.5049	7.13151
AT3G07140	8.18766	11.7148	12.2571	10.7219
AT3G07150	10.9643	18.5687	17.36	9.63983
AT3G07160	7.1909	10.3537	12.0569	7.18069
AT3G07170	10.5372	12.3953	11.4566	11.3121
AT3G07180	7.33329	13.1245	12.4572	7.96762
AT3G07190	9.5404	12.8814	10.9563	9.54147
AT3G07195	6.55013	6.65945	7.90455	7.96762
AT3G07200	11.8899	14.4855	17.9603	11.2629
AT3G07205	4.41422	3.59708	4.70271	4.72155
AT3G07210	8.75723	9.81904	9.00519	8.0168
AT3G07215	6.55013	7.63163	11.3565	8.16435
AT3G07220	7.90287	8.65242	11.0063	8.55781
AT3G07230	6.83491	14.923	12.4071	8.11517
AT3G07250	5.33978	4.66648	5.65326	5.01665
AT3G07255	6.40773	7.77746	4.70271	4.52482
AT3G07260	7.68928	12.2981	12.6073	9.63983
AT3G07270	3.48865	6.22197	5.5532	6.44295
AT3G07280	11.5339	18.2284	13.2576	10.9678
AT3G07290	7.1909	9.91626	13.1576	10.4268
AT3G07300	12.6019	14.1939	15.3588	14.5089
AT3G07310	5.41097	9.13852	7.20415	6.09867
AT3G07320	4.05823	6.4164	7.85452	7.32824
AT3G07330	6.55013	11.0829	8.00461	7.67252
AT3G07340	5.98055	6.56223	6.85395	4.08217
AT3G07350	5.26858	6.27058	6.85395	5.11501
AT3G07360	8.04526	8.79825	8.75504	5.65603
AT3G07370	6.69252	6.56223	7.25418	8.65618
AT3G07380	4.48541	1.70132	3.35193	3.93463
AT3G07385	5.26858	5.44422	5.75331	4.81992
AT3G07390	5.33978	9.43017	7.70444	4.67237
AT3G07400	9.6116	13.5133	12.4572	10.1808
AT3G07405	3.34626	1.74993	2.2513	2.60669
AT3G07410	6.55013	8.36077	9.10524	6.24622
AT3G07420	8.47245	10.0621	10.6061	8.45945
AT3G07425	5.48217	6.46501	5.5532	5.21338
AT3G07430	6.05175	7.24276	8.95516	7.57416
AT3G07440	10.9643	17.3048	14.6584	9.93493
AT3G07445	3.27506	3.30542	2.75158	3.88544
AT3G07460	8.11646	9.72182	10.2559	7.91844
AT3G07470	6.69252	11.0343	12.2571	7.57416
AT3G07480	5.90935	11.6176	13.1075	8.26271
AT3G07490	6.62132	6.56223	6.2536	3.24607
AT3G07500	7.1197	10.1593	10.6061	9.4431
AT3G07505	4.48541	3.59708	3.3019	3.09852
AT3G07510	6.76372	8.40938	10.1058	7.91844
AT3G07520	5.90935	7.24276	7.00403	7.32824
AT3G07525	8.40125	10.4024	14.5084	10.4268
AT3G07530	8.18766	9.67322	13.5578	9.24637
AT3G07540	10.7508	9.86765	13.808	7.47579
AT3G07550	9.39801	15.3605	16.3094	12.099
AT3G07555	4.48541	6.02753	7.15412	5.50848
AT3G07560	11.2491	14.5341	17.36	14.263
AT3G07565	9.6828	11.569	14.9586	12.0498
AT3G07568	15.0938	21.6797	30.2174	16.5254
AT3G07570	5.05499	5.59005	8.35481	6.2954
AT3G07580	13.5274	15.6035	14.3082	12.0498
AT3G07590	13.5274	14.2911	16.4095	14.4106
AT3G07595	3.41746	2.57628	2.75158	3.24607
AT3G07600	4.7702	7.82607	5.80334	7.57416
AT3G07610	6.12294	9.18712	9.60553	6.68886
AT3G07615	4.27182	4.61787	5.25303	7.18069
AT3G07620	7.90287	7.58302	7.25418	6.09867
AT3G07630	10.2524	15.5549	13.4578	10.6727
AT3G07640	8.82843	12.9786	12.2571	11.9514
AT3G07650	8.04526	9.28434	8.25475	7.82007
AT3G07660	7.54689	11.569	12.0069	9.59065
AT3G07670	9.18442	8.11772	10.456	7.37742
AT3G07680	10.3948	10.8398	10.7562	12.7875
AT3G07690	11.1779	12.1037	15.2088	10.6235
AT3G07700	6.19414	8.02051	13.4578	10.6727
AT3G07720	11.0355	12.8814	11.7067	9.68902
AT3G07730	8.68604	11.2773	10.7062	8.90209
AT3G07740	12.0323	14.4369	16.7096	10.1317
AT3G07750	9.89639	13.5133	14.9086	9.19719
AT3G07760	7.97407	8.26355	11.1064	13.5253
AT3G07770	5.76696	8.99269	7.35424	6.44295
AT3G07775	5.76696	8.99269	7.75447	5.50848
AT3G07780	7.04851	9.47878	9.15527	9.04964
AT3G07785	5.12619	4.56926	5.05291	5.01665
AT3G07790	11.3915	12.2981	10.6061	9.49229
AT3G07800	7.04851	10.1107	7.75447	6.63968
AT3G07810	9.75399	11.569	11.3065	9.09882
AT3G07820	3.27506	3.79151	3.35193	3.09852
AT3G07825	5.90935	5.97892	7.10409	7.08233
AT3G07830	3.70225	3.59708	3.00173	4.67237
AT3G07840	3.77344	4.56926	4.20242	2.75424
AT3G07850	8.25886	10.4996	7.15412	4.52482
AT3G07855	5.48217	9.33295	8.40484	7.82007
AT3G07860	9.75399	10.8398	9.65556	9.4431
AT3G07870	6.55013	9.52739	8.10467	7.03314
AT3G07875	5.19738	4.22899	5.5532	6.39377
AT3G07880	7.1197	9.18712	7.30421	5.60684
AT3G07890	7.33329	8.94408	7.95458	9.39392
AT3G07900	6.40773	11.0343	9.05522	8.41026
AT3G07910	8.68604	11.569	10.7562	10.3284
AT3G07920	4.55661	7.68024	6.20357	5.90194
AT3G07925	4.41422	6.61084	6.20357	4.8691
AT3G07930	6.62132	12.0551	6.80392	8.55781
AT3G07940	9.25561	14.2911	14.4083	7.32824
AT3G07950	7.83167	11.5204	11.9569	11.017
AT3G07960	9.96758	12.8328	14.2082	10.9186
AT3G07965	7.76048	3.45125	4.95285	5.26256
AT3G07970	5.48217	3.40264	3.00173	3.19688
AT3G07980	8.11646	8.16633	8.8551	8.21353
AT3G07990	6.55013	10.1593	10.406	9.83657
AT3G08000	9.39801	14.2425	13.0575	8.50863
AT3G08010	8.18766	13.2703	10.0558	8.45945
AT3G08020	7.83167	11.0829	9.60553	7.86925
AT3G08030	7.33329	5.83309	8.90513	5.50848
AT3G08040	6.05175	4.66648	4.60265	3.73789
AT3G08060	5.62457	4.13178	4.30248	4.91828
AT3G08065	6.26534	4.8123	6.20357	7.77089
AT3G08070	6.19414	4.61787	7.40426	5.95112
AT3G08115	4.41422	6.56223	3.15182	4.13136
AT3G08195	9.39801	10.5482	6.50375	8.0168
AT3G08315	2.77668	2.52767	2.05118	1.62303
AT3G08375	6.90611	8.40938	8.00461	7.37742
AT3G08445	5.19738	7.24276	6.30363	7.82007
AT3G08455	4.05823	6.70806	7.00403	4.91828
AT3G08490	5.12619	4.13178	2.70156	4.08217
AT3G08495	1.28155	1.11801	1.35078	1.77058
AT3G08500	6.19414	4.22899	4.40254	4.18054
AT3G08505	14.6666	8.06911	10.7062	11.3121
AT3G08510	7.1909	14.2425	14.1582	11.1153
AT3G08530	11.6763	12.0551	15.0587	11.6071
AT3G08550	8.47245	10.3537	11.6567	9.29555
AT3G08560	4.27182	5.49283	6.2536	6.68886
AT3G08570	5.83816	8.06911	7.00403	7.03314
AT3G08580	7.40449	7.68024	9.60553	7.37742
AT3G08590	9.89639	14.7286	13.958	9.68902
AT3G08600	10.7508	15.6035	18.9109	12.7875
AT3G08610	10.3236	14.1453	12.0569	10.1317
AT3G08620	7.90287	12.93	22.3629	12.3449
AT3G08630	9.11322	9.91626	9.40542	6.68886
AT3G08640	6.55013	8.45799	12.6573	9.63983
AT3G08650	11.1779	9.67322	12.4572	11.1645
AT3G08660	4.8414	5.10396	6.40369	4.96747
AT3G08670	6.05175	12.7842	8.60496	6.39377
AT3G08680	10.5372	10.7912	14.8586	8.3119
AT3G08690	9.75399	12.4439	10.8062	8.16435
AT3G08700	5.41097	7.4858	5.65326	4.03299
AT3G08710	7.83167	10.451	9.50548	7.18069
AT3G08720	10.3236	14.7286	9.25533	9.29555
AT3G08730	8.40125	12.3467	13.3077	12.8367
AT3G08740	5.26858	10.0621	11.8068	8.11517
AT3G08750	4.41422	6.31919	6.20357	6.73805
AT3G08760	5.62457	9.62461	10.406	6.93478
AT3G08765	5.55337	8.84686	7.20415	7.32824
AT3G08770	3.06147	3.84012	6.80392	5.06583
AT3G08780	7.90287	8.70103	11.5567	6.49213
AT3G08790	7.97407	5.15257	9.40542	7.08233
AT3G08800	7.04851	6.70806	7.35424	6.83641
AT3G08810	6.47893	6.27058	8.55493	7.27906
AT3G08820	5.55337	6.22197	9.65556	8.26271
AT3G08840	8.82843	11.9578	13.2576	10.3776
AT3G08845	4.27182	3.11098	3.75216	4.91828
AT3G08850	7.97407	10.0135	13.0075	11.8531
AT3G08860	3.41746	4.03456	3.90225	5.75439
AT3G08870	7.76048	10.3537	12.4572	7.08233
AT3G08880	10.5372	14.048	11.5567	10.8202
AT3G08885	4.91259	11.9092	8.55493	10.6235
AT3G08890	5.76696	12.8328	9.00519	10.6727
AT3G08900	4.91259	6.51362	5.60323	6.09867
AT3G08905	5.26858	7.72885	6.2536	5.85276
AT3G08910	9.89639	16.1382	13.808	11.2137
AT3G08920	11.1067	14.3883	12.0569	7.27906
AT3G08930	9.6116	11.2287	12.7573	8.65618
AT3G08940	6.90611	9.67322	9.80565	5.85276
AT3G08943	7.76048	13.6106	19.2611	10.2792
AT3G08947	10.0388	13.6592	20.7119	9.09882
AT3G08950	11.5339	14.7286	16.8597	10.9678
AT3G08960	6.40773	13.3675	13.1576	9.59065
AT3G08970	10.5372	15.6521	12.5572	9.59065
AT3G08980	9.82519	10.1107	14.7585	11.9514
AT3G08990	7.83167	6.99971	12.6073	11.9514
AT3G09000	12.3883	12.8814	15.9592	10.0825
AT3G09010	7.97407	7.33998	10.1558	10.8202
AT3G09020	6.62132	7.38859	7.45429	7.18069
AT3G09030	9.6828	12.4925	12.5072	8.90209
AT3G09032	6.90611	10.7426	11.8068	7.03314
AT3G09035	7.2621	9.52739	13.2576	8.11517
AT3G09040	7.97407	12.687	13.908	9.04964
AT3G09050	10.6796	18.034	12.8574	10.7219
AT3G09060	6.55013	9.08991	7.95458	7.7217
AT3G09070	5.48217	6.61084	7.20415	6.8856
AT3G09075	9.32681	8.70103	11.5066	8.41026
AT3G09080	11.8899	10.2079	8.45487	11.2629
AT3G09085	10.11	14.6313	9.95573	11.558
AT3G09090	10.1812	9.13852	13.0575	12.5416
AT3G09100	9.6828	10.7426	12.157	9.4431
AT3G09105	7.04851	13.805	7.05406	7.08233
AT3G09110	2.56309	4.37482	4.55262	5.50848
AT3G09120	4.91259	3.49986	5.10294	3.83626
AT3G09130	3.70225	3.93734	4.25245	3.59035
AT3G09140	6.12294	4.56926	4.10236	4.62319
AT3G09150	7.97407	14.68	16.6596	14.3122
AT3G09155	2.20711	2.6735	4.20242	2.80342
AT3G09160	6.19414	5.63866	6.2536	5.60684
AT3G09162	4.20062	4.03456	5.40311	4.52482
AT3G09165	3.06147	3.01377	1.55089	3.04934
AT3G09170	1.92232	2.09019	1.30075	2.06568
AT3G09180	7.61808	10.8884	9.2053	8.21353
AT3G09190	8.25886	11.7148	12.0069	9.14801
AT3G09200	8.61484	11.5204	13.1576	7.22988
AT3G09210	6.47893	11.3259	7.05406	5.36093
AT3G09215	6.05175	4.03456	4.95285	5.50848
AT3G09220	5.12619	2.86794	2.9517	2.90179
AT3G09230	11.0355	9.13852	9.75562	11.017
AT3G09240	6.33654	7.77746	9.10524	6.34458
AT3G09250	10.6796	10.8884	10.0058	10.9186
AT3G09260	4.98379	4.18038	3.40196	4.72155
AT3G09270	7.54689	5.93031	4.75274	5.85276
AT3G09275	5.62457	4.18038	6.6038	3.19688
AT3G09280	5.55337	3.88873	6.75389	5.60684
AT3G09290	4.62781	2.86794	4.15239	4.52482
AT3G09300	7.1197	8.55521	7.25418	6.44295
AT3G09310	7.61808	7.58302	9.95573	7.47579
AT3G09320	12.1747	7.29137	11.6567	10.1317
AT3G09330	4.7702	3.49986	2.85164	2.50832
AT3G09335	8.04526	7.19415	12.107	6.93478
AT3G09340	6.76372	7.72885	8.25475	8.95127
AT3G09350	9.11322	12.1523	14.1081	7.86925
AT3G09360	15.165	9.18712	15.7591	13.4761
AT3G09370	11.5339	13.4647	11.7568	10.1808
AT3G09375	4.05823	2.77072	4.65268	3.68871
AT3G09380	3.91584	5.63866	5.15297	4.32809
AT3G09385	3.06147	4.47204	5.25303	3.73789
AT3G09390	9.6828	14.048	8.90513	6.0003
AT3G09400	6.47893	5.93031	8.5049	5.65603
AT3G09405	5.19738	7.14554	7.00403	5.45929
AT3G09410	8.54364	13.3675	12.7573	10.23
AT3G09415	3.20387	4.03456	2.65153	4.18054
AT3G09430	8.40125	8.21494	10.5061	9.14801
AT3G09440	6.90611	15.4091	9.65556	9.63983
AT3G09445	5.33978	4.76369	3.05176	4.08217
AT3G09450	6.33654	3.40264	5.15297	5.41011
AT3G09455	9.75399	16.5271	14.1081	8.70536
AT3G09465	4.699	3.64568	4.10236	5.11501
AT3G09480	7.47569	10.9857	13.6078	6.73805
AT3G09490	5.41097	10.4996	13.858	8.50863
AT3G09500	9.6828	11.5204	11.7067	6.49213
AT3G09510	1.35274	3.49986	1.55089	3.04934
AT3G09520	6.12294	10.3051	7.00403	6.73805
AT3G09525	3.77344	5.44422	4.8528	3.04934
AT3G09530	5.26858	6.22197	5.30305	4.32809
AT3G09540	5.90935	9.38156	8.45487	5.55766
AT3G09545	2.77668	3.2082	3.20184	2.65587
AT3G09550	6.69252	9.38156	8.8551	6.19704
AT3G09560	9.82519	11.9092	8.60496	8.85291
AT3G09570	9.04202	11.4718	10.0058	6.2954
AT3G09575	5.48217	6.80528	3.50202	5.41011
AT3G09580	6.69252	14.5827	8.95516	9.09882
AT3G09590	4.05823	9.28434	9.65556	5.31175
AT3G09600	6.76372	15.5549	16.2093	10.4759
AT3G09620	8.25886	9.77043	12.0569	5.90194
AT3G09630	7.04851	10.3051	9.10524	6.68886
AT3G09640	8.61484	9.67322	7.30421	7.32824
AT3G09650	8.40125	12.0065	11.5567	9.7382
AT3G09660	9.96758	8.5066	14.2582	10.9678
AT3G09665	4.05823	3.49986	4.80277	5.95112
AT3G09670	12.1035	9.33295	16.3594	11.8531
AT3G09680	7.40449	7.92329	10.0558	8.36108
AT3G09690	6.55013	11.2287	10.1558	6.39377
AT3G09700	9.39801	10.9371	12.9074	10.8202
AT3G09710	4.7702	8.21494	6.05349	5.90194
AT3G09720	12.8867	16.8188	18.3105	14.3122
AT3G09730	11.6051	13.9022	14.7585	15.0008
AT3G09735	9.25561	10.2565	10.6061	9.39392
AT3G09740	8.54364	11.3745	10.3059	7.96762
AT3G09745	4.62781	5.15257	4.50259	4.72155
AT3G09750	11.3915	12.8328	12.7073	11.558
AT3G09760	12.3883	11.9092	11.1564	14.5089
AT3G09770	8.40125	11.3259	8.00461	8.06598
AT3G09775	7.54689	14.2425	8.75504	8.06598
AT3G09780	7.68928	11.4718	11.0063	7.57416
AT3G09790	5.05499	5.63866	5.15297	6.09867
AT3G09800	11.3915	14.923	19.2111	13.4269
AT3G09810	12.9579	16.9646	21.1622	14.0663
AT3G09820	6.47893	11.5204	12.3571	11.8039
AT3G09830	8.25886	9.13852	11.3565	10.1317
AT3G09840	10.8219	11.4718	13.4077	10.0333
AT3G09850	8.68604	14.6313	12.207	10.2792
AT3G09860	9.75399	13.805	12.2571	9.49229
AT3G09870	5.62457	7.92329	5.80334	7.13151
AT3G09875	7.61808	5.97892	8.8551	7.62334
AT3G09880	8.97083	10.3051	9.70559	7.96762
AT3G09890	6.90611	8.16633	10.9563	9.19719
AT3G09900	7.83167	8.89547	12.4572	11.4104
AT3G09910	5.83816	6.61084	9.80565	6.2954
AT3G09915	3.27506	5.00674	4.90282	5.45929
AT3G09920	6.55013	8.60381	8.25475	6.93478
AT3G09922	3.27506	2.09019	4.00231	3.63953
AT3G09925	1.85112	3.59708	2.75158	3.73789
AT3G09930	3.27506	5.44422	4.75274	3.98381
AT3G09940	5.26858	5.49283	4.25245	5.26256
AT3G09950	5.19738	3.79151	3.50202	3.93463
AT3G09960	6.90611	6.22197	4.10236	5.21338
AT3G09970	9.11322	8.99269	10.5561	7.96762
AT3G09980	5.48217	12.1523	9.90571	7.91844
AT3G09990	3.20387	3.40264	2.50144	3.49198
AT3G10000	5.48217	4.52065	5.05291	3.98381
AT3G10010	4.62781	10.1593	12.0069	8.65618
AT3G10020	6.83491	11.7634	10.9063	7.42661
AT3G10030	7.40449	6.80528	9.65556	5.85276
AT3G10040	10.3948	9.81904	10.0058	8.70536
AT3G10050	7.54689	13.4647	12.0569	9.09882
AT3G10060	7.40449	13.805	11.3065	7.86925
AT3G10070	6.62132	10.451	13.7579	9.19719
AT3G10080	5.48217	7.87468	6.35366	7.47579
AT3G10090	8.54364	12.5412	12.8074	7.91844
AT3G10100	3.06147	4.2776	4.80277	2.75424
AT3G10110	6.90611	8.26355	9.95573	7.27906
AT3G10113	4.12943	5.05535	6.75389	5.1642
AT3G10114	3.77344	4.32621	7.45429	4.62319
AT3G10116	4.91259	4.95813	3.75216	4.8691
AT3G10120	9.18442	11.9092	12.157	9.49229
AT3G10130	10.3948	9.52739	12.7073	8.55781
AT3G10140	5.05499	9.52739	9.95573	10.1808
AT3G10150	6.12294	10.694	10.456	8.50863
AT3G10160	10.5372	18.4715	13.3577	12.64
AT3G10180	7.54689	9.08991	8.90513	8.70536
AT3G10185	5.90935	6.65945	8.95516	7.57416
AT3G10190	3.91584	9.08991	6.85395	7.22988
AT3G10200	6.90611	8.89547	10.6061	7.96762
AT3G10210	9.89639	11.812	12.0069	12.3449
AT3G10220	10.7508	13.5133	12.0569	12.3449
AT3G10230	8.75723	15.166	12.3571	11.0661
AT3G10240	4.34302	5.54144	4.90282	3.73789
AT3G10250	9.11322	10.6454	11.8068	12.0006
AT3G10260	10.7508	12.2981	13.958	14.7548
AT3G10270	13.1715	15.166	21.5124	13.0826
AT3G10280	7.54689	9.38156	8.5049	9.63983
AT3G10282	11.5339	12.9786	12.2571	9.54147
AT3G10290	7.04851	7.4858	8.80507	6.04949
AT3G10300	5.76696	10.5968	10.356	5.90194
AT3G10310	7.90287	8.70103	10.7062	10.4759
AT3G10320	4.41422	6.3678	5.75331	4.62319
AT3G10330	10.8219	13.3189	17.5601	10.1317
AT3G10340	4.27182	4.86091	4.70271	3.78708
AT3G10350	11.6051	7.33998	11.2065	8.45945
AT3G10360	8.33005	12.4925	16.4095	8.60699
AT3G10370	8.25886	13.7078	14.3583	10.9186
AT3G10380	13.6698	14.1939	17.5601	11.8531
AT3G10390	10.1812	13.3189	17.36	9.7382
AT3G10400	7.1197	7.68024	10.9063	7.91844
AT3G10405	7.2621	13.7078	14.0081	10.1317
AT3G10410	12.4595	14.923	15.609	12.0498
AT3G10420	7.47569	11.6662	13.7579	8.26271
AT3G10430	6.40773	6.56223	7.8045	6.39377
AT3G10440	9.4692	9.13852	11.0564	9.04964
AT3G10450	5.62457	5.15257	5.80334	5.01665
AT3G10455	3.98703	5.63866	4.35251	3.93463
AT3G10460	2.63429	2.86794	2.40138	3.39362
AT3G10470	5.05499	4.08317	4.90282	3.59035
AT3G10480	7.97407	9.62461	10.5061	7.96762
AT3G10490	10.1812	8.65242	9.65556	8.80373
AT3G10500	7.61808	11.4718	11.9569	10.6235
AT3G10510	6.12294	4.76369	5.30305	3.1477
AT3G10520	5.62457	8.02051	7.05406	6.2954
AT3G10525	4.62781	6.31919	5.75331	6.04949
AT3G10530	10.3236	10.7912	9.75562	11.7055
AT3G10540	8.04526	15.4091	12.7573	9.24637
AT3G10550	7.2621	8.70103	8.05464	8.65618
AT3G10560	6.26534	6.3678	7.30421	4.91828
AT3G10570	4.699	6.4164	6.95401	4.18054
AT3G10572	11.3915	12.7842	13.7079	12.3449
AT3G10575	5.55337	7.19415	6.20357	5.70521
AT3G10580	1.63753	4.66648	4.90282	4.47564
AT3G10585	3.34626	2.09019	3.10179	2.80342
AT3G10590	3.63105	4.47204	7.00403	3.54116
AT3G10595	3.77344	2.62489	4.30248	3.49198
AT3G10600	2.99028	5.00674	5.65326	3.68871
AT3G10605	5.90935	11.1801	15.8591	10.3776
AT3G10610	8.47245	12.6384	15.709	10.1317
AT3G10620	9.89639	10.8884	13.2076	11.8039
AT3G10630	11.3203	12.1523	14.1582	12.9351
AT3G10640	10.5372	19.0062	16.1593	15.1483
AT3G10650	6.62132	10.7912	11.1064	7.18069
AT3G10660	7.04851	7.58302	7.25418	9.04964
AT3G10670	6.83491	6.3678	11.0063	8.0168
AT3G10680	5.90935	5.15257	6.6038	5.85276
AT3G10690	8.89963	7.77746	11.8068	9.54147
