AT1G01010	2.68118	5.41494	11.671	13.5111	9.98872	6.46638
AT1G01020	2.15546	2.36575	9.20014	12.9853	9.51557	4.46864
AT1G01030	1.36688	1.20916	2.47089	4.52121	5.94066	3.7852
AT1G01040	23.0792	52.2042	59.7746	49.2076	41.5321	26.8644
AT1G01046	6.9921	7.30754	7.41268	7.51783	7.25497	7.25497
AT1G01050	1.73488	4.88922	11.1453	14.0894	10.935	5.99323
AT1G01060	5.62523	13.3008	19.1889	27.285	24.6564	11.8287
AT1G01070	2.41832	2.15546	2.62861	3.20691	3.20691	1.99774
AT1G01080	3.36462	1.8926	5.78294	10.6196	6.36124	2.36575
AT1G01090	1.15659	5.78294	15.3511	16.2974	8.83213	6.46638
AT1G01100	1.31431	1.78746	2.73376	3.15433	3.25948	1.94517
AT1G01110	2.8389	4.31092	6.09838	9.67329	13.4585	7.14982
AT1G01120	1.62974	2.94404	4.94179	6.67667	5.30979	2.94404
AT1G01130	2.57604	2.57604	2.94404	3.46977	3.41719	2.36575
AT1G01140	3.62748	10.5144	18.926	19.7146	10.8299	5.15208
AT1G01150	4.10063	10.2516	10.4619	5.73037	4.83664	4.88922
AT1G01160	1.78746	3.25948	6.78182	11.1453	8.56927	4.04806
AT1G01170	0.841155	1.26173	1.41945	1.68231	1.84003	2.15546
AT1G01180	1.31431	1.68231	1.84003	1.62974	1.62974	1.41945
AT1G01183	1.68231	1.68231	1.57717	1.31431	1.31431	1.31431
AT1G01190	4.31092	6.41381	5.94066	3.31205	3.73263	3.15433
AT1G01200	2.99662	3.41719	2.41832	3.52234	3.25948	1.99774
AT1G01210	1.31431	1.78746	1.36688	2.73376	3.20691	3.57491
AT1G01220	4.25835	24.1306	32.1216	32.8051	28.5993	17.8746
AT1G01225	3.15433	3.57491	6.78182	9.831	9.25271	5.25722
AT1G01230	2.26061	2.94404	9.67329	15.7191	12.6173	6.78182
AT1G01240	1.73488	2.78633	7.20239	11.7236	10.3042	3.7852
AT1G01250	3.99549	4.20578	4.31092	3.94292	2.47089	1.47202
AT1G01260	1.47202	4.04806	10.7773	18.5054	17.1385	7.14982
AT1G01270	0.788583	0.841155	0.893728	0.9463	1.15659	1.10402
AT1G01280	2.47089	2.78633	2.57604	3.7852	5.62523	4.78407
AT1G01290	2.20803	6.72924	13.0379	10.4093	5.78294	2.36575
AT1G01300	1.73488	1.47202	1.31431	1.68231	2.52347	2.15546
AT1G01305	2.15546	2.36575	2.78633	2.20803	1.62974	1.68231
AT1G01310	2.26061	2.05032	1.73488	1.57717	0.893728	1.10402
AT1G01320	9.35785	41.0063	65.8204	57.5666	58.1449	37.1686
AT1G01335	1.10402	1.05144	1.10402	1.05144	1.20916	1.20916
AT1G01340	14.5625	19.2414	16.9283	15.9294	16.4551	11.4607
AT1G01350	2.26061	4.04806	7.04468	5.88809	2.8389	1.62974
AT1G01355	5.99323	8.09612	10.8299	11.5659	9.831	6.30867
AT1G01360	1.57717	1.62974	1.52459	3.20691	4.25835	3.99549
AT1G01370	3.04919	6.36124	14.8779	16.9283	11.0402	3.7852
AT1G01380	2.73376	3.20691	2.68118	1.99774	2.31318	1.73488
AT1G01390	3.41719	2.47089	2.73376	5.78294	5.73037	2.47089
AT1G01400	5.52008	8.20127	8.83213	9.77843	7.62297	3.83777
AT1G01410	3.46977	3.36462	3.62748	4.46864	4.04806	2.41832
AT1G01420	1.73488	1.8926	2.47089	3.73263	4.20578	3.20691
AT1G01430	2.26061	2.89147	5.15208	6.36124	4.25835	1.73488
AT1G01440	2.8389	11.4082	29.2827	26.6015	15.4037	4.99436
AT1G01448	4.10063	16.4551	23.6575	23.2895	21.9752	10.6722
AT1G01450	15.4562	14.8254	14.0368	15.7717	15.9294	13.5636
AT1G01453	2.99662	5.99323	7.83326	6.30867	4.20578	2.94404
AT1G01460	5.83552	8.04355	8.83213	11.9865	10.7247	5.94066
AT1G01470	2.73376	4.83664	3.89034	1.94517	1.57717	1.68231
AT1G01480	3.52234	3.7852	1.73488	3.52234	7.5704	4.57378
AT1G01490	0.841155	1.47202	2.47089	3.52234	7.30754	4.25835
AT1G01500	1.62974	1.68231	3.89034	9.09499	9.831	3.73263
AT1G01510	2.8389	13.5636	28.9673	26.917	16.7705	4.04806
AT1G01520	3.36462	4.83664	9.09499	11.3556	8.04355	3.52234
AT1G01530	0.9463	1.20916	1.52459	2.57604	2.94404	2.73376
AT1G01540	1.78746	2.94404	12.3545	18.19	13.0905	5.52008
AT1G01550	1.94517	2.31318	4.88922	12.7225	13.1956	5.46751
AT1G01560	4.31092	6.09838	9.25271	11.8813	10.6722	6.6241
AT1G01570	1.8926	2.26061	2.15546	1.62974	1.99774	2.10289
AT1G01580	8.56927	6.20352	4.67893	8.93728	8.67442	4.41607
AT1G01590	4.25835	3.52234	7.62297	10.2516	10.6196	5.52008
AT1G01600	4.83664	5.78294	2.89147	1.99774	2.68118	1.84003
AT1G01610	4.78407	4.94179	6.9921	11.2505	10.6722	6.72924
AT1G01620	1.62974	1.68231	2.15546	2.89147	2.57604	1.99774
AT1G01630	1.78746	4.78407	7.67554	5.52008	4.36349	3.04919
AT1G01640	1.94517	2.78633	5.15208	7.88583	7.25497	3.52234
AT1G01650	10.8299	34.7502	39.324	31.7536	25.3398	12.9328
AT1G01660	12.5648	11.5133	17.9271	20.5032	17.1911	10.567
AT1G01670	4.67893	11.8813	16.2974	18.9786	18.8734	15.3511
AT1G01680	3.73263	5.41494	9.35785	9.25271	8.04355	6.30867
AT1G01690	3.83777	14.6151	24.6564	28.4941	21.134	12.407
AT1G01695	3.99549	8.5167	11.7236	11.9339	11.0927	6.83439
AT1G01700	6.83439	10.0939	9.14757	12.039	11.4607	4.57378
AT1G01710	5.09951	17.0334	26.2335	21.134	18.4528	8.72699
AT1G01715	2.26061	3.62748	6.67667	8.41155	6.93953	3.73263
AT1G01720	1.68231	2.15546	2.57604	2.15546	3.10176	3.57491
AT1G01725	1.78746	1.41945	1.84003	2.57604	2.89147	2.68118
AT1G01730	1.84003	1.62974	2.78633	4.99436	5.04693	6.36124
AT1G01740	7.62297	15.1934	17.822	15.8242	13.9316	10.9876
AT1G01750	2.89147	4.78407	5.73037	8.35898	9.25271	9.831
AT1G01760	3.99549	11.1453	16.1922	16.6654	13.9842	13.7739
AT1G01770	6.6241	29.1776	35.5914	28.021	22.238	14.4574
AT1G01780	7.78069	9.09499	8.46413	6.36124	4.52121	3.68006
AT1G01790	20.5557	46.3161	44.8967	45.0018	42.6361	24.0781
AT1G01800	1.52459	2.36575	5.6778	10.567	9.09499	3.99549
AT1G01810	1.8926	2.05032	2.99662	3.46977	3.46977	3.31205
AT1G01820	2.36575	5.57265	15.8242	22.238	16.0345	7.9384
AT1G01830	7.99098	10.8299	10.8299	7.72812	4.57378	2.36575
AT1G01840	1.78746	2.78633	3.04919	2.94404	3.04919	4.57378
AT1G01860	3.52234	8.14869	14.1419	11.9865	11.7762	7.46525
AT1G01870	1.47202	1.41945	1.41945	1.36688	1.26173	1.26173
AT1G01880	3.20691	9.51557	18.19	19.1363	15.6139	9.35785
AT1G01890	1.05144	1.15659	0.998872	1.05144	0.9463	0.998872
AT1G01900	5.83552	7.20239	7.25497	10.3042	8.8847	5.25722
AT1G01910	3.25948	11.0402	25.3398	23.4998	16.8757	9.14757
AT1G01920	6.9921	19.8197	25.0769	20.6083	20.03	10.6722
AT1G01930	3.89034	10.4093	20.5557	27.653	21.6598	8.72699
AT1G01940	2.62861	5.30979	13.6162	18.4003	14.2471	6.88696
AT1G01950	12.3019	39.4292	38.0623	31.1753	32.8576	16.6654
AT1G01960	13.1956	45.7904	53.0454	51.3631	48.9447	32.0691
AT1G01970	3.52234	7.72812	13.6162	16.0871	13.5111	6.51895
AT1G01980	8.67442	12.8802	12.6173	10.7247	8.77956	5.52008
AT1G01990	1.68231	2.36575	3.46977	5.62523	6.30867	4.20578
AT1G02000	2.10289	2.68118	3.68006	7.5704	9.98872	7.30754
AT1G02010	9.463	24.6564	34.1719	30.4393	28.4416	15.2985
AT1G02020	5.36237	3.04919	5.52008	12.8276	13.9842	6.30867
AT1G02030	2.26061	2.36575	4.83664	8.67442	8.83213	7.14982
AT1G02040	4.67893	5.41494	5.25722	4.52121	3.25948	1.68231
AT1G02050	10.9876	12.8276	14.5099	15.6665	13.8265	8.46413
AT1G02060	1.78746	4.25835	11.6185	16.4551	16.35	16.35
AT1G02065	1.78746	8.98985	11.8813	6.20352	3.83777	3.73263
AT1G02067	1.73488	1.8926	2.10289	2.05032	2.15546	1.94517
AT1G02070	2.94404	3.41719	3.52234	2.57604	2.20803	1.73488
AT1G02080	64.8215	93.8414	82.6435	85.535	81.9075	58.1974
AT1G02090	2.47089	9.04242	18.5054	22.1855	17.6643	14.0368
AT1G02100	5.15208	16.6654	21.8175	20.9237	14.9305	7.88583
AT1G02110	3.41719	7.83326	13.9316	16.6654	16.5077	9.51557
AT1G02120	7.9384	28.9673	28.757	23.1318	25.0769	15.8768
AT1G02130	2.73376	4.57378	7.9384	9.09499	7.78069	4.04806
AT1G02136	4.67893	5.52008	5.83552	5.83552	5.62523	5.20465
AT1G02140	2.10289	3.68006	5.94066	7.04468	4.57378	3.25948
AT1G02145	6.78182	22.3432	26.7593	24.9718	26.7593	15.0882
AT1G02150	2.94404	3.68006	8.77956	12.5122	8.56927	3.94292
AT1G02160	1.31431	1.26173	1.8926	2.94404	3.7852	3.41719
AT1G02170	2.62861	3.36462	8.8847	13.6162	12.9328	8.83213
AT1G02180	1.52459	2.52347	3.36462	4.62636	5.09951	4.41607
AT1G02190	8.5167	10.0413	6.83439	7.09725	9.20014	5.57265
AT1G02205	8.09612	7.5704	4.78407	12.8276	17.8746	12.3545
AT1G02210	1.31431	0.736011	0.736011	0.736011	0.683439	0.578294
AT1G02220	3.15433	4.31092	5.46751	6.09838	5.30979	3.36462
AT1G02228	0.315433	0.105144	0	0	0.0525722	0.157717
AT1G02230	2.36575	4.52121	6.36124	6.36124	4.94179	2.62861
AT1G02250	6.67667	7.46525	8.25384	9.72586	8.20127	4.41607
AT1G02260	3.52234	13.0379	16.8231	14.5625	10.9876	4.46864
AT1G02270	3.20691	12.3545	22.2906	20.1877	12.6173	5.94066
AT1G02280	2.73376	7.20239	14.1945	15.982	12.5122	5.15208
AT1G02290	3.10176	10.2516	15.8242	16.4025	16.8231	10.3042
AT1G02300	2.78633	5.94066	15.982	19.662	14.2471	7.25497
AT1G02305	1.94517	6.46638	15.3511	20.8712	16.5602	8.5167
AT1G02310	3.89034	2.10289	2.05032	4.15321	5.99323	4.78407
AT1G02320	1.57717	1.62974	1.78746	1.94517	2.20803	2.26061
AT1G02330	1.47202	2.47089	7.09725	11.3556	10.3567	6.09838
AT1G02335	1.73488	1.8926	3.89034	4.94179	3.20691	1.52459
AT1G02340	2.99662	4.15321	4.31092	4.04806	4.83664	3.62748
AT1G02350	1.36688	1.68231	1.99774	2.26061	2.94404	3.36462
AT1G02360	2.78633	3.7852	3.15433	2.05032	1.41945	0.893728
AT1G02370	1.26173	3.83777	10.199	14.0894	10.0413	4.83664
AT1G02380	2.94404	5.15208	9.20014	9.25271	5.88809	3.57491
AT1G02390	3.15433	5.62523	2.99662	2.8389	5.04693	3.73263
AT1G02400	4.20578	3.83777	3.25948	2.78633	3.36462	3.7852
AT1G02405	1.78746	2.57604	3.57491	3.15433	2.47089	1.94517
AT1G02410	0.788583	5.52008	12.8276	10.4093	5.41494	2.57604
AT1G02420	1.36688	3.57491	9.35785	15.5614	14.8254	10.1464
AT1G02430	1.57717	2.10289	3.31205	4.7315	6.15095	8.14869
